Afrihkká	África
Kategoriija:Eurohpá eatnandiehtu	Categoría:Geografía de Europa
Kategoriija:Duiskka oassestáhtat	Categoría:Estados federados de Alemania
Kategoriija:1778	Categoría:1778
Kategoriija:Chilelaš girjjálašvuohta	Categoría:Literatura de Chile
Kategoriija:Chilelaš čállit	Categoría:Escritores de Chile
Kategoriija:Duiskalaš girječállit	Categoría:Escritores de Alemania
Málle:Infobox kana	Plantilla:Ficha de kana
Kategoriija:Lulliamerihkálaččat	Categoría:Sudamericanos
Kategoriija:Ruoŧŧelaš girječállit	Categoría:Escritores de Suecia
Kategoriija:Amerihkálaš girječállit	Categoría:Escritores de Estados Unidos
Kategoriija:Eurohpálaččat	Categoría:Europeos
Kategoriija:Oslo	Categoría:Oslo
Kategoriija:Jápmimat 1928	Categoría:Fallecidos en 1928
Kategoriija:Jápmimat 1937	Categoría:Fallecidos en 1937
Kategoriija:Jápmimat 1950	Categoría:Fallecidos en 1950
Kategoriija:Kenia	Categoría:Kenia
Kategoriija:Malawi	Categoría:Malaui
Kategoriija:Mali	Categoría:Malí
Kategoriija:Mánát	Categoría:Niños
Kategoriija:Čálalaš kommunikašuvdna	Categoría:Comunicación escrita
Kategoriija:1587	Categoría:1587
Kategoriija:1589	Categoría:1589
Kategoriija:1599	Categoría:1599
Kategoriija:1602	Categoría:1602
Kategoriija:Jápmimat 1602	Categoría:Fallecidos en 1602
Kategoriija:1609	Categoría:1609
Kategoriija:1610	Categoría:1610
Kategoriija:Jápmimat 1610	Categoría:Fallecidos en 1610
Kategoriija:1613	Categoría:1613
Kategoriija:Jápmimat 1613	Categoría:Fallecidos en 1613
Kategoriija:Jápmimat 1615	Categoría:Fallecidos en 1615
Kategoriija:Jápmimat 1635	Categoría:Fallecidos en 1635
Kategoriija:Jápmimat 1637	Categoría:Fallecidos en 1637
Kategoriija:Jápmimat 1647	Categoría:Fallecidos en 1647
Kategoriija:1666	Categoría:1666
Kategoriija:Jápmimat 1672	Categoría:Fallecidos en 1672
Kategoriija:1674	Categoría:1674
Kategoriija:Polskka politihkkárat	Categoría:Políticos de Polonia
Kategoriija:Jápmimat 2011	Categoría:Fallecidos en 2011
Kategoriija:1713	Categoría:1713
Kategoriija:1724	Categoría:1724
Kategoriija:1728	Categoría:1728
Kategoriija:1731	Categoría:1731
Kategoriija:1732	Categoría:1732
Kategoriija:1733	Categoría:1733
Kategoriija:1738	Categoría:1738
Kategoriija:Jápmimat 1738	Categoría:Fallecidos en 1738
Kategoriija:1740	Categoría:1740
Kategoriija:Jápmimat 1740	Categoría:Fallecidos en 1740
Kategoriija:1741	Categoría:1741
Kategoriija:1743	Categoría:1743
Kategoriija:1747	Categoría:1747
Kategoriija:1748	Categoría:1748
Kategoriija:1749	Categoría:1749
Kategoriija:1750	Categoría:1750
Kategoriija:Jápmimat 1750	Categoría:Fallecidos en 1750
Kategoriija:1752	Categoría:1752
Kategoriija:1753	Categoría:1753
Kategoriija:1754	Categoría:1754
Kategoriija:1755	Categoría:1755
Kategoriija:1756	Categoría:1756
Kategoriija:1757	Categoría:1757
Kategoriija:1758	Categoría:1758
Kategoriija:1759	Categoría:1759
Kategoriija:1760	Categoría:1760
Kategoriija:1761	Categoría:1761
Kategoriija:1762	Categoría:1762
Kategoriija:1763	Categoría:1763
Kategoriija:Jápmimat 1763	Categoría:Fallecidos en 1763
Kategoriija:Jápmimat 1765	Categoría:Fallecidos en 1765
Kategoriija:Jápmimat 1766	Categoría:Fallecidos en 1766
Kategoriija:1768	Categoría:1768
Kategoriija:1770	Categoría:1770
Kategoriija:1772	Categoría:1772
Kategoriija:1773	Categoría:1773
Kategoriija:1774	Categoría:1774
Kategoriija:Jápmimat 1774	Categoría:Fallecidos en 1774
Kategoriija:1776	Categoría:1776
Kategoriija:1777	Categoría:1777
Kategoriija:Jápmimat 1779	Categoría:Fallecidos en 1779
Kategoriija:1781	Categoría:1781
Kategoriija:1782	Categoría:1782
Kategoriija:1783	Categoría:1783
Kategoriija:1784	Categoría:1784
Kategoriija:1786	Categoría:1786
Kategoriija:1788	Categoría:1788
Kategoriija:1790	Categoría:1790
Kategoriija:1791	Categoría:1791
Kategoriija:Jápmimat 1791	Categoría:Fallecidos en 1791
Kategoriija:1792	Categoría:1792
Kategoriija:Jápmimat 1792	Categoría:Fallecidos en 1792
Kategoriija:1794	Categoría:1794
Kategoriija:1795	Categoría:1795
Kategoriija:Jápmimat 1796	Categoría:Fallecidos en 1796
Kategoriija:Jápmimat 1797	Categoría:Fallecidos en 1797
Kategoriija:1798	Categoría:1798
Kategoriija:1799	Categoría:1799
Kategoriija:1800	Categoría:1800
Kategoriija:Jápmimat 1800	Categoría:Fallecidos en 1800
Kategoriija:1801	Categoría:1801
Kategoriija:1802	Categoría:1802
Kategoriija:Riegádeamit 1802	Categoría:Nacidos en 1802
Kategoriija:1803	Categoría:1803
Kategoriija:Jápmimat 1803	Categoría:Fallecidos en 1803
Kategoriija:1804	Categoría:1804
Kategoriija:Jápmimat 1804	Categoría:Fallecidos en 1804
Kategoriija:1805	Categoría:1805
Kategoriija:Jápmimat 1805	Categoría:Fallecidos en 1805
Kategoriija:1806	Categoría:1806
Kategoriija:Jápmimat 1806	Categoría:Fallecidos en 1806
Kategoriija:1807	Categoría:1807
Kategoriija:Jápmimat 1807	Categoría:Fallecidos en 1807
Kategoriija:Jápmimat 1808	Categoría:Fallecidos en 1808
Kategoriija:1809	Categoría:1809
Kategoriija:1810	Categoría:1810
Kategoriija:Jápmimat 1810	Categoría:Fallecidos en 1810
Kategoriija:1811	Categoría:1811
Kategoriija:Riegádeamit 1811	Categoría:Nacidos en 1811
Kategoriija:Jápmimat 1811	Categoría:Fallecidos en 1811
Kategoriija:Jápmimat 1812	Categoría:Fallecidos en 1812
Kategoriija:1813	Categoría:1813
Kategoriija:Jápmimat 1813	Categoría:Fallecidos en 1813
Kategoriija:1814	Categoría:1814
Kategoriija:Jápmimat 1814	Categoría:Fallecidos en 1814
Kategoriija:1815	Categoría:1815
Kategoriija:Jápmimat 1815	Categoría:Fallecidos en 1815
Kategoriija:1816	Categoría:1816
Kategoriija:Jápmimat 1816	Categoría:Fallecidos en 1816
Kategoriija:Jápmimat 1817	Categoría:Fallecidos en 1817
Kategoriija:1818	Categoría:1818
Kategoriija:Jápmimat 1818	Categoría:Fallecidos en 1818
Kategoriija:1819	Categoría:1819
Kategoriija:Jápmimat 1819	Categoría:Fallecidos en 1819
Kategoriija:1820	Categoría:1820
Kategoriija:Jápmimat 1820	Categoría:Fallecidos en 1820
Kategoriija:Jápmimat 1821	Categoría:Fallecidos en 1821
Kategoriija:1823	Categoría:1823
Kategoriija:Jápmimat 1824	Categoría:Fallecidos en 1824
Kategoriija:Jápmimat 1825	Categoría:Fallecidos en 1825
Kategoriija:1827	Categoría:1827
Kategoriija:Jápmimat 1828	Categoría:Fallecidos en 1828
Kategoriija:1830	Categoría:1830
Kategoriija:Jápmimat 1831	Categoría:Fallecidos en 1831
Kategoriija:Jápmimat 1832	Categoría:Fallecidos en 1832
Kategoriija:Jápmimat 1833	Categoría:Fallecidos en 1833
Kategoriija:1834	Categoría:1834
Kategoriija:Jápmimat 1834	Categoría:Fallecidos en 1834
Kategoriija:1835	Categoría:1835
Kategoriija:1836	Categoría:1836
Kategoriija:Jápmimat 1836	Categoría:Fallecidos en 1836
Kategoriija:Jápmimat 1837	Categoría:Fallecidos en 1837
Kategoriija:1838	Categoría:1838
Kategoriija:Jápmimat 1838	Categoría:Fallecidos en 1838
Kategoriija:1839	Categoría:1839
Kategoriija:1840	Categoría:1840
Kategoriija:Jápmimat 1840	Categoría:Fallecidos en 1840
Kategoriija:Jápmimat 1841	Categoría:Fallecidos en 1841
Kategoriija:1842	Categoría:1842
Kategoriija:Jápmimat 1842	Categoría:Fallecidos en 1842
Kategoriija:1843	Categoría:1843
Kategoriija:Jápmimat 1843	Categoría:Fallecidos en 1843
Kategoriija:Jápmimat 1844	Categoría:Fallecidos en 1844
Kategoriija:Jápmimat 1845	Categoría:Fallecidos en 1845
Kategoriija:1846	Categoría:1846
Kategoriija:Jápmimat 1846	Categoría:Fallecidos en 1846
Kategoriija:1847	Categoría:1847
Kategoriija:Jápmimat 1847	Categoría:Fallecidos en 1847
Kategoriija:1848	Categoría:1848
Kategoriija:1849	Categoría:1849
Kategoriija:Jápmimat 1849	Categoría:Fallecidos en 1849
Kategoriija:Jápmimat 1850	Categoría:Fallecidos en 1850
Kategoriija:1851	Categoría:1851
Kategoriija:Jápmimat 1851	Categoría:Fallecidos en 1851
Kategoriija:1852	Categoría:1852
Kategoriija:1853	Categoría:1853
Kategoriija:Jápmimat 1853	Categoría:Fallecidos en 1853
Kategoriija:1854	Categoría:1854
Kategoriija:Jápmimat 1854	Categoría:Fallecidos en 1854
Kategoriija:Jápmimat 1855	Categoría:Fallecidos en 1855
Kategoriija:1856	Categoría:1856
Kategoriija:Jápmimat 1856	Categoría:Fallecidos en 1856
Kategoriija:1857	Categoría:1857
Kategoriija:Jápmimat 1857	Categoría:Fallecidos en 1857
Kategoriija:1858	Categoría:1858
Kategoriija:Jápmimat 1858	Categoría:Fallecidos en 1858
Kategoriija:1859	Categoría:1859
Kategoriija:Jápmimat 1859	Categoría:Fallecidos en 1859
Kategoriija:1860	Categoría:1860
Kategoriija:Jápmimat 1860	Categoría:Fallecidos en 1860
Kategoriija:1861	Categoría:1861
Kategoriija:Jápmimat 1861	Categoría:Fallecidos en 1861
Kategoriija:1862	Categoría:1862
Kategoriija:Jápmimat 1862	Categoría:Fallecidos en 1862
Kategoriija:1863	Categoría:1863
Kategoriija:1864	Categoría:1864
Kategoriija:Jápmimat 1864	Categoría:Fallecidos en 1864
Kategoriija:1865	Categoría:1865
Kategoriija:Jápmimat 1865	Categoría:Fallecidos en 1865
Kategoriija:1866	Categoría:1866
Kategoriija:Jápmimat 1866	Categoría:Fallecidos en 1866
Kategoriija:Jápmimat 1867	Categoría:Fallecidos en 1867
Kategoriija:1868	Categoría:1868
Kategoriija:1869	Categoría:1869
Kategoriija:Jápmimat 1869	Categoría:Fallecidos en 1869
Kategoriija:1870	Categoría:1870
Kategoriija:Jápmimat 1870	Categoría:Fallecidos en 1870
Kategoriija:1871	Categoría:1871
Kategoriija:Jápmimat 1871	Categoría:Fallecidos en 1871
Kategoriija:1872	Categoría:1872
Kategoriija:Jápmimat 1872	Categoría:Fallecidos en 1872
Kategoriija:Jápmimat 1873	Categoría:Fallecidos en 1873
Kategoriija:1874	Categoría:1874
Kategoriija:1875	Categoría:1875
Kategoriija:1876	Categoría:1876
Kategoriija:Jápmimat 1876	Categoría:Fallecidos en 1876
Kategoriija:1877	Categoría:1877
Kategoriija:Jápmimat 1877	Categoría:Fallecidos en 1877
Kategoriija:Jápmimat 1878	Categoría:Fallecidos en 1878
Kategoriija:1879	Categoría:1879
Kategoriija:Jápmimat 1879	Categoría:Fallecidos en 1879
Kategoriija:1880	Categoría:1880
Kategoriija:1881	Categoría:1881
Kategoriija:1882	Categoría:1882
Kategoriija:1883	Categoría:1883
Kategoriija:1884	Categoría:1884
Kategoriija:1885	Categoría:1885
Kategoriija:Jápmimat 1885	Categoría:Fallecidos en 1885
Kategoriija:1886	Categoría:1886
Kategoriija:Jápmimat 1886	Categoría:Fallecidos en 1886
Kategoriija:1887	Categoría:1887
Kategoriija:Jápmimat 1887	Categoría:Fallecidos en 1887
Kategoriija:1889	Categoría:1889
Kategoriija:Jápmimat 1889	Categoría:Fallecidos en 1889
Kategoriija:1890	Categoría:1890
Kategoriija:Jápmimat 1890	Categoría:Fallecidos en 1890
Kategoriija:1891	Categoría:1891
Kategoriija:Jápmimat 1891	Categoría:Fallecidos en 1891
Kategoriija:1892	Categoría:1892
Kategoriija:Jápmimat 1892	Categoría:Fallecidos en 1892
Kategoriija:1893	Categoría:1893
Kategoriija:Jápmimat 1893	Categoría:Fallecidos en 1893
Kategoriija:1894	Categoría:1894
Kategoriija:Jápmimat 1894	Categoría:Fallecidos en 1894
Kategoriija:1895	Categoría:1895
Kategoriija:Jápmimat 1895	Categoría:Fallecidos en 1895
Kategoriija:Jápmimat 1896	Categoría:Fallecidos en 1896
Kategoriija:1897	Categoría:1897
Kategoriija:Jápmimat 1897	Categoría:Fallecidos en 1897
Kategoriija:Jápmimat 1898	Categoría:Fallecidos en 1898
Kategoriija:1899	Categoría:1899
Kategoriija:Jápmimat 1899	Categoría:Fallecidos en 1899
Kategoriija:Jápmimat 1900	Categoría:Fallecidos en 1900
Kategoriija:Jápmimat 1901	Categoría:Fallecidos en 1901
Kategoriija:Jápmimat 1905	Categoría:Fallecidos en 1905
Kategoriija:Jápmimat 1906	Categoría:Fallecidos en 1906
Kategoriija:Jápmimat 1908	Categoría:Fallecidos en 1908
Kategoriija:Jápmimat 1909	Categoría:Fallecidos en 1909
Kategoriija:Jápmimat 1910	Categoría:Fallecidos en 1910
Kategoriija:Jápmimat 1912	Categoría:Fallecidos en 1912
Kategoriija:Jápmimat 1913	Categoría:Fallecidos en 1913
Kategoriija:Jápmimat 1914	Categoría:Fallecidos en 1914
Kategoriija:Jápmimat 1915	Categoría:Fallecidos en 1915
Kategoriija:Jápmimat 1916	Categoría:Fallecidos en 1916
Kategoriija:Jápmimat 1917	Categoría:Fallecidos en 1917
Kategoriija:Jápmimat 1918	Categoría:Fallecidos en 1918
Kategoriija:Jápmimat 1919	Categoría:Fallecidos en 1919
Kategoriija:Jápmimat 1920	Categoría:Fallecidos en 1920
Kategoriija:Jápmimat 1921	Categoría:Fallecidos en 1921
Kategoriija:Jápmimat 1923	Categoría:Fallecidos en 1923
Kategoriija:Jápmimat 1925	Categoría:Fallecidos en 1925
Kategoriija:Jápmimat 1926	Categoría:Fallecidos en 1926
Kategoriija:Jápmimat 1927	Categoría:Fallecidos en 1927
Kategoriija:Jápmimat 1932	Categoría:Fallecidos en 1932
Kategoriija:Jápmimat 1935	Categoría:Fallecidos en 1935
Kategoriija:Jápmimat 1936	Categoría:Fallecidos en 1936
Kategoriija:Jápmimat 1939	Categoría:Fallecidos en 1939
Kategoriija:Jápmimat 1940	Categoría:Fallecidos en 1940
Kategoriija:Jápmimat 1941	Categoría:Fallecidos en 1941
Kategoriija:Jápmimat 1944	Categoría:Fallecidos en 1944
Kategoriija:Jápmimat 1948	Categoría:Fallecidos en 1948
Kategoriija:Jápmimat 1951	Categoría:Fallecidos en 1951
Kategoriija:Jápmimat 1952	Categoría:Fallecidos en 1952
Kategoriija:Jápmimat 1953	Categoría:Fallecidos en 1953
Kategoriija:Jápmimat 1954	Categoría:Fallecidos en 1954
Kategoriija:Jápmimat 1955	Categoría:Fallecidos en 1955
Kategoriija:Jápmimat 1956	Categoría:Fallecidos en 1956
Kategoriija:Jápmimat 1957	Categoría:Fallecidos en 1957
Kategoriija:Jápmimat 1958	Categoría:Fallecidos en 1958
Kategoriija:1961	Categoría:1961
Kategoriija:1964	Categoría:1964
Kategoriija:Jápmimat 1964	Categoría:Fallecidos en 1964
Kategoriija:1965	Categoría:1965
Kategoriija:Jápmimat 1965	Categoría:Fallecidos en 1965
Kategoriija:1966	Categoría:1966
Kategoriija:1967	Categoría:1967
Kategoriija:Jápmimat 1967	Categoría:Fallecidos en 1967
Kategoriija:Jápmimat 1968	Categoría:Fallecidos en 1968
Kategoriija:1969	Categoría:1969
Kategoriija:1970	Categoría:1970
Kategoriija:Jápmimat 1970	Categoría:Fallecidos en 1970
Kategoriija:Jápmimat 1971	Categoría:Fallecidos en 1971
Kategoriija:1972	Categoría:1972
Kategoriija:Jápmimat 1972	Categoría:Fallecidos en 1972
Kategoriija:1973	Categoría:1973
Kategoriija:Jápmimat 1973	Categoría:Fallecidos en 1973
Kategoriija:1974	Categoría:1974
Kategoriija:1975	Categoría:1975
Kategoriija:1976	Categoría:1976
Kategoriija:Jápmimat 1977	Categoría:Fallecidos en 1977
Kategoriija:1978	Categoría:1978
Kategoriija:1979	Categoría:1979
Kategoriija:1980	Categoría:1980
Kategoriija:1981	Categoría:1981
Kategoriija:1982	Categoría:1982
Kategoriija:Jápmimat 1982	Categoría:Fallecidos en 1982
Kategoriija:1983	Categoría:1983
Kategoriija:Jápmimat 1983	Categoría:Fallecidos en 1983
Kategoriija:1984	Categoría:1984
Kategoriija:Jápmimat 1984	Categoría:Fallecidos en 1984
Kategoriija:1985	Categoría:1985
Kategoriija:Jápmimat 1985	Categoría:Fallecidos en 1985
Kategoriija:1986	Categoría:1986
Kategoriija:1987	Categoría:1987
Kategoriija:Jápmimat 1987	Categoría:Fallecidos en 1987
Kategoriija:1988	Categoría:1988
Kategoriija:1989	Categoría:1989
Kategoriija:Jápmimat 1989	Categoría:Fallecidos en 1989
Kategoriija:1990	Categoría:1990
Kategoriija:Jápmimat 1990	Categoría:Fallecidos en 1990
Kategoriija:1991	Categoría:1991
Kategoriija:1992	Categoría:1992
Kategoriija:1993	Categoría:1993
Kategoriija:1994	Categoría:1994
Kategoriija:1995	Categoría:1995
Kategoriija:Jápmimat 1995	Categoría:Fallecidos en 1995
Kategoriija:1996	Categoría:1996
Kategoriija:Jápmimat 1996	Categoría:Fallecidos en 1996
Kategoriija:1997	Categoría:1997
Kategoriija:Jápmimat 1997	Categoría:Fallecidos en 1997
Kategoriija:1999	Categoría:1999
Kategoriija:2000	Categoría:2000
Kategoriija:Jápmimat 2000	Categoría:Fallecidos en 2000
Kategoriija:2001	Categoría:2001
Kategoriija:Jápmimat 2001	Categoría:Fallecidos en 2001
Kategoriija:2002	Categoría:2002
Kategoriija:Jápmimat 2002	Categoría:Fallecidos en 2002
Kategoriija:Jápmimat 2003	Categoría:Fallecidos en 2003
Kategoriija:2004	Categoría:2004
Kategoriija:Jápmimat 2004	Categoría:Fallecidos en 2004
Kategoriija:2005	Categoría:2005
Kategoriija:2006	Categoría:2006
Kategoriija:Jápmimat 2006	Categoría:Fallecidos en 2006
Kategoriija:2007	Categoría:2007
Kategoriija:2008	Categoría:2008
Kategoriija:2009	Categoría:2009
Kategoriija:2010	Categoría:2010
Kategoriija:2011	Categoría:2011
Kategoriija:Norgga politihkka	Categoría:Política de Noruega
Kategoriija:Ruoŧa politihkka	Categoría:Política de Suecia
Kategoriija:Soahtehistorjá riikkaid mielde	Categoría:Historia militar por país
Kategoriija:Ruhtaovttadagat	Categoría:Monedas
Kategoriija:Kalaallit Nunaata eatnandiehtu	Categoría:Geografía de Groenlandia
Kategoriija:Norgga eatnandiehtu	Categoría:Geografía de Noruega
Kategoriija:Dánmárkku eatnandiehtu	Categoría:Geografía de Dinamarca
Kategoriija:Spánia eatnandiehtu	Categoría:Geografía de España
Kategoriija:Islándda geografiija	Categoría:Geografía de Islandia
Kategoriija:Irlándda eatnandiehtu	Categoría:Geografía de Irlanda
Kategoriija:Jogat	Categoría:Ríos
Kategoriija:Durkka eatnandiehtu	Categoría:Geografía de Turquía
Kategoriija:Suoma eatnandiehtu	Categoría:Geografía de Finlandia
Kategoriija:Kiinná jogat	Categoría:Ríos de China
Kategoriija:Suoma jogat	Categoría:Ríos de Finlandia
Kategoriija:Lulli-Amerihká kultuvra	Categoría:Cultura de América del Sur
Kategoriija:Chilelaš kultuvra	Categoría:Cultura de Chile
Kategoriija:Kultuvrralaš eatnandiehtu	Categoría:Geografía cultural
Kategoriija:Ruoŧa historjá	Categoría:Historia de Suecia
Kategoriija:Nepala eatnandiehtu	Categoría:Geografía de Nepal
Kategoriija:Ruošša eatnandiehtu	Categoría:Geografía de Rusia
Kategoriija:Malta eatnandiehtu	Categoría:Geografía de Malta
Kategoriija:Eurovision lávllagilvvohallan	Categoría:Festival de la Canción de Eurovisión
Kategoriija:Norgalaččat	Categoría:Noruegos
Kategoriija:Lávlu	Categoría:Canto
Kategoriija:Ruoŧŧelaččat	Categoría:Suecos
Kategoriija:Etiopialaččat	Categoría:Etíopes
Kategoriija:Japánalaččat	Categoría:Japoneses
Kategoriija:Teáhter	Categoría:Teatro
Kategoriija:Suopmelaččat	Categoría:Finlandeses
Kategoriija:Ungáralaččat	Categoría:Húngaros
Kategoriija:Gielladutkit	Categoría:Lingüistas
Málle:Neutrála	Plantilla:Neutral
Kategoriija:Geavaheaddji nl	Categoría:Wikipedia:Wikipedistas con conocimientos de neerlandés
Kategoriija:Geavaheaddji no	Categoría:Wikipedia:Wikipedistas con conocimientos de noruego
Kategoriija:Geavaheaddji zh-1	Categoría:Wikipedia:Wikipedistas con nivel básico de chino
Kategoriija:Dublin	Categoría:Dublín
Kategoriija:Armenia	Categoría:Armenia
Kategoriija:Bahrain	Categoría:Baréin
Kategoriija:Bhutan	Categoría:Bután
Kategoriija:Amerihkálaš diktačállit	Categoría:Poetas de Estados Unidos
Kategoriija:Duiskalaš fysihkkárat	Categoría:Físicos de Alemania
Kategoriija:Šveicalaš fysihkkárat	Categoría:Físicos de Suiza
Kategoriija:Riikkaidgaskasaš politihkka	Categoría:Relaciones internacionales
Kategoriija:Jápmimat 1945	Categoría:Fallecidos en 1945
Kategoriija:Chilelaš diktačállit	Categoría:Poetas de Chile
Kategoriija:Jápmimat 1963	Categoría:Fallecidos en 1963
Kategoriija:1833	Categoría:1833
Kategoriija:1832	Categoría:1832
Kategoriija:Jápmimat 1930	Categoría:Fallecidos en 1930
Kategoriija:1822	Categoría:1822
Kategoriija:1300-lohku	Categoría:Siglo XIV
Kategoriija:1200-lohku	Categoría:Siglo XIII
Kategoriija:1500-lohku	Categoría:Siglo XVI
Kategoriija:1100-lohku	Categoría:Siglo XII
Kategoriija:1700-lohku	Categoría:Siglo XVIII
Kategoriija:Dánskalaš gielladutkit	Categoría:Lingüistas de Dinamarca
Kategoriija:Ruoŧŧelaš gielladutkit	Categoría:Lingüistas de Suecia
Kategoriija:Brasilialaš musihkkárat	Categoría:Músicos de Brasil
Kategoriija:Davvi-Vuolleeatnamat	Categoría:Holanda Septentrional
Kategoriija:Itálialaš musihkkárat	Categoría:Músicos de Italia
Kategoriija:1829	Categoría:1829
Kategoriija:Vuolleeatnamiid leanat	Categoría:Provincias de los Países Bajos
Kategoriija:Armeniálaš šuokŋadahkkit	Categoría:Compositores de Armenia
Kategoriija:Aserbaižanalaš šuokŋadahkkit	Categoría:Compositores de Azerbaiyán
Kategoriija:Sosiálpsykologiija	Categoría:Psicología social
Kategoriija:Duiskalaš musihkkárat	Categoría:Músicos de Alemania
Kategoriija:Jápmimat 1988	Categoría:Fallecidos en 1988
Kategoriija:Armeniálaččat	Categoría:Armenios
Kategoriija:Suopmelaš politihkkárat	Categoría:Políticos de Finlandia
Kategoriija:Meksikolaččat	Categoría:Mexicanos
Kategoriija:Suopmelaš gielladutkit	Categoría:Lingüistas de Finlandia
Kategoriija:Canberra	Categoría:Canberra
Kategoriija:Jápmimat 1823	Categoría:Fallecidos en 1823
Kategoriija:Eurohpálaš musihkka	Categoría:Música de Europa
Kategoriija:Indoeurohpálaš gielat	Categoría:Lenguas indoeuropeas
Kategoriija:Cihranlottit	Categoría:Apodiformes
Kategoriija:Ruoššalaš dáiddárat	Categoría:Pintores de Rusia
Kategoriija:1701	Categoría:1701
Kategoriija:1708	Categoría:1708
Kategoriija:1734	Categoría:1734
Kategoriija:1736	Categoría:1736
Kategoriija:1742	Categoría:1742
Kategoriija:1745	Categoría:1745
Kategoriija:1771	Categoría:1771
Kategoriija:1789	Categoría:1789
Kategoriija:1796	Categoría:1796
Kategoriija:Jápmimat 1809	Categoría:Fallecidos en 1809
Kategoriija:1821	Categoría:1821
Kategoriija:1825	Categoría:1825
Kategoriija:1828	Categoría:1828
Kategoriija:1837	Categoría:1837
Kategoriija:Riegádeamit 1838	Categoría:Nacidos en 1838
Kategoriija:1841	Categoría:1841
Kategoriija:1850	Categoría:1850
Kategoriija:1867	Categoría:1867
Kategoriija:1873	Categoría:1873
Kategoriija:1878	Categoría:1878
Kategoriija:1896	Categoría:1896
Kategoriija:Jápmimat 1924	Categoría:Fallecidos en 1924
Kategoriija:Jápmimat 1960	Categoría:Fallecidos en 1960
Kategoriija:1963	Categoría:1963
Kategoriija:Jápmimat 1981	Categoría:Fallecidos en 1981
Kategoriija:Jápmimat 1999	Categoría:Fallecidos en 1999
Kategoriija:Šilljocihcelottit	Categoría:Passeriformes
Kategoriija:Englánddalaš lávlut	Categoría:Cantantes de Inglaterra
Kategoriija:Eurohpálaš politihkkárat	Categoría:Políticos de Europa
Kategoriija:Fránskalaš filosofat	Categoría:Filósofos de Francia
Kategoriija:Amerihkálaš fysihkkárat	Categoría:Físicos de Estados Unidos
Kategoriija:Italiálaš spábbačiekčit	Categoría:Futbolistas de Italia
Kategoriija:Dieđaolbmot	Categoría:Científicos
Kategoriija:Austrálialaš neavttárat	Categoría:Actores de Australia
Kategoriija:Bruvssat	Categoría:Refrescos
Kategoriija:Buorit artihkkalat -prošeakta	Categoría:Wikipedia:Artículos buenos
Kategoriija:Ruoŧa gonagaslaččat	Categoría:Familia Real Sueca
Kategoriija:Nobel-bálkkašupmi	Categoría:Premio Nobel
Kategoriija:1400-lohku	Categoría:Siglo XV
Kategoriija:Albánialaš politihkka	Categoría:Política de Albania
Kategoriija:Vuolleeatnamiid eatnandiehtu	Categoría:Geografía de los Países Bajos
Kategoriija:Nuortariikka eatnandiehtu	Categoría:Geografía de Austria
Kategoriija:Frankriikka eatnandiehtu	Categoría:Geografía de Francia
Kategoriija:Norgga jogat	Categoría:Ríos de Noruega
Kategoriija:Georgia	Categoría:Georgia
Kategoriija:Eurohpálaš gonagasviessu	Categoría:Familias reales de Europa
Kategoriija:Serbialaččat	Categoría:Serbios
Kategoriija:Australialaččat	Categoría:Australianos
Kategoriija:Iranalaš neavttárat	Categoría:Actores de Irán
Kategoriija:Duiskalaš diktačállit	Categoría:Poetas de Alemania
Kategoriija:Armeniálaš musihkkárat	Categoría:Músicos de Armenia
Kategoriija:Aserbaižanalaš musihkkárat	Categoría:Músicos de Azerbaiyán
Kategoriija:1702	Categoría:1702
Kategoriija:1727	Categoría:1727
Kategoriija:1735	Categoría:1735
Kategoriija:1737	Categoría:1737
Kategoriija:1744	Categoría:1744
Kategoriija:1808	Categoría:1808
Kategoriija:1824	Categoría:1824
Kategoriija:1826	Categoría:1826
Kategoriija:1831	Categoría:1831
Kategoriija:Jápmimat 1835	Categoría:Fallecidos en 1835
Kategoriija:Jápmimat 1839	Categoría:Fallecidos en 1839
Kategoriija:Jápmimat 1848	Categoría:Fallecidos en 1848
Kategoriija:Jápmimat 1868	Categoría:Fallecidos en 1868
Kategoriija:Jápmimat 1874	Categoría:Fallecidos en 1874
Kategoriija:Jápmimat 1888	Categoría:Fallecidos en 1888
Kategoriija:Jápmimat 1929	Categoría:Fallecidos en 1929
Kategoriija:Jápmimat 1933	Categoría:Fallecidos en 1933
Kategoriija:Jápmimat 1961	Categoría:Fallecidos en 1961
Kategoriija:1968	Categoría:1968
Kategoriija:Vestfolda	Categoría:Vestfold
Kategoriija:Šveicca eatnandiehtu	Categoría:Geografía de Suiza
Málle:G-hy	Plantilla:Lang-hy
Kategoriija:Journalistihkka	Categoría:Periodismo
Kategoriija:Chilelaš diplomáhttat	Categoría:Diplomáticos de Chile
Kategoriija:Suopmelaš girječállit	Categoría:Escritores de Finlandia
Kategoriija:Serbialaš politihkkárat	Categoría:Políticos de Serbia
Kategoriija:Ruoŧŧelaš politihkkárat	Categoría:Políticos de Suecia
Kategoriija:1746	Categoría:1746
Kategoriija:1785	Categoría:1785
Kategoriija:1817	Categoría:1817
Kategoriija:1898	Categoría:1898
Kategoriija:1998	Categoría:1998
Kategoriija:Nepal	Categoría:Nepal
Kategoriija:Greikka eatnandiehtu	Categoría:Geografía de Grecia
Kategoriija:Islándalaččat	Categoría:Islandeses
Kategoriija:Chilelaččat	Categoría:Chilenos
