非洲	África
Category:網球手	Categoría:Tenistas
Category:技術	Categoría:Tecnología
Template:歡迎用沙盤	Plantilla:Zona de pruebas
Category:萬維網	Categoría:World Wide Web
Portal:中國	Portal:China
溫拿	The Wynners
高山榕	Ficus altissima
胡椒蟹	Cangrejo a la pimienta negra
泰式炒飯	Arroz frito tailandés
低地德文維基百科	Wikipedia en bajo sajón
Category:遺傳學	Categoría:Genética
曾寶儀	Bowie Tsang
Category:話	Categoría:Lenguas
Category:文法	Categoría:Gramática
謝東閔 (歌手)	Brian Tse
Category:曆	Categoría:Calendarios
Help:開新版	Ayuda:Cómo empezar una página
Category:維基百科	Categoría:Wikipedia
Category:各種語言嘅維基百科	Categoría:Wikipedias
夏洛來牛	Charolesa
牛亞科	Bovinae
Wikipedia:一般免責聲明	Wikipedia:Limitación general de responsabilidad
Category:未做索引嘅版	Categoría:Wikipedia:Páginas no indexadas
Category:粵語維基文庫	Categoría:Wikipedia:Trasladar a Wikisource
Category:建議搬去維基辭典嘅文章	Categoría:Wikipedia:Trasladar a Wikcionario
Category:缺少文件嘅版面	Categoría:Wikipedia:Páginas con enlaces rotos a archivos
Category:文章刪除候選	Categoría:Wikipedia:Consultas de borrado
Category:醜聞	Categoría:Escándalos
士兵	Soldado
Category:火燭	Categoría:Incendios
Category:時人時事	Categoría:Actualidad
Category:歐洲城市	Categoría:Localidades de Europa
Category:各國城市	Categoría:Localidades por país
Wikipedia:統計	Wikipedia:Estadísticas
Wikipedia:風格指南	Wikipedia:Manual de estilo
Wikipedia:星章	Wikipedia:Wikiestrellas
Wikipedia:維基假期	Wikipedia:Wikivacaciones
紫紅	Fucsia
Template:-	Plantilla:--
Portal:指南總覽	Portal:Portada
Wikipedia:刪版	Wikipedia:Política de borrado
Template:Navbox	Plantilla:Navegación
黑欖	Canarium kipella
李若彤	Carman Lee
袋鼠	Canguro
Template:捷徑	Plantilla:Atajos
炒貴刁	Char kway teow
流動裝置	Dispositivo móvil
林一峰	Chet Lam
長青隧道	Túnel Cheung Tsing
深切治療部	Unidad de cuidados intensivos
雞條	Tiras de pollo
Category:時區	Categoría:Zonas horarias
清補涼	Sâm bổ lượng
Category:標記語言	Categoría:Lenguajes de descripción
Category:太監	Categoría:Eunucos
橫琴 (珠海)	Hengqin
唆啦咪咪	Soramimi
高西德	Cid Gomes
沙甸魚	Sardina
Template:Sockpuppetproven	Plantilla:Títere
Wikipedia:反轉功能	Wikipedia:Reversor
實體化謬誤	Falacia patética
麥潔文	Connie Mak
蘇聯解體	Disolución de la Unión Soviética
水上電單車	Moto de agua
百合	Lilium
陶君行	Andrew To
Sebastián Rodríguez Iriarte	Sebastián Rodríguez Iriarte
氧氣	Dioxígeno
Template:一句講嗮	Plantilla:En resumen
基因洗牌	Barajado de ADN
達里奧奧爾蒂斯	Darío Ortiz Robledo
2009年印度Orissa嘅火車出軌事件	Accidente ferroviario de Orissa de 2009
貓尾樹屬	Dolichandrone
孔慶翔	William Hung
士古來	Skudai
林村河	Río Lam tsuen
腸仔包	Panecillo de salchicha
炸兩	Zhaliang
Wikipedia:正圖	Wikipedia:Recursos destacados
沙龐鐵耶	Charpentier
Category:中國電影	Categoría:Películas de China
Category:在生嘅人	Categoría:Personas vivas
Template:Citation needed	Plantilla:Cita requerida
Category:中立性爭議	Categoría:Wikipedia:No neutral
Category:要合併文	Categoría:Wikipedia:Fusionar
Category:維基百科維修	Categoría:Wikipedia:Mantenimiento
Category:網球	Categoría:Tenis
Category:法國網球公開賽	Categoría:Torneo de Roland Garros
Category:計數	Categoría:Informática aplicada
Category:死因	Categoría:Fallecidos por causa de muerte
雞蛋糖水	Tong sui de huevo
佛誕	Cumpleaños de Buda
江美儀	Elena Kong
Portal:人物	Portal:Biografías
林二汶	Eman Lam
香港影庫	Hong Kong Movie Database
樂羊羊	Le Yangyang, A Xiang, A He, A Ru y A Yi
Category:美國網球手	Categoría:Tenistas de Estados Unidos
Category:俄羅斯網球手	Categoría:Tenistas de Rusia
Category:泰國網球手	Categoría:Tenistas de Tailandia
Category:中華台北網球手	Categoría:Tenistas de Taiwán
Category:丹麥網球手	Categoría:Tenistas de Dinamarca
Category:瑞士網球手	Categoría:Tenistas de Suiza
Category:塞爾維亞網球手	Categoría:Tenistas de Serbia
Category:德國網球手	Categoría:Tenistas de Alemania
Category:法國網球手	Categoría:Tenistas de Francia
王歌慧	Emily Wong
Category:中國網球手	Categoría:Tenistas de China
Category:加拿大網球手	Categoría:Tenistas de Canadá
Category:西班牙網球手	Categoría:Tenistas de España
Category:英國網球手	Categoría:Tenistas de Reino Unido
Category:巴西網球手	Categoría:Tenistas de Brasil
Category:澳洲網球手	Categoría:Tenistas de Australia
Category:比利時網球手	Categoría:Tenistas de Bélgica
2013年樂蜀熱氣球事故	Choque de globo de aire caliente en Lúxor de 2013
摩力克	Ernie Merrick
Template:Error	Plantilla:Error
Template:!	Plantilla:!
Category:旗模	Categoría:Wikipedia:Plantillas de banderas
Template:((	Plantilla:((
Template:))	Plantilla:))
Template:!-	Plantilla:!-
Template:!!	Plantilla:!!
Template:=	Plantilla:=
Template:Tnavbar	Plantilla:Navbar
Template:Unicode	Plantilla:Unicode
Category:格式模	Categoría:Wikipedia:Plantillas de formato de texto
Template:Overline	Plantilla:Sobrerrayado
Template:Transclude	Plantilla:Transcluir
Template:Exp10	Plantilla:E
Template:Smallcaps	Plantilla:Versalita
Template:Small	Plantilla:Small
Template:Clear	Plantilla:Clear
Template:Color	Plantilla:Color
Template:Nowrap	Plantilla:Nowrap
Template:Abbr	Plantilla:Abreviatura
歐洲藍啤梨	Vaccinium myrtillus
Wikipedia:請求權限	Wikipedia:Tablón de anuncios de los bibliotecarios/Portal/Archivo/Permisos/Actual
微型小說	Microrrelato
Wikipedia:基礎文章	Wikipedia:Lista de artículos que toda Wikipedia debería tener
Category:非洲	Categoría:África
Category:7月	Categoría:Julio
Category:數	Categoría:Números
Category:6月	Categoría:Junio
Category:電子	Categoría:Electrónica
Category:聖經	Categoría:Biblia
Category:文件	Categoría:Documentos
Category:書	Categoría:Libros
Category:月份	Categoría:Meses
Template:維基文庫	Plantilla:Wikisource
Template:Babel	Plantilla:Babel
Template:同享	Plantilla:Commons
Template:Link GA	Plantilla:Bueno
Template:Reflist	Plantilla:Listaref
Category:醫院	Categoría:Hospitales
四朵金花	Four Golden Flowers
佐迪	Jordi Tarrés Páramo
官洲	Isla Guanzhou
Template:AFG	Plantilla:AFG
Template:AGO	Plantilla:AGO
Template:NavPeriodicTable	Plantilla:Ficha de elemento químico/minitabla periódica
豉油雞	Pollo con salsa de soja
八角屬	Illicium
田園沙律	Ensalada jardinera
Category:維基百科格式指引	Categoría:Wikipedia:Manual de estilo
Wikipedia:根據	Wikipedia:Verificabilidad (propuesta)
Wikipedia:搵	Ayuda:Búsqueda
Wikipedia:正文標準	Wikipedia:Qué es un artículo destacado
Wikipedia:版權問題	Wikipedia:Páginas sospechosas de violar los derechos de autor
Template:楔	Plantilla:Esbozo
Category:時代	Categoría:Historia por edades
Template:睇埋	Plantilla:VT
Category:美國文化	Categoría:Cultura de Estados Unidos
Category:各國文化	Categoría:Cultura por país
Category:物質	Categoría:Materia
Category:生命	Categoría:Vida
Category:宇宙	Categoría:Universo
Category:香港理工大學	Categoría:Universidad Politécnica de Hong Kong
Category:香港嘅大學	Categoría:Universidades de Hong Kong
Template:Unsigned	Plantilla:No firmado
Category:旅遊	Categoría:Turismo
Category:頭髮	Categoría:Pelo
Category:2月	Categoría:Febrero
Category:1957年	Categoría:1957
Category:1949年	Categoría:1949
Category:1927年	Categoría:1927
Category:1919年	Categoría:1919
Template:Location map/Info	Plantilla:Mapa de localización/Info
Category:帶路模	Categoría:Wikipedia:Plantillas de navegación
Category:昆蟲	Categoría:Insecta
Template:塔吉克旗資料	Plantilla:Geodatos Tayikistán
Template:HRV	Plantilla:HRV
Category:阿塞拜疆	Categoría:Azerbaiyán
香港腳	Pie de atleta
Category:亞洲	Categoría:Asia
Category:智利	Categoría:Chile
Category:21世紀	Categoría:Siglo XXI
Category:維基百科維修模	Categoría:Wikipedia:Plantillas de mantenimiento
Category:User uk	Categoría:Wikipedia:Wikipedistas con conocimientos de ucraniano
Category:南美洲	Categoría:América del Sur
Category:1930年	Categoría:1930
Category:User uk-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de ucraniano
Category:1936年	Categoría:1936
Category:1947年	Categoría:1947
Template:秘技	Plantilla:Plantilla compleja
Category:1937年	Categoría:1937
Category:1940年	Categoría:1940
Category:1934年	Categoría:1934
Category:1960年	Categoría:1960
Category:1943年	Categoría:1943
Category:1951年	Categoría:1951
Category:1942年	Categoría:1942
Category:1959年	Categoría:1959
Category:1938年	Categoría:1938
Category:1928年	Categoría:1928
Category:1913年	Categoría:1913
Category:1918年	Categoría:1918
Category:1954年	Categoría:1954
Category:馬來西亞	Categoría:Malasia
Category:1941年	Categoría:1941
Category:1955年	Categoría:1955
Category:1950年	Categoría:1950
Template:Lang-ja	Plantilla:Lang-ja
Category:嘢食	Categoría:Alimentos
Category:1921年	Categoría:1921
Category:1977年	Categoría:1977
Category:1946年	Categoría:1946
Category:1948年	Categoría:1948
Category:1932年	Categoría:1932
Template:足球陣容球員	Plantilla:Jugador de fútbol
Category:足球	Categoría:Fútbol
Category:1945年	Categoría:1945
Template:科威特旗資料	Plantilla:Geodatos Kuwait
Category:1923年	Categoría:1923
Category:1935年	Categoría:1935
Category:1910年	Categoría:1910
Category:1917年	Categoría:1917
Category:1904年	Categoría:1904
Category:1926年	Categoría:1926
Template:NowCommons	Plantilla:EnCommons
Category:1907年	Categoría:1907
Category:1914年	Categoría:1914
Template:話明細/代號表	Plantilla:Doc ISO3
Category:1929年	Categoría:1929
Category:1920年	Categoría:1920
Category:1925年	Categoría:1925
Category:1905年	Categoría:1905
Category:1915年	Categoría:1915
Category:百科全書	Categoría:Enciclopedias
Category:1908年	Categoría:1908
Category:用戶警告模	Categoría:Wikipedia:Plantillas de aviso a usuario
Template:足球會資料盒	Plantilla:Ficha de equipo de fútbol
Category:1901年	Categoría:1901
Category:1903年	Categoría:1903
Category:1902年	Categoría:1902
Category:1900年	Categoría:1900
Template:維基兄弟	Plantilla:Portada:Proyectos
Category:1933年	Categoría:1933
Category:外連模	Categoría:Wikipedia:Plantillas de enlaces externos
Template:比利時旗資料	Plantilla:Geodatos Bélgica
Category:1912年	Categoría:1912
Category:月光	Categoría:Luna
Category:英格蘭足球球會	Categoría:Equipos de fútbol de Inglaterra
Template:斯洛伐克旗資料	Plantilla:Geodatos Eslovaquia
Category:座標模	Categoría:Wikipedia:Plantillas de coordenadas
Category:西班牙足球球會	Categoría:Equipos de fútbol de España
Template:薩爾瓦多旗資料	Plantilla:Geodatos El Salvador
Template:巴拿馬旗資料	Plantilla:Geodatos Panamá
Category:1952年	Categoría:1952
Template:厄瓜多爾旗資料	Plantilla:Geodatos Ecuador
Category:調味料	Categoría:Condimentos
Template:USA	Plantilla:USA
Template:埃塞俄比亞旗資料	Plantilla:Geodatos Etiopía
Template:突尼西亞旗資料	Plantilla:Geodatos Túnez
Category:網上百科全書	Categoría:Enciclopedias en línea
Template:捷克旗資料	Plantilla:Geodatos República Checa
Template:泰國旗資料	Plantilla:Geodatos Tailandia
Template:古巴旗資料	Plantilla:Geodatos Cuba
Category:年曆	Categoría:Almanaques
Template:印尼旗資料	Plantilla:Geodatos Indonesia
Template:塞內加爾旗資料	Plantilla:Geodatos Senegal
Template:馬達加斯加旗資料	Plantilla:Geodatos Madagascar
Template:阿爾巴尼亞旗資料	Plantilla:Geodatos Albania
Template:秘魯旗資料	Plantilla:Geodatos Perú
Category:組織	Categoría:Organizaciones
Template:巴拉圭旗資料	Plantilla:Geodatos Paraguay
Template:澳門旗資料	Plantilla:Geodatos Macao
Template:肯雅旗資料	Plantilla:Geodatos Kenia
Template:中華民國旗資料	Plantilla:Geodatos República de China
Template:洪都拉斯旗資料	Plantilla:Geodatos Honduras
Template:烏茲別克旗資料	Plantilla:Geodatos Uzbekistán
Template:玻利維亞旗資料	Plantilla:Geodatos Bolivia
Template:多米尼加旗資料	Plantilla:Geodatos República Dominicana
Template:多哥旗資料	Plantilla:Geodatos Togo
Category:User ms	Categoría:Wikipedia:Wikipedistas con conocimientos de malayo
Template:危地馬拉旗資料	Plantilla:Geodatos Guatemala
Category:德國足球球會	Categoría:Equipos de fútbol de Alemania
Category:語言學	Categoría:Lingüística
Category:格言	Categoría:Lemas
Template:Edit	Plantilla:Editar
Template:海地旗資料	Plantilla:Geodatos Haití
Template:馬里旗資料	Plantilla:Geodatos Malí
Template:拉脫維亞旗資料	Plantilla:Geodatos Letonia
Template:馬耳他旗資料	Plantilla:Geodatos Malta
Template:丹麥旗資料	Plantilla:Geodatos Dinamarca
Template:冰島旗資料	Plantilla:Geodatos Islandia
Template:波蘭旗資料	Plantilla:Geodatos Polonia
Category:航海家	Categoría:Marinos
Category:1911年	Categoría:1911
Category:1922年	Categoría:1922
Template:ITA	Plantilla:ITA
Category:1924年	Categoría:1924
Template:保加利亞旗資料	Plantilla:Geodatos Bulgaria
Category:1906年	Categoría:1906
Template:波斯尼亞旗資料	Plantilla:Geodatos Bosnia y Herzegovina
Template:GEO	Plantilla:GEO
Template:BOL	Plantilla:BOL
Category:足球模	Categoría:Wikipedia:Plantillas de fútbol
Template:Userbox-2	Usuario:Userbox/Userbox-2
Template:MEX	Plantilla:MEX
Category:User fr-1	Categoría:Wikipedia:Wikipedistas con nivel básico de francés
Template:挪威旗資料	Plantilla:Geodatos Noruega
Template:南非旗資料	Plantilla:Geodatos Sudáfrica
Template:牙買加旗資料	Plantilla:Geodatos Jamaica
Template:格魯吉亞旗資料	Plantilla:Geodatos Georgia
Template:阿根廷旗資料	Plantilla:Geodatos Argentina
Template:烏拉圭旗資料	Plantilla:Geodatos Uruguay
Template:維基語錄	Plantilla:Wikiquote
Template:Country showdata	Plantilla:Mostrar geodatos
Template:千里達旗資料	Plantilla:Geodatos Trinidad y Tobago
Template:Image label	Plantilla:Etiqueta imagen
Template:Official	Plantilla:Página web
Category:國歌	Categoría:Himnos nacionales
Template:汶萊旗資料	Plantilla:Geodatos Brunéi
Template:斯里蘭卡旗資料	Plantilla:Geodatos Sri Lanka
Template:墨西哥旗資料	Plantilla:Geodatos México
Template:希臘旗資料	Plantilla:Geodatos Grecia
Category:2013年運動	Categoría:Deporte en 2013
Template:沙特阿拉伯旗資料	Plantilla:Geodatos Arabia Saudita
Template:Translated page	Plantilla:Traducido de
Template:巴哈馬旗資料	Plantilla:Geodatos Bahamas
Template:MAR	Plantilla:MAR
Template:克羅地亞旗資料	Plantilla:Geodatos Croacia
Template:MDG	Plantilla:MDG
Template:伊拉克旗資料	Plantilla:Geodatos Irak
Category:鴕鳥目	Categoría:Struthioniformes
Category:貓	Categoría:Gatos
Template:Infobox Writer	Plantilla:Ficha de escritor
Template:Infobox Airport	Plantilla:Ficha de aeropuerto
Template:Ja icon	Plantilla:Ja
Template:阿聯酋旗資料	Plantilla:Geodatos Emiratos Árabes Unidos
Template:Meta	Plantilla:Meta
Template:電視節目明細	Plantilla:Ficha de serie de televisión
Template:藝人	Plantilla:Ficha de artista musical
Template:摩洛哥旗資料	Plantilla:Geodatos Marruecos
Template:塞爾維亞旗資料	Plantilla:Geodatos Serbia
Template:Collapsible list	Plantilla:Lista desplegable
Template:澳洲旗資料	Plantilla:Geodatos Australia
Template:PSE	Plantilla:PSE
Template:Infobox Computer	Plantilla:Ficha de aparato de información
Template:大修	Plantilla:En uso
Template:法國旗資料	Plantilla:Geodatos Francia
Template:Ambox	Plantilla:Metaplantilla de avisos
Template:舊聞	Plantilla:Desactualizado
Template:動漫資料盒/頭	Plantilla:Infobox animanga encabezado
Template:SVK	Plantilla:SVK
Template:Disputed	Plantilla:Discutido
Template:地震明細	Plantilla:Ficha de terremoto
Template:EGY	Plantilla:EGY
Template:Hide in print	Plantilla:Ocultar al imprimir
Template:Infobox anthem	Plantilla:Ficha de himno
Template:大	Plantilla:Largo
Template:KGZ	Plantilla:KGZ
Template:學校明細表	Plantilla:Ficha de escuela
Category:美國史	Categoría:Historia de Estados Unidos
Template:ISR	Plantilla:ISR
Template:Fossil range/bar	Plantilla:Rango fósil/barra
Template:Refimprove	Plantilla:Referencias adicionales
飯焦	Guoba
Template:Usbkbottom	Usuario:Userbox/Userboxbottom
Template:Switch	Plantilla:Switch
Template:瑞典文	Plantilla:Sv
Category:沖繩縣	Categoría:Prefectura de Okinawa
Template:Steady	Plantilla:Estable
Template:國明細	Plantilla:Ficha de país
Template:Max	Plantilla:Max
Template:Infobox Software	Plantilla:Ficha de software
Template:STP	Plantilla:STP
Template:老撾旗資料	Plantilla:Geodatos Laos
Template:VEN	Plantilla:VEN
Template:Wide image	Plantilla:Panorama
Template:奧地利旗資料	Plantilla:Geodatos Austria
Template:UKR	Plantilla:UKR
Template:Warbox	Plantilla:Ficha de conflicto
Template:尼泊爾旗資料	Plantilla:Geodatos Nepal
Template:Px	Plantilla:Px
Template:Done	Plantilla:Hecho
Template:芬蘭旗資料	Plantilla:Geodatos Finlandia
Template:聲	Plantilla:Audio
Template:PHI	Plantilla:FIL
Category:弦樂器	Categoría:Instrumentos de cuerda
Template:埃及旗資料	Plantilla:Geodatos Egipto
Template:立陶宛旗資料	Plantilla:Geodatos Lituania
Template:Userboxtop	Usuario:Userbox/Userboxtop
Wikipedia:維基百科教學(連文章)	Ayuda:Tutorial (enlaces internos)
Template:ROU	Plantilla:ROU
Category:電子遊戲公司	Categoría:Empresas de videojuegos
Category:歐洲足球代表隊	Categoría:Selecciones de fútbol de la UEFA
Template:日本旗資料	Plantilla:Geodatos Japón
Template:TUR	Plantilla:TUR
Template:荷蘭旗資料	Plantilla:Geodatos Países Bajos
Template:電子遊戲	Plantilla:Ficha de videojuego
Template:閏年	Plantilla:Es bisiesto
Template:Policylist	Plantilla:Políticas
Category:法國政區	Categoría:Organización territorial de Francia
Template:Nominated	Plantilla:Nominado
Category:電影監製	Categoría:Productores de cine
Template:LSE	Plantilla:LSE
Template:Facebook	Plantilla:Facebook
Template:DJI	Plantilla:DJI
Category:蟹	Categoría:Brachyura
Template:Infobox university	Plantilla:Ficha de universidad
Template:Cite journal	Plantilla:Cita publicación
Template:阿塞拜疆旗資料	Plantilla:Geodatos Azerbaiyán
Template:BRN	Plantilla:BRN
Template:維基書	Plantilla:Wikilibros
Template:User Firefox	Usuario:Userbox/Usuario Firefox
Template:PCN	Plantilla:PCN
Template:捷克斯洛伐克旗資料	Plantilla:Geodatos Checoslovaquia
Template:Lang-ar	Plantilla:Lang-ar
Template:引新聞	Plantilla:Cita noticia
Template:Time ago	Plantilla:Edad en tiempo
Template:越南旗資料	Plantilla:Geodatos Vietnam
Template:Location map	Plantilla:Mapa de localización
Template:Mergeto	Plantilla:Fusionar en
Template:正文	Plantilla:Artículo destacado
Template:利比亞旗資料	Plantilla:Geodatos Libia
Template:俄羅斯旗資料	Plantilla:Geodatos Rusia
Category:1875年出世	Categoría:Nacidos en 1875
Category:1856年出世	Categoría:Nacidos en 1856
Template:Box-header	Plantilla:Box-header
Category:加納	Categoría:Ghana
Category:地中海	Categoría:Mar Mediterráneo
Category:巴黎	Categoría:París
Category:User en-4	Categoría:Wikipedia:Wikipedistas con nivel experto de inglés
Category:布達佩斯	Categoría:Budapest
Category:User en	Categoría:Wikipedia:Wikipedistas con conocimientos de inglés
Wikipedia:Userboxes/運動	Usuario:Userbox/Deportes
Category:User zh	Categoría:Wikipedia:Wikipedistas con conocimientos de chino
Category:克羅地亞	Categoría:Croacia
Category:User zh-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de chino
Category:User en-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de inglés
Template:明細	Plantilla:Ficha
Template:TOCright	Plantilla:TOC derecha
Category:1902年死	Categoría:Fallecidos en 1902
Template:赤道畿內亞旗資料	Plantilla:Geodatos Guinea Ecuatorial
Category:芝加哥大學舊生	Categoría:Alumnado de la Universidad de Chicago
Category:經線	Categoría:Líneas de longitud
Template:足球代表隊	Plantilla:Ficha de selección de fútbol
Category:字母	Categoría:Alfabeto
Template:Colorbox	Plantilla:Cuadro color
Category:國史	Categoría:Historia por país
Category:意大利總理	Categoría:Presidentes del Consejo de Ministros de Italia
Wikipedia:當年今日/9月23號	Plantilla:Efemérides - 23 de septiembre
Wikipedia:當年今日/2月4號	Plantilla:Efemérides - 4 de febrero
Wikipedia:當年今日/9月22號	Plantilla:Efemérides - 22 de septiembre
Template:Lang-da	Plantilla:Lang-da
Wikipedia:當年今日/11月30號	Plantilla:Efemérides - 30 de noviembre
Wikipedia:當年今日/2月18號	Plantilla:Efemérides - 18 de febrero
Wikipedia:當年今日/1月28號	Plantilla:Efemérides - 28 de enero
Wikipedia:當年今日/11月23號	Plantilla:Efemérides - 23 de noviembre
Template:Legend	Plantilla:Leyenda
Wikipedia:當年今日/1月14號	Plantilla:Efemérides - 14 de enero
Wikipedia:當年今日/2月25號	Plantilla:Efemérides - 25 de febrero
Wikipedia:當年今日/8月10號	Plantilla:Efemérides - 10 de agosto
Category:英國作家	Categoría:Escritores del Reino Unido
Wikipedia:當年今日/9月17號	Plantilla:Efemérides - 17 de septiembre
Category:希臘總理	Categoría:Primeros ministros de Grecia
Wikipedia:當年今日/10月15號	Plantilla:Efemérides - 15 de octubre
Wikipedia:當年今日/12月28號	Plantilla:Efemérides - 28 de diciembre
Wikipedia:當年今日/12月3號	Plantilla:Efemérides - 3 de diciembre
Wikipedia:當年今日/12月7號	Plantilla:Efemérides - 7 de diciembre
Template:Lang-no	Plantilla:Lang-no
Wikipedia:當年今日/8月31號	Plantilla:Efemérides - 31 de agosto
Wikipedia:當年今日/10月26號	Plantilla:Efemérides - 26 de octubre
Wikipedia:當年今日/11月12號	Plantilla:Efemérides - 12 de noviembre
Wikipedia:當年今日/7月30號	Plantilla:Efemérides - 30 de julio
Wikipedia:當年今日/8月3號	Plantilla:Efemérides - 3 de agosto
Category:南美洲足球代表隊	Categoría:Selecciones de fútbol de la Conmebol
Wikipedia:當年今日/8月27號	Plantilla:Efemérides - 27 de agosto
Template:引網	Plantilla:Cita web
Template:YouTube	Plantilla:YouTube
Wikipedia:當年今日/1月21號	Plantilla:Efemérides - 21 de enero
Template:Infobox Bridge	Plantilla:Ficha de puente
Wikipedia:當年今日/2月8號	Plantilla:Efemérides - 8 de febrero
Template:意大利旗資料	Plantilla:Geodatos Italia
Template:Current	Plantilla:Evento actual
Wikipedia:當年今日/1月20號	Plantilla:Efemérides - 20 de enero
Wikipedia:當年今日/1月23號	Plantilla:Efemérides - 23 de enero
Category:賽馬	Categoría:Turf
Category:軍備	Categoría:Armamento
Wikipedia:當年今日/9月28號	Plantilla:Efemérides - 28 de septiembre
Category:或然率論	Categoría:Teoría de probabilidades
Category:馬來西亞總理	Categoría:Primeros ministros de Malasia
Template:寫字明細	Plantilla:Ficha de sistema de escritura
Template:Imdb title	Plantilla:IMDb título
Wikipedia:當年今日/12月31號	Plantilla:Efemérides - 31 de diciembre
Wikipedia:當年今日/2月1號	Plantilla:Efemérides - 1 de febrero
Wikipedia:當年今日/10月22號	Plantilla:Efemérides - 22 de octubre
Wikipedia:當年今日/11月2號	Plantilla:Efemérides - 2 de noviembre
Wikipedia:當年今日/12月14號	Plantilla:Efemérides - 14 de diciembre
Category:證券交易所	Categoría:Bolsas de valores
Wikipedia:當年今日/1月25號	Plantilla:Efemérides - 25 de enero
Wikipedia:當年今日/8月6號	Plantilla:Efemérides - 6 de agosto
Wikipedia:當年今日/8月24號	Plantilla:Efemérides - 24 de agosto
Wikipedia:當年今日/11月9號	Plantilla:Efemérides - 9 de noviembre
Wikipedia:當年今日/1月18號	Plantilla:Efemérides - 18 de enero
Wikipedia:當年今日/8月17號	Plantilla:Efemérides - 17 de agosto
Category:航空	Categoría:Aviación
Wikipedia:當年今日/7月27號	Plantilla:Efemérides - 27 de julio
Category:各國分類	Categoría:Categorías por país
Template:Lx	Plantilla:A
Template:Country data	Plantilla:Geodatos
Wikipedia:當年今日/8月20號	Plantilla:Efemérides - 20 de agosto
Wikipedia:當年今日/10月1號	Plantilla:Efemérides - 1 de octubre
Wikipedia:當年今日/10月5號	Plantilla:Efemérides - 5 de octubre
Wikipedia:當年今日/10月8號	Plantilla:Efemérides - 8 de octubre
Wikipedia:當年今日/2月15號	Plantilla:Efemérides - 15 de febrero
芋角	Dumpling de taro
Category:漫畫角色	Categoría:Personajes de historieta
Template:Won	Plantilla:Ganador
Category:電腦硬件公司	Categoría:Empresas de hardware
Category:土耳其城市	Categoría:Localidades de Turquía
Category:唱作人	Categoría:Cantautores
Category:飲食	Categoría:Comida y bebida
Category:糖	Categoría:Azúcar
Category:雜誌	Categoría:Revistas
Template:未來事件	Plantilla:Evento futuro
Template:座標 URL	Plantilla:Coor URL
Category:翻譯	Categoría:Traducción
Category:教宗	Categoría:Papas
Template:·	Plantilla:,
Template:萬國單位字頭	Plantilla:Prefijos del Sistema Internacional
Category:荷蘭史	Categoría:Historia de los Países Bajos
Category:澳洲足球球會	Categoría:Equipos de fútbol de Australia
Template:Min	Plantilla:Min
Category:史書	Categoría:Libros de historia
Template:BS	Plantilla:BS
Category:神祇	Categoría:Deidades
Template:維基物種	Plantilla:Wikispecies
Template:維基辭典	Plantilla:Wikcionario
Template:BS3	Plantilla:BS3
Template:Wikibreak	Plantilla:Usuario ausente
Template:瑞典旗資料	Plantilla:Geodatos Suecia
Template:DEC	Plantilla:DEC
Category:足球術語	Categoría:Terminología futbolística
Category:宗教建築	Categoría:Edificios religiosos
Category:丹麥城市	Categoría:Localidades de Dinamarca
Template:Languageicon	Plantilla:En idioma
Category:農業	Categoría:Agricultura
人牆定位噴霧	Aerosol evanescente
Category:哈薩克城市	Categoría:Localidades de Kazajistán
Wikipedia:當年今日/11月26號	Plantilla:Efemérides - 26 de noviembre
Wikipedia:當年今日/6月25號	Plantilla:Efemérides - 25 de junio
Wikipedia:當年今日/5月21號	Plantilla:Efemérides - 21 de mayo
Wikipedia:當年今日/4月15號	Plantilla:Efemérides - 15 de abril
Wikipedia:當年今日/8月26號	Plantilla:Efemérides - 26 de agosto
Wikipedia:當年今日/4月20號	Plantilla:Efemérides - 20 de abril
Wikipedia:當年今日/12月12號	Plantilla:Efemérides - 12 de diciembre
Wikipedia:當年今日/12月25號	Plantilla:Efemérides - 25 de diciembre
Wikipedia:當年今日/4月30號	Plantilla:Efemérides - 30 de abril
Wikipedia:當年今日/1月10號	Plantilla:Efemérides - 10 de enero
Wikipedia:當年今日/4月12號	Plantilla:Efemérides - 12 de abril
Wikipedia:當年今日/1月31號	Plantilla:Efemérides - 31 de enero
Wikipedia:當年今日/10月6號	Plantilla:Efemérides - 6 de octubre
Wikipedia:當年今日/3月6號	Plantilla:Efemérides - 6 de marzo
Wikipedia:當年今日/5月16號	Plantilla:Efemérides - 16 de mayo
Wikipedia:當年今日/4月22號	Plantilla:Efemérides - 22 de abril
Wikipedia:當年今日/5月30號	Plantilla:Efemérides - 30 de mayo
Wikipedia:當年今日/3月18號	Plantilla:Efemérides - 18 de marzo
Wikipedia:當年今日/10月17號	Plantilla:Efemérides - 17 de octubre
Wikipedia:當年今日/3月27號	Plantilla:Efemérides - 27 de marzo
Wikipedia:當年今日/3月19號	Plantilla:Efemérides - 19 de marzo
Wikipedia:當年今日/10月2號	Plantilla:Efemérides - 2 de octubre
Wikipedia:當年今日/5月31號	Plantilla:Efemérides - 31 de mayo
Wikipedia:當年今日/7月2號	Plantilla:Efemérides - 2 de julio
Wikipedia:當年今日/5月3號	Plantilla:Efemérides - 3 de mayo
