Aprika	África
Grup:Ol Abus	Categoría:Animales
Grup:Ol kantri long Saut Amerika	Categoría:Países de América del Sur
Grup:Ol bokis bilong musik	Categoría:Instrumentos musicales
Grup:Piano	Categoría:Piano
Grup:Ol kapitol bilong kantri	Categoría:Capitales nacionales
Grup:Akiolosi	Categoría:Arqueología
Grup:Ilektrisiti	Categoría:Electricidad
Grup:Yusa pl	Categoría:Wikipedia:Wikipedistas con conocimientos de polaco
Grup:Famili	Categoría:Familia
Templet:Infobokis Tokples	Plantilla:Ficha de idioma
Grup:Osenia	Categoría:Oceanía
Grup:Ol kapitol bilong Not Amerika	Categoría:Capitales de América del Norte
Grup:Ol ailan bilong Papua Niugini	Categoría:Archipiélagos e islas de Papúa Nueva Guinea
Grup:Kalsa bilong Papua Niugini	Categoría:Cultura de Papúa Nueva Guinea
Grup:Ol kapitol bilong Yurop	Categoría:Capitales de Europa
Grup:Ol kapitol bilong Esia	Categoría:Capitales de Asia
Grup:Ol tokples bilong Vanuatu	Categoría:Lenguas de Vanuatu
Grup:Ol tokples bilong Papua Niugini	Categoría:Lenguas de Papúa Nueva Guinea
Templet:CompactTOC	Plantilla:Índice
Templet:FOTW	Plantilla:FOTW
Templet:NUMBEROF	Plantilla:Variables
Templet:H:title	Plantilla:Etiqueta
Templet:WAL	Plantilla:WAL
Templet:Country data Spain	Plantilla:Geodatos España
Templet:Country data Canada	Plantilla:Geodatos Canadá
Papatowai	Papatowai
Templet:Flag	Plantilla:Bandera2
Templet:Country data Anguilla	Plantilla:Geodatos Anguila
Templet:Country data Burma	Plantilla:Geodatos Birmania
Templet:Country data Cocos (Keeling) Islands	Plantilla:Geodatos Islas Cocos
Templet:Country data Isle of Man	Plantilla:Geodatos Isla de Man
Templet:Country data Singapore	Plantilla:Geodatos Singapur
Templet:Tok-pl	Plantilla:Lang-pl
Saina (kainkain mining)	China (desambiguación)
Trojany	Trojany
Grup:Ol kantri long Esia	Categoría:Países de Asia
Grup:Ol kantri long Amerika	Categoría:Países de América
Templet:Tok-is	Plantilla:Lang-is
Templet:MasKalendar	Plantilla:Marzo
Grup:Ol kantri long Sentrel Amerika	Categoría:Países de América Central
Grup:Aialan	Categoría:Isla de Irlanda
Grup:Linux	Categoría:Linux
Halivim:Disembigyuesen	Ayuda:Desambiguación
Grup:Tebol bilong ol elemen	Categoría:Tabla periódica
Grup:León provins	Categoría:Provincia de León
Grup:Valencia provins	Categoría:Provincia de Valencia
Grup:Burgos provins	Categoría:Provincia de Burgos
Grup:Kala	Categoría:Color
Grup:Ol yunit bilong taim	Categoría:Unidades de tiempo
Grup:Alicante provins	Categoría:Provincia de Alicante
Templet:EUR	Plantilla:EUR
Grup:Ol siti na taun	Categoría:Localidades
Grup:Yusa en-1	Categoría:Wikipedia:Wikipedistas con nivel básico de inglés
Grup:Yusa de-1	Categoría:Wikipedia:Wikipedistas con nivel básico de alemán
Templet:Nowrap begin	Plantilla:Nowrap begin
Templet:NUMBEROF/data	Plantilla:Variables/datos
Templet:Userbox-level	Plantilla:Userbox-nivel
Templet:Start date	Plantilla:Fecha
Templet:Strloc prefix	Plantilla:Strloc prefix
Templet:Country data Cameroon	Plantilla:Geodatos Camerún
Sipesol:Nupela senis	Especial:CambiosRecientes
