አፍሪቃ	África
685 እ.ኤ.አ.	685
799 እ.ኤ.አ.	799
683 እ.ኤ.አ.	683
274 እ.ኤ.አ.	274
579 እ.ኤ.አ.	579
281 እ.ኤ.አ.	281
306 እ.ኤ.አ.	306
438 እ.ኤ.አ.	438
ካሽሚርኛ	Idioma cachemir
297 እ.ኤ.አ.	297
421 እ.ኤ.አ.	421
298 እ.ኤ.አ.	298
351 እ.ኤ.አ.	351
352 እ.ኤ.አ.	352
355 እ.ኤ.አ.	355
95 እ.ኤ.አ.	95
94 እ.ኤ.አ.	94
594 እ.ኤ.አ.	594
ሀደሪኛ	Idioma harari
542 እ.ኤ.አ.	542
448 እ.ኤ.አ.	448
445 እ.ኤ.አ.	445
305 እ.ኤ.አ.	305
234 እ.ኤ.አ.	234
565 እ.ኤ.አ.	565
ጊላኪኛ	Idioma guilakí
ካነዳኛ	Idioma canarés
381 እ.ኤ.አ.	381
385 እ.ኤ.አ.	385
ካሹብኛ	Idioma casubio
ናይሎ ሳህራዊ ቋንቋዎች	Lenguas nilo-saharianas
553 እ.ኤ.አ.	553
307 እ.ኤ.አ.	307
584 እ.ኤ.አ.	584
346 እ.ኤ.አ.	346
257 እ.ኤ.አ.	257
መብረቅ	Rayo
285 እ.ኤ.አ.	285
591 እ.ኤ.አ.	591
289 እ.ኤ.አ.	289
በርትራንድ ረስል	Bertrand Russell
የኒካራጓ ምልክት ቋንቋ	Idioma de señas de Nicaragua
እጅ	Mano
ዱ ፉ	Du Fu
563 እ.ኤ.አ.	563
የአኪሊዮስ ተረከዝ	Talón de Aquiles
252 እ.ኤ.አ.	252
ናፖሊታንኛ	Idioma napolitano
595 እ.ኤ.አ.	595
ኖርማንኛ	Idioma normando
246 እ.ኤ.አ.	246
ኦሞአዊ	Lenguas omóticas
ኦሮምኛ	Idioma oromo
ቴዮዶር ሮዝቬልት	Theodore Roosevelt
596 እ.ኤ.አ.	596
ፓንጋሲናንኛ	Idioma pangasinense
593 እ.ኤ.አ.	593
357 እ.ኤ.አ.	357
573 እ.ኤ.አ.	573
ቴል አቪቭ	Tel Aviv
ስሜን ሳሚኛ	Sami septentrional
ኢሮንኛ	Idioma osetio
ኔፓል ባሳ	Nepal bhasa
ቫልፓራይሶ	Valparaíso
ኢካሮስ	Ícaro
559 እ.ኤ.አ.	559
ሴማዊ ቋንቋዎች	Lenguas semíticas
599 እ.ኤ.አ.	599
326 እ.ኤ.አ.	326
341 እ.ኤ.አ.	341
322 እ.ኤ.አ.	322
ናስ	Bronce
ሆስኒ ሙባረክ	Hosni Mubarak
ወሓካ	Oaxaca
386 እ.ኤ.አ.	386
ትግርኛ	Idioma tigriña
ፉናፉቲ	Funafuti
374 እ.ኤ.አ.	374
380 እ.ኤ.አ.	380
ቶክ ፒሲን	Tok pisin
ፓብሎ ኔሩዳ	Pablo Neruda
ዋሎንኛ	Idioma valón
የምልክት ቋንቋ	Lengua de señas
136 እ.ኤ.አ.	136
ፖርቶፕሪንስ	Puerto Príncipe
ዊናራይኛ	Idioma samareño
ዉ ቻይንኛ	Chino wu
ዉድሮው ዊልሰን	Woodrow Wilson
ሳቃኛ	Idioma yakuto
ቀርጤስ	Creta
ሞሾቭጸ	Mošovce
ዩኒቨርስቲ ኦፍ ኦክስፎርድ	Universidad de Oxford
ማሕሙድ አሕማዲኔዣድ	Mahmud Ahmadineyad
ሲዲ	Disco compacto
አሌክሳንድር ሶልዠኒጽን	Aleksandr Solzhenitsyn
ሴይንት ህሊና ደሴት	Isla Santa Elena
382 እ.ኤ.አ.	382
342 እ.ኤ.አ.	342
373 እ.ኤ.አ.	373
372 እ.ኤ.አ.	372
ኤጊያን ባህር	Mar Egeo
አናስታስያ	Anastacia
ኤፍራጥስ ወንዝ	Éufrates
ጄምስ ጋርፊልድ	James A. Garfield
የሊቢያ ሰንደቅ ዓላማ	Bandera de Libia
አስርቱ ቃላት	Diez Mandamientos
ጆሃንስበርግ	Johannesburgo
1990ዎቹ	Años 1990
ጆዋን ሮውሊንግ	J. K. Rowling
ኪንግስተን	Kingston
ግሥላ	Panthera pardus
አውራሪስ	Rhinocerotidae
ሶማሊላንድ	Somalilandia
የስልክ መግቢያ	Anexo:Prefijos telefónicos mundiales
ሳንቶ ዶሚንጎ	Santo Domingo
ቴኪክስኪያክ	Tequixquiac
ዩሊሲስ ግራንት	Ulysses S. Grant
ፓፓያ	Carica papaya
375 እ.ኤ.አ.	375
ቤንጃሚን ፍራንክሊን	Benjamin Franklin
1970ዎቹ	Años 1970
ዊሊያም ማኪንሊ	William McKinley
ጥቅል ጎመን	Brassica oleracea var. capitata
የአሜሪካ ፕሬዝዳንቶች ዝርዝር	Anexo:Presidentes de los Estados Unidos
የዋና ከተሞች ዝርዝር	Anexo:Capitales de Estado
ዌብሳይት	Sitio web
ግሮቨር ክሊቭላንድ	Grover Cleveland
ኩዌት ከተማ	Kuwait (ciudad)
ሄርበርት ሁቨር	Herbert Hoover
ዋረን ሃርዲንግ	Warren G. Harding
387 እ.ኤ.አ.	387
ሱመር	Sumeria
ኮሎምቦ	Colombo
መስኮት	Ventana
መዲና	Medina
ቼስተር አርተር	Chester A. Arthur
ዋሻ	Cueva
አካድኛ	Idioma acadio
ዋይት ሃውስ	Casa Blanca
ፖሊስ	Policía
ጤግሮስ	Tigris
ዊልያም ሃወርድ ታፍት	William Howard Taft
ግዕዝ	Ge'ez
ቤንጃሚን ሀሪሰን	Benjamin Harrison
ራዘርፎርድ ሄይስ	Rutherford B. Hayes
ባሩክ ስፒኖዛ	Baruch Spinoza
ዞራስተር	Zoroastro
ኢንተርሊንግዌ	Idioma occidental
ኦመር ሃያም	Omar Jayam
ስፖርት ክለብ ኮሪንቺያንስ ፓውሊስታ	Sport Club Corinthians Paulista
ኢንተርሊንጉዋ	Interlingua
ኢሎካኖ	Idioma ilocano
ሥነ ውበት	Estética
ሆ ቺ ሚን	Hồ Chí Minh
ካልቪን ኩሊጅ	Calvin Coolidge
ሊጉርኛ	Idioma ligur
ካፓምፓንጋንኛ	Idioma pampango
ስብስብ	Conjunto
ብርጅታውን	Bridgetown
ላዲኖ	Idioma judeoespañol
ሲሊጎ	Siligo
ሊንጋላ	Idioma lingala
ማላያላም	Malayalam
አሃድ ጨረር	Vector unitario
አፒያ	Apia
ሴንት ጆንስ፥ አንቲጋ እና ባርቡዳ	Saint John (Antigua y Barbuda)
ሮዞ	Roseau
ኦንጎትኛ	Idioma ongota
ሎዥባን	Lojban
ሃሙራቢ	Hammurabi
ሞልዶቭኛ	Idioma moldavo
የፖለቲካ ጥናት	Ciencia política
ማዖሪ ቋንቋ	Idioma maorí
ደቡብ ሚንኛ	Chino min nan
ፖርት ሞርስቢ	Puerto Moresby
1900ዎቹ	Años 1900
ኖቪያል	Novial
ድረ ገጽ	Página web
በር	Puerta
አራት ማዕዘን	Cuadrilátero
ወላይትኛ	Idioma wolayta
ቮላፒውክ	Volapük
ሚስማር	Clavo (objeto)
ንጉሥ ሰሎሞን	Salomón
ሥላሴ	Santísima Trinidad
ያሁ	Yahoo!
331 እ.ኤ.አ.	331
ማሪኡፖል	Mariúpol
365 እ.ኤ.አ.	365
379 እ.ኤ.አ.	379
ዴቪድ ሁም	David Hume
የ2006 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Copa Mundial de Fútbol de 2006
ጆን ማይክል ታልበት	John Michael Talbot
ኦቾሎኒ	Arachis hypogaea
ቶማስ ሆብስ	Thomas Hobbes
ገበያ	Mercado
ካምፖራ ሳን ጆቫኒ	Campora San Giovanni
እስስት	Chamaeleonidae
ብሉምፎንቴይን	Bloemfontein
ቲ.ኤስ. ኤልየት	T. S. Eliot
በልጺ	Bălți
ፖርት ቪላ	Port Vila
ማቀዝቀዣ	Refrigerador
ስኳር ድንች	Ipomoea batatas
ያንጎን	Rangún
ኅልውነት	Existencialismo
አርተር ሾፐናውር	Arthur Schopenhauer
አንዤ	Angers
ቱርኩ	Turku
ሳው ፓውሉ የእግር ኳስ ክለብ	São Paulo Futebol Clube
ሃብሃብ	Citrullus lanatus
አበሳሰል	Cocción
ላብራዶር	Labrador retriever
ሱቫ	Suva
ኑኩአሎፋ	Nukualofa
በሶብላ	Ocimum basilicum
አስዋን ግድብ	Presa de Asuán
ትኩሳት	Fiebre
ፖርት ኦፍ ስፔን	Puerto España
የእብድ ውሻ በሽታ	Rabia
ሪቻርድ ፋይንማን	Richard Feynman
መጥረቢያ	Hacha
ቢርኪርካራ	Birkirkara
ኧያፍያትላዮኪውትል	Eyjafjallajökull
አኮንካጓ	Aconcagua
ደቂቅ ዘ አካላት	Microorganismo
ሱሪ	Pantalón
ጡብ	Ladrillo
ዊል ስሚዝ	Will Smith
ሞላላ	Elipse
መፈንቅል	Palanca
መንኮራኩር	Nave espacial
ሬዳቫሌ	Redavalle
ማባዛት	Multiplicación
ርብቃ	Rebeca (personaje bíblico)
ሎጥ	Lot (bíblico)
ታክሎባን	Tacloban
ማይስፔስ	Myspace
ዳማቫንድ	Damavand
ዳግማዊ ኒኮላይ	Nicolás II de Rusia
አና ማሪያ ዮፐክ	Anna Maria Jopek
ናንሲ	Nancy
ሆኒያራ	Honiara
ሽንት	Orina
ጸሎት	Oración (religión)
አሦር	Asiria
ቀዳማዊ ኃይለ ሥላሴ	Haile Selassie
ካየን	Caen
የባቢሎን ግንብ	Torre de Babel
ሲኒማ	Sala de cine
ኖቲንግሃም	Nottingham
በጀት	Presupuesto
ባስቴር	Basseterre
በትረ ሎሚ	Citrus × paradisi
ኪንግስታውን	Kingstown
የሠገራ ትቦ ንጣፍ መድማት ወይመ መቁስል (ሄሞሮይድ)	Hemorroides
ዎሌ ሾይንካ	Wole Soyinka
ስታንፎርድ ዩኒቨርስቲ	Universidad Stanford
ሚሸል ደ ሞንታኝ	Michel de Montaigne
ጃንጥላ	Paraguas
ፊንቄ	Fenicia
የሕንድ ሰንደቅ ዓላማ	Bandera de la India
ዲዮኒሶስ	Dioniso
ቶኪዳይደስ	Tucídides
ካስትሪስ	Castries
ጥራክያ	Tracia
ዓረፍተ-ነገር	Oración (gramática)
ቤርሳቤ	Beerseba
ሮዛ ፓርክስ	Rosa Parks
የዮሐንስ ራዕይ	Apocalipsis
ስራ	Trabajo (física)
ቅልጥ አለት	Magma
ቁጥቋጦ	Arbusto
ኣደንጓሬ	Phaseolus vulgaris
ሾጣጣ	Cono (geometría)
ጥንታዊ እንግሊዝኛ	Idioma anglosajón
ሚካኤል ሾሎኮቭ	Mijaíl Shólojov
የፓላንድ ሰንደቅ ዓላማ	Bandera de Polonia
የአሜሪካ ሰንደቅ ዓላማ	Bandera de los Estados Unidos
እርድ	Curcuma longa
ኤምፒ3	MP3
አነር	Leptailurus serval
ፓሊኪር	Palikir
ኢቫን ቱርጌኔቭ	Iván Turguénev
የጣልያ ሰንደቅ ዓላማ	Bandera de Italia
ግድግዳ	Pared
ቤሲክ (BASIC)	BASIC
ኤሌክትሪክ ምህንድስና	Ingeniería eléctrica
ሩድ	Rodas
ቁንደ በርበሬ	Piper nigrum
ኤልብሩስ ተራራ	Monte Elbrús
ጋላታሳሬይ	Galatasaray S.K
ሶፊያ ሮታሩ	Sofia Rotaru
የጃፓን ሰንደቅ ዓላማ	Bandera de Japón
ኤለን ጆንሰን ሰርሊፍ	Ellen Johnson-Sirleaf
ሸለምጥማጥ	Genetta
ሩሚ	Yalal ad-Din Muhammad Rumi
ሴት (ጾታ)	Hembra
የብሪታንያ ሕንድ ውቅያኖስ ግዛት	Territorio Británico del Océano Índico
ደርቢ	Derby
አንቶን ቫን ሉዊንሁክ	Anton van Leeuwenhoek
ሀይድሮካርቦን	Hidrocarburo
አፖሎ ፲፩	Apolo 11
ኮሌስትሮል	Colesterol
ሞንቴርሞሶ	Montehermoso
ሙሃመድ ዩኑስ	Muhammad Yunus
የዶሮ ጉንፋን	Gripe aviaria
ፕሌምናዮስ	Plemnneo
ወንድ	Masculino
ክሮኖስ	Crono
ኦሊቨር ክሮምዌል	Oliver Cromwell
ጂም ሞሪሰን	Jim Morrison
ማትሪክስ	Matriz (matemáticas)
ሙቀት	Calor
ጨረር	Vector
ቤተ መቅደስ	Templo
ታይታኒክ	Titanic (película de 1997)
ቦሌ ዓለም አቀፍ ጥያራ ጣቢያ	Aeropuerto Internacional Bole
ተልባ	Linum usitatissimum
ዘ ዶርስ	The Doors
እርሾ	Levadura
ሚካኤል	Arcángel Miguel
ባህር ዛፍ	Eucalyptus
ራውንድ ሜፕል	Round Maple
ባንኮች የስፖርት ክለብ	Banks SC
ጤሪ አንሪ	Thierry Henry
ጆህን ከይል	John Cale
የላኦስ ሰንደቅ ዓላማ	Bandera de Laos
ኤሌክትሪክ መስክ	Campo eléctrico
ኤሊ	Testudinidae
የሆላንድ ሰንደቅ ዓላማ	Bandera de los Países Bajos
መካነቅርስ እስራኤል	Museo de Israel
ሮበርት ሁክ	Robert Hooke
የኦስትሪያ ሰንደቅ ዓላማ	Bandera de Austria
የጣት ቀለበት	Anillo
ሳይንሳዊ ዘዴ	Método científico
የ1982 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Copa Mundial de Fútbol de 1982
የ1986 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Copa Mundial de Fútbol de 1986
የ1978 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Copa Mundial de Fútbol de 1978
ዋዝንቢት	Gryllidae
ሳጉንቶ	Sagunto
ኤፌሶን	Éfeso
ናዲን ጎርድመር	Nadine Gordimer
የ2002 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Copa Mundial de Fútbol de 2002
እባን	Mentha
339 እ.ኤ.አ.	339
340 እ.ኤ.አ.	340
ኔመሕን	Nimega
354 እ.ኤ.አ.	354
356 እ.ኤ.አ.	356
358 እ.ኤ.አ.	358
ካርሎስ ቬላ	Carlos Vela
361 እ.ኤ.አ.	361
363 እ.ኤ.አ.	363
364 እ.ኤ.አ.	364
368 እ.ኤ.አ.	368
369 እ.ኤ.አ.	369
370 እ.ኤ.አ.	370
371 እ.ኤ.አ.	371
መለጠፊያ:Commonscat	Plantilla:Commonscat
376 እ.ኤ.አ.	376
377 እ.ኤ.አ.	377
378 እ.ኤ.አ.	378
383 እ.ኤ.አ.	383
384 እ.ኤ.አ.	384
388 እ.ኤ.አ.	388
389 እ.ኤ.አ.	389
390 እ.ኤ.አ.	390
391 እ.ኤ.አ.	391
392 እ.ኤ.አ.	392
393 እ.ኤ.አ.	393
394 እ.ኤ.አ.	394
395 እ.ኤ.አ.	395
396 እ.ኤ.አ.	396
397 እ.ኤ.አ.	397
ማጅራት ገትር	Meningitis
398 እ.ኤ.አ.	398
399 እ.ኤ.አ.	399
የጀርመን ሰንደቅ ዓላማ	Bandera de Alemania
ፆታ	Género (ciencias sociales)
ባላ	Parábola (matemática)
ማርቲን ሄድጋ	Martin Heidegger
ዴቪድ ሊቪንግስተን	David Livingstone
በከራ	Polea
የአልባኒያ ሰንደቅ ዓላማ	Bandera de Albania
የ1930 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Copa Mundial de Fútbol de 1930
ሂርካኒያ	Hircania
ልብስ ስፌት መኪና	Máquina de coser
Þ	Þ
279 እ.ኤ.አ.	279
440 እ.ኤ.አ.	440
517 እ.ኤ.አ.	517
572 እ.ኤ.አ.	572
ጉዞ (ቱሪዝም)	Turismo
ኖዮን	Noyon
የጋብቻ ሥነ-ስርዓት	Boda
ዳይር ስትረይትስ	Dire Straits
ግብጽኛ	Lenguas egipcias
ቀጥተኛ ዝምድና	Proporcionalidad
አናቶሊያ	Anatolia
እየሱስ በእስልምና	Isa (Jesús de Nazaret)
ኢቦላ	Enfermedad por el virus del Ébola
መለጠፊያ:Taxobox	Plantilla:Ficha de taxón
አበበ ቢቂላ	Abebe Bikila
ጓጉንቸር	Anura
ጀኔራል ኤሌክትሪክ	General Electric
መደብ:አስቂኝ ፊልሞች	Categoría:Películas cómicas
መደብ:ፊልሞች	Categoría:Películas
እንቁራሪት	Bufonidae
የኤሌክትሪክ እምቅ	Potencial eléctrico
ፒተር ኡስቲኖቭ	Peter Ustinov
የጀርመን ዳግመኛ መወሐድ	Reunificación alemana
ኦማር ሀሳን አህመድ አል-በሽር	Omar Hasan Ahmad al-Bashir
ሙአይ ኪባኪ	Mwai Kibaki
ባሚር ቶፒ	Bamir Topi
ሆዜ ኤድዋርዶ ዶስ ሳንቶስ	José Eduardo dos Santos
ኢሳያስ አፈወርቂ	Isaías Afewerki
እድሪስ ዴቢ	Idriss Déby
ግርማ ወልደ ጊዮርጊስ	Girma Wolde-Giorgis
እስማኤል ኦማር ገለህ	Ismail Omar Guelleh
አሙን	Amón
ኤድመንድ ሁሠርል	Edmund Husserl
ፐሽቶ	Idioma pastún
ግሪንሊ ካውንቲ፥ አሪዞና	Condado de Greenlee
ኮኮኒኖ ካውንቲ፥ አሪዞና	Condado de Coconino
ሒላ ካውንቲ፥ አሪዞና	Condado de Gila
ፒማ ካውንቲ፥ አሪዞና	Condado de Pima
ሳንታ ክሩዝ ካውንቲ፥ አሪዞና	Condado de Santa Cruz (Arizona)
ማሪኮፓ ካውንቲ፥ አሪዞና	Condado de Maricopa
ግራህም ካውንቲ፥ አሪዞና	Condado de Graham (Arizona)
ናቫሖ ካውንቲ፥ አሪዞና	Condado de Navajo
ሞሃቬ ካውንቲ፥ አሪዞና	Condado de Mohave
እሪያ	Sus scrofa
ዩማ ካውንቲ፥ አሪዞና	Condado de Yuma (Arizona)
ያቫፓይ ካውንቲ፥ አሪዞና	Condado de Yavapai
ፒናል ካውንቲ፥ አሪዞና	Condado de Pinal
ላ ፓዝ ካውንቲ፥ አሪዞና	Condado de La Paz
አፓቼ ካውንቲ፥ አሪዞና	Condado de Apache
ኮቻይስ ካውንቲ፥ አሪዞና	Condado de Cochise
የሳይንስ ፍልስፍና	Filosofía de la ciencia
በለስ	Ficus
ፍሬገ	Gottlob Frege
ሄሮይን	Heroína
ጄረሚ ቤንታም	Jeremy Bentham
ኪናባሉ	Monte Kinabalu
ማኒሽቱሹ	Manishutusu
አዮኒክ ቦንድ	Enlace iónico
ቪቼግዳ ወንዝ	Río Víchegda
እርግጥ	Teorema
የብርሃን ስብረት	Refracción
ደብረ አራራት	Monte Ararat
ቶኒ ሞሪሰን	Toni Morrison
ክዋቻ	Kwacha zambiano
ሥነ ጥምረት	Combinatoria
ሲቪል ኢንጂነሪንግ	Ingeniería civil
ኣንቲቦዲ	Anticuerpo
ጁኖ (ፊልም)	Juno (película)
ቢስቢ፥ አሪዞና	Bisbee (Arizona)
ኪንግማን፥ አሪዞና	Kingman (Arizona)
ውክፔዲያ:ምርጥ ጽሑፎች/ዕጩዎች	Wikipedia:Candidatos a artículos destacados
ሳፎርድ፥ አሪዞና	Safford (Arizona)
ኖጋሌስ፥ አሪዞና	Nogales (Arizona)
ፍሬንድስ (ተከታታይ ፊልም)	Friends
ሴንት ጆንስ፥ አሪዞና	St. Johns (Arizona)
ዩማ፥ አሪዞና	Yuma
ግሎብ፥ አሪዞና	Globe (Arizona)
ፍላግስታፍ፥ አሪዞና	Flagstaff
የ2014 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Copa Mundial de Fútbol de 2014
የአፍጋኒስታን ሰንደቅ ዓላማ	Bandera de Afganistán
ዴቪድ ሳልንጀር	J. D. Salinger
ሆልብሩክ፥ አሪዞና	Holbrook (Arizona)
ፕሬስኮት፥ አሪዞና	Prescott (Arizona)
የኦዞን ንጣፍ	Capa de ozono
ቼክ	Cheque
ሬት	Aloe vera
አጠራቃሚ	Integración
ሮቃ	Tamarindus indica
አና አኽማቶቫ	Anna Ajmátova
ባሚያ	Abelmoschus esculentus
ቻርልተን ሄስተን	Charlton Heston
ስፐትኒክ	Sputnik 1
ስፖርት ክለብ ኢንተርናሲዮናል	Sport Club Internacional
ፐርል በክ	Pearl S. Buck
ሳንቶስ የእግር ኳስ ክለብ	Santos Futebol Clube
ቦታፎጎ ዴ ፉትቦል ኤ ሬጋታስ	Botafogo de Futebol e Regatas
የሶፍትዌር አሠራር	Ingeniería de software
የውሃ ኡደት	Ciclo hidrológico
ኤቲኤም	Cajero automático
ሽምብራ	Cicer arietinum
ኖኅ	Noé
ቆስጣ	Spinacia oleracea
የኤስቶንያ ሰንደቅ ዓላማ	Bandera de Estonia
የሊቱዌኒያ ሰንደቅ ዓላማ	Bandera de Lituania
የአንዶራ ሰንደቅ ዓላማ	Bandera de Andorra
የ፳፻፫ ዓ.ም. የሊቢያ ሕዝባዊ አብዮት	Guerra de Libia de 2011
የአውስትራልያ ሰንደቅ ዓላማ	Bandera de Australia
ኤ.ኤፍ.ሲ. አያክስ	Ajax de Ámsterdam
የቱርክ ሰንደቅ ዓላማ	Bandera de Turquía
የሃንጋሪ ሰንደቅ ዓላማ	Bandera de Hungría
ገብርኤል (መልዐክ)	Arcángel Gabriel
ቀንድ	Cuerno
ጢሮስ	Tiro
ሳም ዎርቲንግተን	Sam Worthington
የብራዚል ሰንደቅ ዓላማ	Bandera del Brasil
ኦይለር ቁጥር	Número e
ፉለንዶርፍ	Pfullendorf
የኩሎምብ ህግ	Ley de Coulomb
ሰላጣ	Lactuca sativa
ሚኒስትር	Ministro
ታላቁ አልፍሬድ	Alfredo el Grande
ፌንጣ	Caelifera
ጌርዮን	Gerión
መለጠፊያ:Cite book	Plantilla:Cita libro
ክላውድ ሻነን	Claude Elwood Shannon
ሰርጌይ ብሪን	Serguéi Brin
እንቁላል (ምግብ)	Huevo (alimento)
ኦረንሴ	Orense
ቭላንደርኛ	Flamenco occidental
ኦርክኒ	Orcadas
የኢንዶኔዥያ ሰንደቅ ዓላማ	Bandera de Indonesia
ጤቤስ	Tebas (Egipto)
የ1998 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Copa Mundial de Fútbol de 1998
ማንዴልብሮት	Benoît Mandelbrot
የ1994 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Copa Mundial de Fútbol de 1994
ዚፕ	Cremallera (indumentaria)
የጋቦን ሰንደቅ ዓላማ	Bandera de Gabón
ሻይ ቅጠል	Camellia sinensis
አረም	Maleza
ሊምቡርግኛ	Idioma limburgués
የሱዳን ሰንደቅ ዓላማ	Bandera del Sudán
ሃሪ ፖተር ክፍል አራት (ፊልም)	Harry Potter y el cáliz de fuego (película)
ሃሪ ፖተር ክፍል አምስት (ፊልም)	Harry Potter y la Orden del Fénix (película)
ሃሪ ፖተር ክፍል ሁለት (ፊልም)	Harry Potter y la cámara secreta (película)
ሃሪ ፖተር ክፍል አንድ (ፊልም)	Harry Potter y la piedra filosofal (película)
ሃሪ ፖተር ክፍል ሦስት (ፊልም)	Harry Potter y el prisionero de Azkaban (película)
ጦጣ	Hominoidea
ሞላ	Resorte
የሆንዱራስ ሰንደቅ ዓላማ	Bandera de Honduras
የጊኒ-ቢሳው ሰንደቅ ዓላማ	Bandera de Guinea-Bisáu
የናይጀሪያ ሰንደቅ ዓላማ	Bandera de Nigeria
የሃይቲ ሰንደቅ ዓላማ	Bandera de Haití
የማላዊ ሰንደቅ ዓላማ	Bandera de Malaui
የኡጋንዳ ሰንደቅ ዓላማ	Bandera de Uganda
የኒጀር ሰንደቅ ዓላማ	Bandera de Níger
የሊክተንስታይን ሰንደቅ ዓላማ	Bandera de Liechtenstein
የሰሜን ኮርያ ሰንደቅ ዓላማ	Bandera de Corea del Norte
የባህማስ ሰንደቅ ዓላማ	Bandera de las Bahamas
ሴሚራሚስ	Semíramis
የባርባዶስ ሰንደቅ ዓላማ	Bandera de Barbados
የሌሶቶ ሰንደቅ ዓላማ	Bandera de Lesoto
ጻላጊ	Cheroqui
ኬኔት ካውንዳ	Kenneth Kaunda
1 ቴቲ	Aha
ኮይኔ ግሪክ	Koiné
ሊያ ከበደ	Liya Kebede
አርኖ ወንዝ	Arno
1 ኢድሪስ	Idris I de Libia
ጣና ሐይቅ	Lago Tana
ፎረፎር	Caspa
ሎጋን	Monte Logan
ንጥረ እሴት	Valor absoluto
መሠረተ ልማት	Infraestructura urbana
ሳማ	Urtica
ሄራክሌስ	Heracles
አቲካ	Ática
የሜክሲኮ ሰንደቅ ዓላማ	Bandera de México
የአውሮፓ ሰንደቅ ዓላማ	Bandera europea
አሞራ	Buitre
የፕላቶ ሪፐብሊክ	República (Platón)
የሾጣጣ ክፍሎች	Sección cónica
ሰም	Cera
ፖርት ኤልሳቤጥ	Puerto Elizabeth
ኢማም	Imán (religión)
ኤሌክትሮኒክ ኢንጂኔሪንግ	Ingeniería electrónica
ዋርነር ብሮስ.	Warner Bros.
ስቲቭ እርዊን	Steve Irwin
የኖህ መርከብ	Arca de Noé
የኢራን ሰንደቅ ዓላማ	Bandera de Irán
ሰንሊ፣ ዋዝ	Senlis (Oise)
የቼክ ሪፐብሊክ ሰንደቅ ዓላማ	Bandera de la República Checa
የባንግላዴሽ ሰንደቅ ዓላማ	Bandera de Bangladés
ቋጥኛዊ ይዘት ያላቸው ፕላኔቶች	Planeta terrestre
ከበሮ (ድረም)	Batería (instrumento musical)
የፓኪስታን ሰንደቅ ዓላማ	Bandera de Pakistán
ፖርቶ የእግር ኳስ ክለብ	Fútbol Club Oporto
የእስራኤል ሰንደቅ ዓላማ	Bandera de Israel
ለስተር ፒርሶን	Lester Bowles Pearson
ኤላም	Imperio elamita
የግሪክ ሰንደቅ ዓላማ	Bandera de Grecia
ማኪንሌይ ተራራ	Monte McKinley
ሻርትረ	Chartres
የቤኒን ሰንደቅ ዓላማ	Bandera de Benín
የላትቪያ ሰንደቅ ዓላማ	Bandera de Letonia
የግብፅ ሰንደቅ ዓላማ	Bandera de Egipto
የባህሬን ሰንደቅ ዓላማ	Bandera de Baréin
ናንጋ ፓርባት	Nanga Parbat
የአርጀንቲና ሰንደቅ ዓላማ	Bandera de la Argentina
የጊዛ ታላቅ እስፊንክስ	Gran Esfinge de Guiza
አክሮፖሊስ	Acrópolis de Atenas
የ1954 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Copa Mundial de Fútbol de 1954
የቻይና ህዝባዊ ሪፐብሊክ ሰንደቅ ዓላማ	Bandera de la República Popular China
የቬት ናም ሰንደቅ ዓላማ	Bandera de Vietnam
ድኒስተር ወንዝ	Dniéster
ማውና ኬያ	Mauna Kea
ደቡብ ታራዋ	Tarawa Sur
አለማንኛ	Alemánico
ባቄላ	Vicia faba
መሰቃ	Ironía
ውሻል	Cuña (máquina)
ወሓካ ዴ ዋሬዝ	Oaxaca de Juárez
ኖሪኩም	Nórico
ሥነ ግራፍ	Teoría de grafos
ኤስ.ኤል. ቤንፊካ	Sport Lisboa e Benfica
የ1938 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Copa Mundial de Fútbol de 1938
ፖሎክዋኔ	Polokwane
ቁልፍ	Llave
ሰባስቲያን አብሪዉ	Sebastián Abreu
ኪሽ	Kish
ቡርዥ	Bourges
የ1950 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Copa Mundial de Fútbol de 1950
ኤይን ራንድ	Ayn Rand
የ1990 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Copa Mundial de Fútbol de 1990
የ1958 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Copa Mundial de Fútbol de 1958
ኤሌክትሪክ ዑደት	Circuito
የቤላሩስ ሰንደቅ ዓላማ	Bandera de Bielorrusia
ባክትሪያ	Bactriana
የ1970 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Copa Mundial de Fútbol de 1970
የክሮኤሽያ ሰንደቅ ዓላማ	Bandera de Croacia
የሉክሰምበርግ ሰንደቅ ዓላማ	Bandera de Luxemburgo
ቅኝ ግዛት	Colonia administrativa
ኣብሽ	Trigonella foenum-graecum
