Afríka	África
Snið:-	Plantilla:--
Wikipedia:Viðmið um eyðingu greina	Wikipedia:Política de borrado
PlayStation 4	PlayStation 4
Snið:Navbox	Plantilla:Navegación
Davíð	David (nombre)
Smátæki	Dispositivo móvil
Snið:Lagalisti	Plantilla:Lista de canciones
Flokkur:Ívafsmál	Categoría:Lenguajes de descripción
Ufsi	Pollachius
Sjósleði	Moto de agua
Creation Festival	Creation Festival
Flokkur:Landafræði Íran	Categoría:Geografía de Irán
Snið:Hnotskurn	Plantilla:En resumen
Hjálp:Tenglar	Ayuda:Anclas
Viðskiptafræði	Ciencias de administración y gestión
Fæðingarfræði	Obstetricia
Snið:Heimild vantar	Plantilla:Cita requerida
Flokkur:Wikipedia:Viðhald	Categoría:Wikipedia:Mantenimiento
Flokkur:Tennis	Categoría:Tenis
Söngvakeppni evrópskra sjónvarpsstöðva 2014	Festival de la Canción de Eurovisión 2014
Snjallúr	Reloj inteligente
Flokkur:Þýskir tennisleikarar	Categoría:Tenistas de Alemania
Snið:!-	Plantilla:!-
Snið:Navbar	Plantilla:Navbar
Snið:Lykkja	Plantilla:Loop
Axel	Axel
Levi Sherwood	Levi Sherwood
Saga Sovétríkjanna 1985-1991	Historia de la Unión Soviética (1985-1991)
Trú	Fe
Snið:E	Plantilla:E
Snið:Ryðja	Plantilla:Clear
Snið:Nowrap	Plantilla:Nowrap
Snið:Anchor	Plantilla:Ancla
Flosi Þórðarson	Flosi Þórðarson
Þórslíkneskið	Estatuilla de Thor de Eyrarland
Upplausn	Disolución
Wikipedia:Greinar sem ættu að vera til	Wikipedia:Lista de artículos que toda Wikipedia debería tener
Flokkur:Afríka	Categoría:África
Flokkur:Júlí	Categoría:Julio
Flokkur:Tölur	Categoría:Números
Flokkur:Júní	Categoría:Junio
Flokkur:Biblían	Categoría:Biblia
Flokkur:Bækur	Categoría:Libros
Flokkur:Dagatal	Categoría:Meses
Snið:Wikiheimild	Plantilla:Wikisource
Snið:Commons	Plantilla:Commons
Snið:Tengill GG	Plantilla:Bueno
Snið:Reflist	Plantilla:Listaref
Úr (aðgreining)	Ur (desambiguación)
Snið:AFG	Plantilla:AFG
Snið:AGO	Plantilla:AGO
Pourquoi-Pas ?	Pourquoi-Pas? (buque francés)
Fréttatíminn	Fréttatíminn
Kvalalosti	Sadismo
Hjálp:Heimildaskráning	Wikipedia:Verificabilidad (propuesta)
Hjálp:Leit	Ayuda:Búsqueda
Snið:Stubbur	Plantilla:Esbozo
Geirfuglasker (Reykjanesi)	Geirfuglasker
Flokkur:Hagkerfi	Categoría:Sistemas económicos
Flokkur:Bandarísk menning	Categoría:Cultura de Estados Unidos
Flokkur:Menning eftir löndum	Categoría:Cultura por país
Flokkur:Afgönsk menning	Categoría:Cultura de Afganistán
Flokkur:Líf	Categoría:Vida
Flokkur:Alheimur	Categoría:Universo
Flokkur:Þjóðarmorð	Categoría:Genocidios
Snið:Óundirritað	Plantilla:No firmado
Brandur Jónsson (biskup)	Brandur Jónsson
Hálfdán	Halfdan
Grafarholt og Úlfarsárdalur	Grafarholt og Úlfarsárdalur
Flokkur:Ferðaþjónusta	Categoría:Turismo
Flokkur:Hár	Categoría:Pelo
Flokkur:Febrúar	Categoría:Febrero
Flokkur:1957	Categoría:1957
Flokkur:1949	Categoría:1949
Flokkur:1927	Categoría:1927
Flokkur:1919	Categoría:1919
Snið:Location map/Info	Plantilla:Mapa de localización/Info
Flokkur:Bandarískir landkönnuðir	Categoría:Exploradores de Estados Unidos
Flokkur:Flakksnið	Categoría:Wikipedia:Plantillas de navegación
Flokkur:Skordýr	Categoría:Insecta
Flokkur:Moldóva	Categoría:Moldavia
Snið:HRV	Plantilla:HRV
Flokkur:Aserbaídsjan	Categoría:Azerbaiyán
Flokkur:Asía	Categoría:Asia
Flokkur:Chile	Categoría:Chile
Flokkur:21. öldin	Categoría:Siglo XXI
Flokkur:Lesótó	Categoría:Lesoto
Flokkur:Notandi uk	Categoría:Wikipedia:Wikipedistas con conocimientos de ucraniano
Flokkur:Suður-Ameríka	Categoría:América del Sur
Flokkur:Kastilía og León	Categoría:Castilla y León
Flokkur:1930	Categoría:1930
Flokkur:Notandi uk-M	Categoría:Wikipedia:Wikipedistas con nivel nativo de ucraniano
Flokkur:1936	Categoría:1936
Flokkur:1947	Categoría:1947
Snið:Esoteric	Plantilla:Plantilla compleja
Flokkur:1937	Categoría:1937
Flokkur:1940	Categoría:1940
Flokkur:1934	Categoría:1934
Flokkur:1960	Categoría:1960
Flokkur:1943	Categoría:1943
Flokkur:1951	Categoría:1951
Flokkur:1942	Categoría:1942
Flokkur:Héruð Ítalíu	Categoría:Regiones de Italia
Flokkur:1959	Categoría:1959
Flokkur:1938	Categoría:1938
Flokkur:1928	Categoría:1928
Flokkur:1913	Categoría:1913
Flokkur:1918	Categoría:1918
Flokkur:1954	Categoría:1954
Flokkur:Malasía	Categoría:Malasia
Flokkur:1941	Categoría:1941
Flokkur:1955	Categoría:1955
Flokkur:1950	Categoría:1950
Flokkur:Matvæli	Categoría:Alimentos
Flokkur:1921	Categoría:1921
Flokkur:1977	Categoría:1977
Flokkur:1946	Categoría:1946
Flokkur:1948	Categoría:1948
Flokkur:1932	Categoría:1932
Snið:Football squad player	Plantilla:Jugador de fútbol
Flokkur:Knattspyrna	Categoría:Fútbol
Flokkur:1945	Categoría:1945
Flokkur:1923	Categoría:1923
Flokkur:1935	Categoría:1935
Flokkur:1910	Categoría:1910
Flokkur:1917	Categoría:1917
Flokkur:1904	Categoría:1904
Flokkur:1926	Categoría:1926
Flokkur:1907	Categoría:1907
Flokkur:1914	Categoría:1914
Flokkur:1929	Categoría:1929
Flokkur:1920	Categoría:1920
Flokkur:1925	Categoría:1925
Flokkur:1905	Categoría:1905
Flokkur:1915	Categoría:1915
Flokkur:Alfræðirit	Categoría:Enciclopedias
Flokkur:1908	Categoría:1908
Snið:Knattspyrnulið	Plantilla:Ficha de equipo de fútbol
Flokkur:1901	Categoría:1901
Flokkur:1903	Categoría:1903
Flokkur:1902	Categoría:1902
Flokkur:1900	Categoría:1900
Snið:Systurverkefni	Plantilla:Portada:Proyectos
Flokkur:1933	Categoría:1933
Snið:Country data Belgía	Plantilla:Geodatos Bélgica
Flokkur:Vikudagar	Categoría:Días de la semana
Flokkur:1912	Categoría:1912
Flokkur:Tunglið	Categoría:Luna
Flokkur:Ensk knattspyrnufélög	Categoría:Equipos de fútbol de Inglaterra
Snið:Country data Slóvakía	Plantilla:Geodatos Eslovaquia
Flokkur:Hnitasnið	Categoría:Wikipedia:Plantillas de coordenadas
Flokkur:1952	Categoría:1952
Snið:Country data Eþíópía	Plantilla:Geodatos Etiopía
Snið:Country data Tékkland	Plantilla:Geodatos República Checa
Snið:Country data Indónesía	Plantilla:Geodatos Indonesia
Snið:Country data Kambódía	Plantilla:Geodatos Camboya
Snið:Country data Albanía	Plantilla:Geodatos Albania
Flokkur:Lyfjafræði	Categoría:Farmacología
Flokkur:Félagasamtök	Categoría:Organizaciones
Snið:Country data San Marínó	Plantilla:Geodatos San Marino
Snið:Country data Níkaragva	Plantilla:Geodatos Nicaragua
Snið:Country data Dóminíska lýðveldið	Plantilla:Geodatos República Dominicana
Snið:Country data Liechtenstein	Plantilla:Geodatos Liechtenstein
Flokkur:Notandi ms	Categoría:Wikipedia:Wikipedistas con conocimientos de malayo
Flokkur:Þýsk knattspyrnufélög	Categoría:Equipos de fútbol de Alemania
Flokkur:Málvísindi	Categoría:Lingüística
Snið:Mánuðirnir	Plantilla:Mes
Snið:Country data Moldóva	Plantilla:Geodatos Moldavia
Snið:Country data Lettland	Plantilla:Geodatos Letonia
Snið:Country data Malta	Plantilla:Geodatos Malta
Snið:Country data Mónakó	Plantilla:Geodatos Mónaco
Larissa Manoela	Larissa Manoela
Snið:Country data Danmörk	Plantilla:Geodatos Dinamarca
Snið:Country data Ísland	Plantilla:Geodatos Islandia
Snið:Country data Pólland	Plantilla:Geodatos Polonia
Flokkur:1911	Categoría:1911
Flokkur:1922	Categoría:1922
Snið:ITA	Plantilla:ITA
Flokkur:1924	Categoría:1924
Snið:Country data Búlgaría	Plantilla:Geodatos Bulgaria
Flokkur:1906	Categoría:1906
Snið:Country data Bosnía og Hersegóvína	Plantilla:Geodatos Bosnia y Herzegovina
Flokkur:Dulspeki	Categoría:Ocultismo
Snið:GEO	Plantilla:GEO
Snið:BOL	Plantilla:BOL
Snið:MEX	Plantilla:MEX
Flokkur:Notandi fr-1	Categoría:Wikipedia:Wikipedistas con nivel básico de francés
Snið:Country data Noregur	Plantilla:Geodatos Noruega
Snið:Country data Suður-Afríka	Plantilla:Geodatos Sudáfrica
Snið:Country data Jamaíka	Plantilla:Geodatos Jamaica
Snið:Country data Georgía	Plantilla:Geodatos Georgia
Snið:Wikivitnun	Plantilla:Wikiquote
Snið:Image label	Plantilla:Etiqueta imagen
Flokkur:Þjóðsöngvar	Categoría:Himnos nacionales
Snið:Country data Srí Lanka	Plantilla:Geodatos Sri Lanka
Snið:Country data Grikkland	Plantilla:Geodatos Grecia
Snið:Country data Lúxemborg	Plantilla:Geodatos Luxemburgo
Snið:Wpheimild	Plantilla:Traducido de
Snið:MAR	Plantilla:MAR
Snið:Country data Króatía	Plantilla:Geodatos Croacia
Snið:MDG	Plantilla:MDG
Snið:Bifreið	Plantilla:Ficha de automóvil
Flokkur:Kettir	Categoría:Gatos
Snið:Infobox Airport	Plantilla:Ficha de aeropuerto
Snið:Sjónvarpsþáttur	Plantilla:Ficha de serie de televisión
Snið:Tónlistarfólk	Plantilla:Ficha de artista musical
Snið:Country data Serbía	Plantilla:Geodatos Serbia
Snið:Country data Ástralía	Plantilla:Geodatos Australia
Snið:PSE	Plantilla:PSE
Snið:Eyja	Plantilla:Ficha de isla
Snið:Country data Frakkland	Plantilla:Geodatos Francia
Snið:Ambox	Plantilla:Metaplantilla de avisos
Snið:Tónlistarstefna	Plantilla:Ficha de género musical
Snið:Infobox animanga/Haus	Plantilla:Infobox animanga encabezado
Snið:SVK	Plantilla:SVK
Flokkur:Fálkungar	Categoría:Falconiformes
Snið:Jarðskjálfti	Plantilla:Ficha de terremoto
Snið:EGY	Plantilla:EGY
Snið:KGZ	Plantilla:KGZ
Flokkur:Saga Bandaríkjanna	Categoría:Historia de Estados Unidos
Snið:ISR	Plantilla:ISR
Snið:Skákmaður	Plantilla:Ficha de ajedrecista
Snið:Stöðugt	Plantilla:Estable
Snið:Land	Plantilla:Ficha de país
Snið:Max	Plantilla:Max
Snið:Hugbúnaður	Plantilla:Ficha de software
Snið:STP	Plantilla:STP
Snið:VEN	Plantilla:VEN
Snið:Country data Austurríki	Plantilla:Geodatos Austria
Snið:UKR	Plantilla:UKR
Snið:Búið	Plantilla:Hecho
Snið:Country data Finnland	Plantilla:Geodatos Finlandia
Snið:Hljóð	Plantilla:Audio
Snið:PHL	Plantilla:FIL
Flokkur:Strengjahljóðfæri	Categoría:Instrumentos de cuerda
Snið:Country data Litháen	Plantilla:Geodatos Lituania
Snið:Stjórnmálaflokkur	Plantilla:Ficha de partido político
Hjálp:Námskeið/Tenglar	Ayuda:Tutorial (enlaces internos)
Snið:ROU	Plantilla:ROU
Snið:BHR	Plantilla:BHR
Flokkur:Tölvuleikjafyrirtæki	Categoría:Empresas de videojuegos
Snið:Country data Japan	Plantilla:Geodatos Japón
Snið:TUR	Plantilla:TUR
Snið:Country data Holland	Plantilla:Geodatos Países Bajos
Snið:Navbox with columns	Plantilla:Navegación con columnas
Snið:Töflubyrjun	Plantilla:S-inicio
Snið:Lse	Plantilla:LSE
Snið:DJI	Plantilla:DJI
Flokkur:Krabbamein	Categoría:Brachyura
Snið:Cite journal	Plantilla:Cita publicación
Snið:Country data Aserbaídsjan	Plantilla:Geodatos Azerbaiyán
Snið:BRN	Plantilla:BRN
Snið:Wikibækur	Plantilla:Wikilibros
Snið:PCN	Plantilla:PCN
Snið:Cite news	Plantilla:Cita noticia
Snið:Country data Víetnam	Plantilla:Geodatos Vietnam
Snið:Location map	Plantilla:Mapa de localización
Flokkur:Kynsjúkdómar	Categoría:Enfermedades de transmisión sexual
Snið:Úrvalsgrein	Plantilla:Artículo destacado
Snið:Country data Rússland	Plantilla:Geodatos Rusia
Flokkur:Fólk fætt árið 1875	Categoría:Nacidos en 1875
Flokkur:Fólk fætt árið 1856	Categoría:Nacidos en 1856
Snið:Undanúrslit	Plantilla:Copa de 4 equipos-1 ronda-v2
Snið:Portal:Box-header	Plantilla:Box-header
Flokkur:Gana	Categoría:Ghana
Flokkur:Miðjarðarhaf	Categoría:Mar Mediterráneo
Flokkur:París	Categoría:París
Flokkur:Notandi en-4	Categoría:Wikipedia:Wikipedistas con nivel experto de inglés
Flokkur:Tógó	Categoría:Togo
Flokkur:Notandi en	Categoría:Wikipedia:Wikipedistas con conocimientos de inglés
Flokkur:Notandi zh	Categoría:Wikipedia:Wikipedistas con conocimientos de chino
Flokkur:Króatía	Categoría:Croacia
Flokkur:Notandi zh-M	Categoría:Wikipedia:Wikipedistas con nivel nativo de chino
Flokkur:Notandi en-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de inglés
Snið:Infobox	Plantilla:Ficha
Flokkur:Fólk dáið árið 1902	Categoría:Fallecidos en 1902
Flokkur:Frakkakonungar	Categoría:Reyes de Francia
Snið:Knattspyrnu landslið	Plantilla:Ficha de selección de fútbol
Fangelsið Kvíabryggja	Prisión de Kvíabryggja
Snið:Colorbox	Plantilla:Cuadro color
Ferðamaður	Turista
Flokkur:Saga eftir löndum	Categoría:Historia por país
Flokkur:Forsætisráðherrar Ísraels	Categoría:Primeros ministros de Israel
Flokkur:Forsætisráðherrar Ítalíu	Categoría:Presidentes del Consejo de Ministros de Italia
Snið:Skýringartexti	Plantilla:Leyenda
Flokkur:Rapparar	Categoría:Raperos
Flokkur:Breskir rithöfundar	Categoría:Escritores del Reino Unido
Flokkur:Forsætisráðherrar Noregs	Categoría:Primeros ministros de Noruega
Snið:Vefheimild	Plantilla:Cita web
Flokkur:Geðlyf	Categoría:Psicotrópicos
Snið:Brú	Plantilla:Ficha de puente
Snið:Country data Ítalía	Plantilla:Geodatos Italia
Hafdís Huld Þrastardóttir	Hafdís Huld
Snið:Þýsku sambandslöndin	Plantilla:Mapa de los estados alemanes
Björn	Bjorn
Snið:AZ	Plantilla:AZ
Flokkur:Enskar knattspyrnudeildir	Categoría:Campeonatos de fútbol entre clubes de Inglaterra
Snið:Imdb titill	Plantilla:IMDb título
Flokkur:Kauphallir	Categoría:Bolsas de valores
Flokkur:Flokkar eftir löndum	Categoría:Categorías por país
Snið:Country data	Plantilla:Geodatos
Flokkur:Geymslumiðlar	Categoría:Soportes de almacenamiento
Flokkur:Borgir í Tyrklandi	Categoría:Localidades de Turquía
Snið:GeoTemplate	Plantilla:GeoTemplate
Flokkur:Matur og drykkir	Categoría:Comida y bebida
Flokkur:Fiskveiðar	Categoría:Pesca deportiva
Flokkur:Þýðing	Categoría:Traducción
Flokkur:Páfar	Categoría:Papas
Flokkur:Harry Potter	Categoría:Harry Potter
Flokkur:Körfuknattleiksfélög	Categoría:Equipos de baloncesto
Flokkur:Hryllingsmyndir	Categoría:Thrillers
Snið:Wikilífverur	Plantilla:Wikispecies
Snið:Wikiorðabók	Plantilla:Wikcionario
Flokkur:Rósaætt	Categoría:Rosaceae
Snið:Evrópasambandiðkort	Plantilla:Mapa miembros UE
Flokkur:Rómverjar	Categoría:Antiguos romanos
Snið:Country data Svíþjóð	Plantilla:Geodatos Suecia
Flokkur:Knattspyrnuhugtök	Categoría:Terminología futbolística
Flokkur:Borgir í Danmörku	Categoría:Localidades de Dinamarca
Flokkur:Dóminíkanar	Categoría:Dominicos
Flokkur:Heilinn	Categoría:Cerebro
Flokkur:Landbúnaður	Categoría:Agricultura
Flokkur:Tímalínur	Categoría:Líneas de tiempo
Flokkur:Helförin	Categoría:Holocausto
Flokkur:Borgir í Kasakstan	Categoría:Localidades de Kazajistán
Flokkur:Landafræði Kasakstan	Categoría:Geografía de Kazajistán
Flokkur:Danskir vísindamenn	Categoría:Científicos de Dinamarca
Flokkur:Notandi hi	Categoría:Wikipedia:Wikipedistas con conocimientos de hindi
Flokkur:Notandi ms-M	Categoría:Wikipedia:Wikipedistas con nivel nativo de malayo
Flokkur:Kýpverskir stjórnmálamenn	Categoría:Políticos de Chipre
Flokkur:Örverufræði	Categoría:Microbiología
Flokkur:Fljót í Búrkína Fasó	Categoría:Ríos de Burkina Faso
Flokkur:Írskir eðlisfræðingar	Categoría:Físicos de Irlanda
Flokkur:Borgir í Massachusetts	Categoría:Ciudades de Massachusetts
Hafþyrnir	Hippophae
Sítrónugras	Cymbopogon
Björn Hlynur Haraldsson	Björn Hlynur Haraldsson
Hermann Gunnarsson	Hermann Gunnarsson
Flokkur:Fjöll	Categoría:Montañas
Flokkur:Bókmenntahugtök	Categoría:Términos literarios
Flokkur:20. öldin	Categoría:Siglo XX
Snið:IPA	Plantilla:AFI
Flokkur:Stjórnmálamenn	Categoría:Políticos
Flokkur:Reikistjörnurnar	Categoría:Planetas del Sistema Solar
Flokkur:Ameríka	Categoría:América
Flokkur:Krydd	Categoría:Especias
Alsjálfvirkt skotvopn	Arma automática
Síðu-Hallur	Síðu-Hallur
Flokkur:Fólk eftir þjóðerni	Categoría:Personas por nacionalidad
Snið:Country data Indland	Plantilla:Geodatos India
Flokkur:Austrómverska keisaradæmið	Categoría:Imperio bizantino
Flokkur:Palestína	Categoría:Palestina
Flokkur:Þýðendur	Categoría:Traductores
Flokkur:Sinó-tíbetsk tungumál	Categoría:Lenguas sino-tibetanas
Flokkur:Washingtonfylki	Categoría:Washington
Flokkur:Borgir í Marokkó	Categoría:Localidades de Marruecos
Flokkur:Grískir guðir	Categoría:Dioses de la mitología griega
Snið:Navbox subgroup	Plantilla:Navegación/subgrupo
Flokkur:Saga eftir tímabilum	Categoría:Historia por período
Flokkur:Mælieiningar	Categoría:Unidades de medida
Flokkur:Haukaætt	Categoría:Accipitridae
Snið:Forsætisráðherra	Plantilla:Ficha de autoridad
Flokkur:Einangruð tungumál	Categoría:Lenguas aisladas
Snið:CPV	Plantilla:CPV
Snið:Country data Andorra	Plantilla:Geodatos Andorra
Snið:Rammi	Plantilla:Borde
Snið:Country data Portúgal	Plantilla:Geodatos Portugal
Snið:Country data Írland	Plantilla:Geodatos Irlanda
Flokkur:Fólk fætt árið 1879	Categoría:Nacidos en 1879
Snið:MONTHNUMBER	Plantilla:Número mes
Snið:Country data Vatíkanið	Plantilla:Geodatos Ciudad del Vaticano
Flokkur:Fólk fætt árið 1955	Categoría:Nacidos en 1955
Flokkur:Fólk fætt árið 1823	Categoría:Nacidos en 1823
Flokkur:Fólk fætt árið 1963	Categoría:Nacidos en 1963
Snið:Taxobox colour	Plantilla:Ficha de taxón/colores
Flokkur:Landfræðileg gagnasnið	Categoría:Wikipedia:Plantillas de geodatos
Snið:Namespace detect	Plantilla:Detecta espacio de nombres
Flokkur:Litir	Categoría:Colores
Flokkur:Fólk dáið árið 1884	Categoría:Fallecidos en 1884
Flokkur:Fólk dáið árið 1875	Categoría:Fallecidos en 1875
Flokkur:Fólk fætt árið 1868	Categoría:Nacidos en 1868
Flokkur:Fólk fætt árið 1812	Categoría:Nacidos en 1812
Flokkur:Fólk fætt árið 1817	Categoría:Nacidos en 1817
Flokkur:Fólk fætt árið 1837	Categoría:Nacidos en 1837
Flokkur:Nóbelsverðlaunahafar í eðlisfræði	Categoría:Premio Nobel de Física
Flokkur:Fólk dáið árið 1863	Categoría:Fallecidos en 1863
Flokkur:Fólk fætt árið 1829	Categoría:Nacidos en 1829
Flokkur:Fólk fætt árið 1998	Categoría:Nacidos en 1998
Flokkur:Fólk dáið árið 1802	Categoría:Fallecidos en 1802
Flokkur:Fólk dáið árið 1492	Categoría:Fallecidos en 1492
Flokkur:Fólk fætt árið 1834	Categoría:Nacidos en 1834
Flokkur:Fólk dáið árið 1729	Categoría:Fallecidos en 1729
Flokkur:Fólk dáið árið 1433	Categoría:Fallecidos en 1433
Flokkur:Fólk dáið árið 1457	Categoría:Fallecidos en 1457
Flokkur:Fólk dáið árið 1435	Categoría:Fallecidos en 1435
Flokkur:Fólk dáið árið 1720	Categoría:Fallecidos en 1720
Flokkur:Fólk dáið árið 1497	Categoría:Fallecidos en 1497
Flokkur:Fólk dáið árið 1430	Categoría:Fallecidos en 1430
Flokkur:Fólk dáið árið 1508	Categoría:Fallecidos en 1508
Flokkur:Fólk dáið árið 1165	Categoría:Fallecidos en 1165
Flokkur:Fólk dáið árið 1455	Categoría:Fallecidos en 1455
Flokkur:Fólk dáið árið 1156	Categoría:Fallecidos en 1156
Flokkur:Fólk dáið árið 1490	Categoría:Fallecidos en 1490
Flokkur:Fólk dáið árið 1080	Categoría:Fallecidos en 1080
Flokkur:Fólk dáið árið 1764	Categoría:Fallecidos en 1764
Flokkur:Fólk dáið árið 1434	Categoría:Fallecidos en 1434
Snið:Country data Kína	Plantilla:Geodatos China
Flokkur:19. öldin	Categoría:Siglo XIX
Snið:Country data Tyrkland	Plantilla:Geodatos Turquía
Flokkur:Rithöfundar	Categoría:Escritores
Snið:Höfundaréttarbrot	Plantilla:Posible copyvio
Flokkur:Hernaður	Categoría:Fuerzas armadas
Snið:Gul	Plantilla:Ama
Snið:Country data Kýpur	Plantilla:Geodatos Chipre
Snið:Country data Sviss	Plantilla:Geodatos Suiza
Flokkur:Mannvinir	Categoría:Filántropos
Flokkur:Háskólar	Categoría:Universidades
Snið:Country data Filippseyjar	Plantilla:Geodatos Filipinas
Snið:Country data Hvíta-Rússland	Plantilla:Geodatos Bielorrusia
Snið:Country data Grænland	Plantilla:Geodatos Groenlandia
Snið:Country data Armenía	Plantilla:Geodatos Armenia
Snið:Country data Simbabve	Plantilla:Geodatos Zimbabue
Flokkur:Eðlur	Categoría:Lacertilia
Snið:Last.fm	Plantilla:Last.fm
Snið:VerðlaunataflaToppur	Plantilla:ArribaTablaMedalla
Snið:Infobox OS	Plantilla:Ficha de sistema operativo
Snið:Country data Kasakstan	Plantilla:Geodatos Kazajistán
Snið:Country data Síle	Plantilla:Geodatos Chile
Snið:Country data Slóvenía	Plantilla:Geodatos Eslovenia
Líkindafræði	Teoría de la probabilidad
Flokkur:1931	Categoría:1931
Flokkur:1958	Categoría:1958
Flokkur:1956	Categoría:1956
Flokkur:1944	Categoría:1944
Flokkur:Janúar	Categoría:Enero
Flokkur:Platonismi	Categoría:Platonismo
Flokkur:1916	Categoría:1916
Flokkur:Stjórnmál eftir heimsálfum	Categoría:Política por continente
Flokkur:1939	Categoría:1939
Flokkur:1909	Categoría:1909
Flokkur:Ítölsk knattspyrnufélög	Categoría:Equipos de fútbol de Italia
Flokkur:Sænskir stjórnmálaflokkar	Categoría:Partidos políticos de Suecia
Flokkur:Nílósaharamál	Categoría:Lenguas nilo-saharianas
Snið:ICD10	Plantilla:CIE-10
Snið:GUM	Plantilla:GUM
Hlíðar	Hlíðar
Snið:MYS	Plantilla:MYS
Snið:PLW	Plantilla:PLW
Snið:TJK	Plantilla:TJK
Snið:Infobox Website	Plantilla:Ficha de sitio web
Flokkur:Háskólar í Brasilíu	Categoría:Universidades de Brasil
Snið:Lækkun	Plantilla:Decreciente
Flokkur:Fólk fætt árið 1704	Categoría:Nacidos en 1704
Flokkur:1035	Categoría:1035
Flokkur:Leyniþjónustur	Categoría:Servicios de inteligencia
Flokkur:Fólk fætt árið 2003	Categoría:Nacidos en 2003
Flokkur:Fólk dáið árið 1221	Categoría:Fallecidos en 1221
Flokkur:66	Categoría:66
Snið:Image label end	Plantilla:Etiqueta imagen fin
Snið:Infobox Anatomy	Plantilla:Ficha de anatomía
Flokkur:1022	Categoría:1022
Flokkur:61	Categoría:61
Flokkur:60	Categoría:60
Flokkur:156	Categoría:156
Flokkur:Fólk fætt árið 1415	Categoría:Nacidos en 1415
Flokkur:50	Categoría:50
Flokkur:Barnalækningar	Categoría:Pediatría
Flokkur:Fólk dáið árið 81	Categoría:Fallecidos en 81
Flokkur:Fólk fætt árið 750	Categoría:Nacidos en 750
Snið:Location map New York-borg	Plantilla:Mapa de localización de Ciudad de Nueva York
Snið:Skjalsíða	Plantilla:Subpágina de documentación
Flokkur:64	Categoría:64
Snið:Ref num	Plantilla:Etiqueta ref
Snið:GHA	Plantilla:GHA
Snið:GMB	Plantilla:GMB
Snið:DMA	Plantilla:DMA
Snið:IDN	Plantilla:IDN
Snið:FRO	Plantilla:FRO
Snið:ZAF	Plantilla:ZAF
Snið:POL	Plantilla:POL
Snið:Mat	Plantilla:Rating
Snið:BWA	Plantilla:BWA
Snið:8liðaúrslit	Plantilla:Copa de 8 equipos-1 ronda con número
Snið:URY	Plantilla:URY
Flokkur:Borrar	Categoría:Perciformes
Snið:CUB	Plantilla:CUB
Snið:CMR	Plantilla:CMR
Snið:COD	Plantilla:COD
Snið:BIH	Plantilla:BIH
Snið:GIN	Plantilla:GIN
Snið:FIN	Plantilla:FIN
Wikipedia:Kynning 2	Ayuda:Introducción 2
Flokkur:Tölvunarfræði	Categoría:Bases de datos
Snið:CAN	Plantilla:CAN
Flokkur:Kastalar í Þýskalandi	Categoría:Castillos de Alemania
Snið:Purge	Plantilla:Purgar
Snið:DNK	Plantilla:DNK
Flokkur:Harry Potter-kvikmyndir	Categoría:Películas de Harry Potter
Flokkur:Breskir kvikmyndaleikstjórar	Categoría:Directores de cine del Reino Unido
Snið:Lang-la	Plantilla:Lang-la
Flokkur:Tegundir krabbameins	Categoría:Tipos de cáncer
Snið:Airport codes	Plantilla:Códigos aeroportuarios
Hollustufæði	Dieta sana
Snið:Spillir	Plantilla:Spoiler
Snið:Location map Bandaríkin	Plantilla:Mapa de localización de Estados Unidos
Flokkur:Þýskar fyrirsætur	Categoría:Modelos de Alemania
Flokkur:Heimsfræði	Categoría:Cosmología
Snið:FJI	Plantilla:FJI
Snið:Test1	Plantilla:Aviso prueba1
Snið:Nyse	Plantilla:NYSE
Snið:SAU	Plantilla:SAU
Snið:DEU	Plantilla:DEU
Snið:MySpace	Plantilla:MySpace
Snið:CYM	Plantilla:CYM
Snið:BEN	Plantilla:BEN
Flokkur:Orð	Categoría:Palabras
Snið:SWE	Plantilla:SWE
Flokkur:Háskólar á Bretlandi	Categoría:Universidades del Reino Unido
Flokkur:Marxistar	Categoría:Marxistas
Flokkur:Alkóhól	Categoría:Alcoholes
Snið:Nasdaq	Plantilla:Nasdaq
Snið:Breiðskífa	Plantilla:Ficha de álbum
Snið:YEM	Plantilla:YEM
Flokkur:Fólk fætt árið 1454	Categoría:Nacidos en 1454
Flokkur:Fólk dáið árið 1018	Categoría:Fallecidos en 1018
Flokkur:Borgir í Emilía-Rómanja	Categoría:Localidades de Emilia-Romaña
Háaleiti og Bústaðir	Háaleiti og Bústaðir
Spáskáldskapur	Ficción especulativa
Flokkur:Flugvellir í Víetnam	Categoría:Aeropuertos de Vietnam
Flokkur:Fyrirtæki	Categoría:Empresas
Flokkur:Siðfræði	Categoría:Ética
Flokkur:Japanskir tónlistarmenn	Categoría:Músicos de Japón
Snið:Neyðarrofi	Plantilla:Paro de emergencia del bot
Flokkur:Landafræði Þýskalands	Categoría:Geografía de Alemania
Alþjóðaráð Rauða krossins og Rauða hálfmánans	Comité Internacional de la Cruz Roja
Flokkur:Kristnar bænir	Categoría:Oraciones cristianas
Flokkur:Rithöfundar eftir löndum	Categoría:Escritores por país
Snið:Image label small	Plantilla:Etiqueta imagen pequeña
Flokkur:Konungar Englands	Categoría:Reyes de Inglaterra
Flokkur:Krossblómaætt	Categoría:Brassicaceae
Snið:Prettyinfobox	Plantilla:Tabla bonita
Flokkur:Breskir einvaldar	Categoría:Gobernantes de Reino Unido
