ئافرىقا	África
كۈرەشچى ئايروپىلان	Avión de caza
ئېرتىش دەرياسى	Río Irtish
ئىبرانىيلارغا يېزىلغان خەت	Epístola a los hebreos
گالاتىيلىقلارغا يېزىلغان خەت	Epístola a los gálatas
شاڭ سۇلالىسى	Dinastía Shang
كىلىس ۋىلايىتى	Provincia de Kilis
تەكىرداغ ۋىلايىتى	Provincia de Tekirdağ
سان	Muslo
مانىسا ۋىلايىتى	Provincia de Manisa
كىچىك مېڭە	Cerebelo
كولوسىلىقلارغا يېزىلغان خەت	Epístola a los colosenses
ياقۇپ يازغان خەت	Epístola de Santiago
يۇھاننا يازغان بىرىنچى خەت	Primera epístola de Juan
فىلىمۇنغا يېزىلغان خەت	Epístola a Filemón
سالونىكىلىقلارغا يېزىلغان ئىككىنچى خەت	Segunda epístola a los tesalonicenses
پاۋىل كرۇگمەنن	Paul Krugman
سالونىكىلىقلارغا يېزىلغان بىرىنچى خەت	Primera epístola a los tesalonicenses
پېترۇس يازغان بىرىنچى خەت	Primera epístola de Pedro
پېترۇس يازغان ئىككىنچى خەت	Segunda epístola de Pedro
تىموتىيغا يېزىلغان بىرىنچى خەت	Primera epístola a Timoteo
ئېسكىموسلار	Esquimal
چىكاگو ئۇنىۋېرستېتى	Universidad de Chicago
ماردىن ۋىلايىتى	Provincia de Mardin
مالاتيا ۋىلايىتى	Provincia de Malatya
مۇش ۋىلايىتى	Provincia de Muş
يۇھاننا يازغان ئىككىنچى خەت	Segunda epístola de Juan
يۇھاننا يازغان ئۈچىنچى خەت	Tercera epístola de Juan
يەھۇدا يازغان خەت	Epístola de Judas
تىموتىيغا يېزىلغان ئىككىنچى خەت	Segunda epístola a Timoteo
تىتۇسغا يېزىلغان خەت	Epístola a Tito
قىرقلارەلى ۋىلايىتى	Provincia de Kırklareli
ئاليۇمىن ئوكسىدى	Corindón
مەرسىن ۋىلايىتى	Provincia de Mersin
ئوتتۇرا ئاسىيا ياۋا تۆگىسى	Camelus bactrianus
بۇشەھر ۋىلايىتى	Provincia de Bushehr
تەكلىماكان قۇملۇقى	Taklamakán
پاچاق	Pata
قاشقىئوغلاق	Nyctereutes procyonoides
ئاشمورە ۋە كارتىئەر ئاراللىرى	Islas Ashmore y Cartier
قىرشەھەر ۋىلايىتى	Provincia de Kırşehir
ئەردەبىل ۋىلايىتى	Provincia de Ardebil
سىنوپ ۋىلايىتى	Provincia de Sinop
Ajax	AJAX
ئاتىلار بايرىمى	Día del Padre
شۆلگەي بېزى	Glándula salival
سېرىق قاشتېشى	Topacio
بىھارى تىلى	Lenguas bihari
Teynen shehiri	Tainan
ۋىتامىنE	Vitamina E
سۇلتان توغرۇلبەگ	Tugrïl Beg
Xéngyang shehiri	Hengyang
مالاي ئېيىقى	Helarctos malayanus
زامان گېزىتى	Zaman
مانجۇ مىللىتى	Manchú
تېرەك	Populus tremula
ھېيدېلبېرگ ئۇنىۋېرستېتى	Universidad de Heidelberg
سۇلايمان دېمىرەل	Süleyman Demirel
ۋەيران بولۇش	Quiebra
ج.ۋىللارد گىببس	Josiah Willard Gibbs
پۇت بارمىقى	Dedos del pie
نىغدە ۋىلايىتى	Provincia de Niğde
ئوتتۇرا ئاناتولىيە رايونى	Región de Anatolia Central
قارا دېڭىز رايونى	Región del Mar Negro
شەرقىي ئاناتولىيە رايونى	Región de Anatolia Oriental
يەر ئوتتۇرا دېڭىزى رايونى	Región del Mediterráneo
ئېگېي رايونى	Región del Egeo
مارمارا رايونى	Región del Mármara
شەرقىي جەنۇبىي ئاناتولىيە رايونى	Región de Anatolia Suroriental
لېيدېن ئۇنىۋېرستېتى	Universidad de Leiden
مېڭە ئاستى بېزى	Hipófisis
تۈر:سىياسىي جۇغراپىيە	Geopolítica
مۇرادئۈچ	Murad III
ئىدىنبۇرگ ئۇنىۋېرستېتى	Universidad de Edimburgo
فارابى	Al-Farabi
كۆك قۇتان	Ardea purpurea
گەۋدە	Tronco (anatomía)
ياپونىيىلىك	Pueblo japonés
پامىر ئېگىزلىكى	Cordillera del Pamir
تولۇق كۇرس	Título de grado
تۆش بېزى	Timo
دۆڭچە مېڭىنىڭ ئاستى	Hipotálamo
ئېلېكتر سىغىمى	Capacidad eléctrica
يېشىل تاش	Malaquita
سولچى	Izquierda política
چاناق قەلئە ئۇرۇشى	Batalla de Galípoli
بىريۇزا(ياقۇت)	Turquesa
ئەخمەت نەدجەت سەزەر	Ahmet Necdet Sezer
ۋيېنا ئۇنىۋېرسىتېتى	Universidad de Viena
توشقانسىمان سۈلەيسۈن	Otocolobus manul
ئافيون قاراھىسار	Afyonkarahisar
ئوتتۇرا بارماق	Dedo medio
ئەبۇ مۇسا جابىر بىن ھەييام	Ŷabir ibn Hayyan
ئوشۇق	Tobillo
ئادىياما	Adıyaman
تاغ ئۆچكىسى	Capra ibex
پەنجاب	Punyab
شىيا سۇلالىسى	Dinastía Xia
جىنەن شەھىرى	Jinan
يول بەلگىسى	Señales de tráfico
چىڭداۋ شەھىرى	Qingdao
كالسېدونىيە	Calcedonia
ئاسىيا تېنچ ئوكيان ئىقتىسادىي ھەمكارلىق تەشكىلاتى	Foro de Cooperación Económica Asia-Pacífico
Glutséstér	Gloucester
قەشقەر شەھرى	Kasgar
ئىلام ۋىلايىتى	Provincia de Ilam
نەنچاڭ شەھىرى	Nanchang
بېشىكتاش گىمناستىكا كۇلۇبى	Beşiktaş Jimnastik Kulübü
تۈرك لىراسى	Lira turca
ئۆچكە	Capra
بورمودىلى	Modelo atómico de Bohr
ھەزىم يولى	Esófago
چاڭشا شەھىر	Changsha
ئۆكچە	Talón
كېكىردەك	Faringe
ئۇيغقاشتېشى	Jade
ۋىتامىن D	Vitamina D
2010 دۇنيا لوڭقىسى	Copa Mundial de Fútbol de 2010
نەسىرىدىن ئەپەندى	Nasreddin
سۇلايمانىيە جامىى	Mezquita de Süleymaniye
كاۋاپ	Kebab
Wéstminstér Shehiri	Ciudad de Westminster
نەننىڭ شەھىرى	Nanning
Durham	Durham
تۇرغۇت ئۆزال	Turgut Özal
ﮔﺎﮔﺎﯞﯗﺯ	Gagaúzos
بادام بەز	Amígdala (anatomía)
مۇھەممەد خاتەمى	Mohammad Jatamí
تورونتو ئۇنىۋېرستېتى	Universidad de Toronto
ساردونىكس	Ónix
تروچكىزم	Trotskismo
ياڭ جىننىڭ	Chen Ning Yang
Gawshyung	Kaohsiung
بىرىكمە ماتېرىيال	Material compuesto
مېڭە غولى	Tronco del encéfalo
تاموژنا	Aduana
كۈنمىڭ شەھىرى	Kunming
ۋىتامىنB	Vitaminas del grupo B
ئىسمەت ئىنۆنۈ	İsmet İnönü
مارگارېت ئاتۋود	Margaret Atwood
خۇيزۇ مىللىتى	Etnia hui
لەنجۇ شەھىرى	Lanzhou
Halva	Halva
لى جىڭداۋ	Tsung-Dao Lee
ماگىستىر	Maestría
كۆرسەتكۈچ بارماق	Dedo índice
ئوتتۇرا مېڭە	Mesencéfalo
ئۇپسالا ئۇنىۋېرستېتى	Universidad de Uppsala
Multan	Multan
خېفېي شەھىر	Heféi
ھىيلە	Muñeca (anatomía)
ئىپار مۈشۈك ئائىلىسى	Viverridae
ئارقار	Ovis ammon
كوپېنھاگېن ئۇنىۋېرستېتى	Universidad de Copenhague
قارساق	Vulpes corsac
لوياڭ شەھىرى	Luoyang
زئەكئى مئۈرئەن	Zeki Müren
كۇئېنلۇن تاغ تىزمىسى	Kunlun
تىبەت مىللىتى	Etnia tibetana
لوندون ئىمپېرىيە ئىنستېتۇت	Imperial College London
يىلىك	Bulbo raquídeo
گۇيلىن شەھىرى	Guilin
گېئوتىت	Goethita
Xeyko shehir	Haikou
مولتىمىتىر	Multímetro
چىپار بۇغا	Cervus nippon
بەل	Miembro (anatomía)
يۇگوسلاۋىيە پادىشاھلىقى	Reino de Yugoslavia
ئېۋېنكى مىللىتى	Etnia evenki
راھىبە	Monja
سېرىق ياۋا مۈشۈك	Catopuma temminckii
گۇيياڭ شەھىرى	Guiyang
نامسىز بارماق	Dedo anular
لىمبىك سىستېما	Sistema límbico
تۇرپان	Turfán
ئىلى دەرياسى	Río Ilí
مېڭە كۆۋرۈكى	Puente troncoencefálico
دەريا بۇغىسى	Hydropotes inermis
ﺑﺎﻟﻘﺎﺭ ﻣﯩﻠﻠﯩﺘﻰ	Balkarios
ﻧﻮﻏﺎﻱ ﻣﯩﻠﻠﯩﺘﻰ	Nogayos
گلاسگوۋ ئۇنىۋېرستېتى	Universidad de Glasgow
توخارلار	Tocarios
ئابادە	Abade
ئىستانبۇل ئۇنىۋېرسىتېتى	Universidad de Estambul
Tuwa	Pueblo tuvano
بۇرما مۈڭگۈزلۈك بۆكەن	Budorcas taxicolor
ئېلېكترون قەۋەت	Capa electrónica
مۇھەررىر	Edición (proceso)
مىكروسكوپ	Microscopio
كېمىنىڭ يان تىرەكلىرى	Costilla
جاڭ خىڭ	Zhang Heng
جاڭ چيەن	Zhang Qian
Juko shehiri	Zhoukou
جۇگىلىياڭ	Zhuge Liang
زىبو شەھىرى	Zibo
ۋىتامىن C	Vitamina C
سۇلتان ئالىپ ئارىسلان	Alp Arslan
مەن، ماشىنا ئادەم (كىنو)	Yo, robot (película)
جۇڭخۇا خەلق جۇمھۇرىيىتىنىڭ ئاساسىي قانۇنى	Constitución de la República Popular China
قاشتېشى	Jaspe
تگرین اعظم	Tigranes II el Grande
كۆكمۇچ	Capsicum
چۆل مۈشۈكى	Felis silvestris bieti
جۇڭگو شىنخۇا ئاگېنتلىقى	Xinhua
Lankastér	Lancaster (Lancashire)
لىجياڭ شەھىرى	Lijiang
چىچىخار شەھىرى	Qiqihar
ئۇزۇن قۇيرۇق بۇغا	Elaphurus davidianus
سېرىق تەنلىكلەر	Mongoloide
Keyféng shehiri	Kaifeng
پارىژ ئۇنىۋېرسىتىتى	Universidad de París
مياۋزۇ مىللىتى	Miao
بېيخەي شەھىرى	Beihai
يەنتەي شەھىرى	Yantai
ﻗﯘﻣﯩﻖ	Cumuco
يىنچۈئەن شەھىرى	Yinchuan
سەئىد قۇتوب	Sayyid Qutb
ئېيقسىمان ئىپار مۈشۈك	Arctictis binturong
ئامستېردام ئۇنىۋېرستېتى	Universidad de Ámsterdam
ماتېرىيال	Material
دۇڭزۇ مىللىتى	Dong (etnia)
تارىم ئويمانلىقى	Cuenca del Tarim
بۈيۈك ئويۇن	El Gran Juego
لازۇرىت	Lapislázuli
قاراماي يۇقىر سۇرئەتلىك يولى	Carretera del Karakórum
داغۇر مىللىتى	Daur
ساكاريا دەرياسى	Río Sakarya
ﺭﺍﺩﯨﺸﺸﯧﯟ	Aleksandr Radíshchev
ئوۋتېز	Joyce Carol Oates
مۇدەنجياڭ شەھىرى	Mudanjiang
ناشى مىللىتى	Naxi
ۋاشىنگتون ئۇنىۋېرستېتى	Universidad de Washington
زونگۇلداق ۋىلايىتى	Provincia de Zonguldak
سېرىق بوغۇز بولغۇن	Martes flavigula
شىزاڭ ياۋا ئېشىكى	Equus hemionus kiang
بىرمىنگام ئۇنىۋېرستېتى	Universidad de Birmingham
چىمەلتەك	Meñique de la mano
بىلەك	Antebrazo
ماتېرىيال ئىلمى	Ciencia de materiales
ھەنبەلىي مەزھىبى	Hanafí
سەي لۇن	Cai Lun
قوڭۇر بۇغا	Rusa unicolor
مىچىگان ئۇنىۋېرستېتى	Universidad de Míchigan
ﺋﺎﻗﺴﺎﻱ ﭼﯩﻦ	Aksai Chin
مانچېستېر ئۇنىۋېرستېتى	Universidad de Mánchester
تارپان	Equus ferus ferus
امينة ساندال	Emina Jahović
ئاق تەنلىكلەر	Blanco (persona)
تارىم دەرياسى	Río Tarim
مىننېسوتا ئۇنىۋېرستېتى	Universidad de Minnesota
ئورخان پامۇك	Orhan Pamuk
ئەرتۇغرۇل غازى	Ertuğrul
ﻗﺎﺭﺍ ﭼﺎﻱ ﻣﯩﻠﻠﯩﺘﻰ	Karacháis
نەجمەتتىن ئەرباقان	Necmettin Erbakan
ﺋﺎﻟﺘﺎﻱ مىللىتى	Altáis
Teyjong shehiri	Taichung
ﻛﺎﺷﻜﺎﻱ	Kashgai
مىللەتچى ھەركەت پارتىيىسى	Partido de Acción Nacionalista
ھەيبەلى ئارىلى	Heybeliada
ﭼﯘﯞﺍﺵ ﻣﯩﻠﻠﯩﺘﻰ	Pueblo chuvasio
گيېموسخۇس بۇغىسى	Hyemoschus aquaticus
ئىسپارتا ۋىلايىتى	Provincia de Isparta
قوڭۇر يىلپىز	Neofelis
چىقچىق	Porzana parva
سېرىق ئاغمىخان	Mustela sibirica
شىزاڭ بۆكىن	Pantholops hodgsonii
چانقىرى ۋىلايىتى	Provincia de Çankırı
چورۇم ۋىلايىتى	Provincia de Çorum
ئىران ئەزەربەيجان	Azerbaiyán iraní
تۈركىيە بۈيۈك مىللەت مەجلىسى	Asamblea Nacional de Turquía
بەيزۇ مىللىتى	Bai
ئوسمانىيە ۋىلايىتى	Provincia de Osmaniye
تۇرپان ئويمانلىغى	Depresión de Turfán
1.خاتىرەمدىكى ئامېرىكا	ABC News
Putbol	Fútbol (homonimia)
رابىيە قادىر	Rebiya Kadeer
سەزەن ئاقسۇ	Sezen Aksu
جاندان ارچتین	Candan Erçetin
ۋەن مارۋىجىك	Bert van Marwijk
Hidayet Türkoghli	Hidayet Türkoğlu
داچىڭ شەھىر	Daqing
لىزۇ مىللىتى	Li (etnia)
سۇلتان مەلىك شاھ	Malik Shah I
مەھمەت ئەلىي تالات	Mehmet Ali Talat
مېلبۇرن ئۇنىۋېرستېتى	Universidad de Melbourne
Dünxuang Shehiri	Dunhuang
لوپنۇر	Lop Nor
Senya shehiri	Sanya
Dostum	Abdul Rashid Dostum
ئەكمەلىتتىن ئىھسان ئوغلۇ	Ekmeleddin İhsanoğlu
مۇستاپا ساندال	Mustafa Sandal
تاغ بورسۇقى	Melogale moschata
سالار مىللىتى	Salar (etnia)
كيوتو ئۇنىۋېرستېتى	Universidad de Kioto
بادام؛بادام؛بادام	Cuerpo amigdalino
ئىستانبۇل تېخنىكا ئۇنىۋېرسىتېتى	Universidad Politécnica de Estambul
ئىزمىر ۋىلايىتى	Provincia de Esmirna
ئاد قەۋمى	A'ad
بۇغدىيەك	Nuez de Adán
بېڭبۇ شەھەرى	Bengbu
خۇەينەن شەھىرى	Huainan
مائەنشەن شەھىرى	Maanshan
ئەنچىڭ شەھىرى	Anqing
ياۋزۇ مىللىتى	Yao
كرىستىن دەلفى	Christine Delphy
ئەرزۇرۇم ۋىلايىتى	Provincia de Erzurum
روبوتلار ۋە ئىمپىرىيە	Robots e Imperio
يۇنۇس ئەمرە	Yunus Emre
پرژىۋالسكى بۆكىنى	Procapra przewalskii
ئەپراسىياپ	Afrasiab
شانلى ئۇرفا ۋىلايىتى	Provincia de Sanliurfa
شهرزاد	Scheherezade (compositor)
ترابزون ۋىلايىتى	Provincia de Trebisonda
برىتانى كولۇمبىيە ئۇنىۋېرستېتى	Universidad de Columbia Británica
Metta bayan qilghan xush xewer	Evangelio de Mateo
ئەلبورز ۋىلايىتى	Provincia de Elburz
كاناي	Tráquea (desambiguación)
خوجا ئەھمەد يەسەۋى	Ahmad Yasavi
Tekshi choqqiliq tagh shehiri	Pingdingshan
شىنشياڭ شەھىرى	Xinxiang
Nenyang shehiri	Nanyang
Shinyang shehiri	Xinyang
ئەفەسلىكلەرگە يېزىلغان خەت	Epístola a los Efesios
زەمچە	Alumbre de potasio
ﺋﯩﻜﻜﯩﻨﭽﻰ ﻗﯩﺘﯩﻤﻠﯩﻖ ﯬﭘﻴﯘﻥ ﯰﺭﯗﺷﻰ	Segunda Guerra del Opio
ئاقسۇ ۋىلايىتى	Prefectura de Aksu
ئاقسۇ شەھىرى	Ciudad de Aksu
تېتراپىررول	Tetrapirrol
ميەنياڭ شەھىرى	Mianyang
ھلا رەڭ	Rosa (color)
نەۋشەھەر ۋىلايىتى	Provincia de Nevşehir
نازارې	Nazaret
سۇماترا بۆكىنى	Capricornis sumatraensis
دۈزجە ۋىلايىتى	Provincia de Düzce
سۈبھىدىكى روبوتلار	Los robots del amanecer
قۇندۇز ئۇرۇقدىشى	Lutra
بەشىكتاش	Beşiktaş
برىستول ئۇنىۋېرستېتى	Universidad de Brístol
ئاق بوغۇز بۆكەن	Gazella subgutturosa
يىزۇ مىللىتى	Yi
روزا ھېيت	Eid al-Fitr
كۆكمەت	Pseudois nayaur
يالىڭاچ قۇياش	El sol desnudo
نوتتىڭخام ئۇنىۋېرستېتى	Universidad de Nottingham
نەمەنگان ۋىلايىتى	Provincia de Namangán
ھانى مىللىتى	Hani
پولات قەلئەلەر	Las bóvedas de acero
گىرەسۇن ۋىلايىتى	Provincia de Giresun
گۈمۈشخانە ۋىلايىتى	Provincia de Gümüşhane
سىئىرت ۋىلايىتى	Provincia de Siirt
قاھرامان ماراش ۋىلايىتى	Provincia de Kahramanmaraş
قارامان ۋىلايىتى	Provincia de Karaman
سامسۇن ۋىلايىتى	Provincia de Samsun
ئۆزبېك مىللىتى	Uzbeko (etnia)
ئەسكىشەھەر ۋىلايىتى	Provincia de Eskişehir
بايبۇرت ۋىلايىتى	Provincia de Bayburt
ئۇشاق ۋىلايىتى	Provincia de Uşak
يالوۋا ۋىلايىتى	Provincia de Yalova
ئەلازىغ ۋىلايىتى	Provincia de Elazığ
سىۋاس ۋىلايىتى	Provincia de Sivas
غازى ئانتەپ ۋىلايىتى	Provincia de Gaziantep
قارابۈك ۋىلايىتى	Provincia de Karabük
ئەرزىنجان ۋىلايىتى	Provincia de Erzincan
ئوردۇ ۋىلايىتى	Provincia de Ordu
كاستامونۇ ۋىلايىتى	Provincia de Kastamonu
توقات ۋىلايىتى	Provincia de Tokat
نورۇز بايرىمى	Nouruz
كايسەرى ۋىلايىتى	Provincia de Kayseri
رىزە ۋىلايىتى	Provincia de Rize
تاجىك مىللىتى	Tayikos
مۇھەممەد ئىقبال	Muhammad Iqbal
پارسلار	Pueblo persa
قاراقالپاقىستان	Karakalpakia
قىرىققالە ۋىلايىتى	Provincia de Kırıkkale
قىرغىز مىللىتى	Kirguís (etnia)
شاڭخەي ھەمكارلىق تەشكىلاتى	Organización de Cooperación de Shanghái
تۈركىيە دەرىجىدىن تاشقىرى ئايلانمىسى	Superliga de Turquía
تاركان	Tarkan
ﻳﺎﻗﯘﺕ ﻣﯩﻠﻠﯩﺘﻰ	Yakutos
فەرغانە ئويمانلىقى	Valle de Ferganá
فەرغانە	Ferganá
Kanzas Shehiri, Kanzas	Kansas City (Kansas)
پەرغانە ۋىلايىتى	Provincia de Ferganá
بۇخارا ۋىلايىتى	Provincia de Bujará
ئەنجان ۋىلايىتى	Provincia de Andillán
سەمەرقەنت ۋىلايىتى	Provincia de Samarcanda
سۇرخاندەريا ۋىلايىتى	Provincia de Surjandarín
چاغاتاي خان	Chagatai
سىردەريا ۋىلايىتى	Provincia de Sirdarín
سىدنېي ئۇنىۋېرستېتى	Universidad de Sídney
خارەزىم ۋىلايىتى	Provincia de Corasmia
نەۋايى ۋىلايىتى	Provincia de Navoi
قاشقادەريا ۋىلايىتى	Provincia de Kashkadar
تاشكەنت ۋىلايىتى	Provincia de Taskent
جىزاق ۋىلايىتى	Provincia de Djizaks
ئاۋكلاند ئۇنىۋېرستېتى	Universidad de Auckland
قاراخانىيلار خانلىقى	Qarajanida
چىپار بۆكەن	Naemorhedus goral
ئوغۇزلار	Oğuz
كۆمۈرچەك	Tejido cartilaginoso
جەنۋە ئۇنىۋېرستېتى	Universidad de Ginebra
قىزىل تاغ	Montañas Flameantes
تارىم توشقىنى	Lepus yarkandensis
قۇربان ھېيت	Eid al-Adha
تىمساھ	Alligator
ئىستانبۇل ۋىلايىتى	Provincia de Estambul
Kökxot shehiri	Hohhot
بەزگە مۇناسىۋەتلىك	Amígdala faríngea
يەكەن دەرياسى	Río Yarkand
باۋتۇ شەھىر	Baotou
ھېنرىخ ھېينى مۇكاپاتى	Premio Heinrich Heine
كىنالى ئارىلى	Kınalıada
رومبىسىمان كرىستال كاتەكچىسى	Sistema cristalino trigonal
تۇجيا مىللىتى	Tujia
تېھران ۋىلايىتى	Provincia de Teherán
موناش ئۇنىۋېرستېتى	Universidad de Monash
كىچىك مونتياك	Muntiacus crinifrons
ئۇلترا ئۆتكۈزگۈچ	Clasificación de los superconductores
رېگان ئىقتىسادشۇناسلىقى	Reaganomía
دۇلۇڭ مىللىتى	Derung
تۇنجەلى ۋىلايىتى	Provincia de Tunceli
ئارال شەھرى	Aral (Sinkiang)
خوتەن دەرياسى	Río Hotan
چىپار يۈز قوڭغارچا	Paguma larvata
مۇز تاغ ئاتا	Muztagh Ata
ئالبېرتا ئۇنىۋېرستېتى	Universidad de Alberta
قوي گۆشى	Carne de cordero
تارباغاتاي ۋىلايىتى	Tacheng
قوڭۇر تاغ	Kongur
خەينە بۇغىسى	Rucervus eldii
شىرناق ۋىلايىتى	Provincia de Şırnak
قالقانسىمان يان بەز	Glándula paratiroides
قۇمۇل شەھىرى	Ciudad de Kumul
ئوساكا ئۇنىۋېرستېتى	Universidad de Osaka
ﺗﻮﻓﺎ ﻣﯩﻠﻠﯩﺘﻰ	Tofalar
قاراماي شەھىرى	Karamay
بۇيى مىللىت	Buyei
سۈلەيسۈن	Lynx (animal)
سەدەف ئارىلى	Sedef
نان	Naan
سېرىق مۇنتجاك بۇغىسى	Muntiacus reevesi
دۇنيا ئۇيغۇر قۇرۇلتىيى	Congreso Mundial Uigur
بۆرەك ئۈستى بېزى	Glándula suprarrenal
لىمفا ئىشلەپچىقىرىدىغان	Sistema linfático
يانپاش	Pelvis
ISO 639-1	ISO 639-1
تەيۋەن بۆكىنى	Capricornis swinhoei
ISO 639-2	ISO 639-2
يۇڭ تاجلىق بۇغا	Elaphodus cephalophus
ھىمالايا چۇپۇرلۇق قويى	Hemitragus jemlahicus
ئاق تۇمشۇق بۇغا	Przewalskium albirostris
ئۇرال - ئالتاي تىللىرى سېستىمىسى	Lenguas uralo-altaicas
تيېرى مېيىسسان	Thierry Meyssan
شېزۇ مىللىتى	She
قەشقەر ۋىلايىتى	Prefectura de Kasgar
نەي	Ney (instrumento musical)
تىن تىننىڭ سەرگۈزەشتىلىرى	Las aventuras de Tintín
دۇڭشياڭ مىللىتى	Dongxiang
لاخۇ مىللىتى	Lahu
بازا	Fundación (novela)
قارىقۇيرۇق	Procapra gutturosa
چوڭ ئىپار مۈشۈك	Viverra zibetha
ئۈرۈمچى دىۋوپۇ خەلقئارا ئايروپورتى	Aeropuerto Internacional de Urumchi-Diwopu
ئالتاي ۋىلايىتى	Altay
ۋۇجياچۈ شەھىرى	Wujiaqu
ئايدىڭكۆل	Lago Aiding
بابۇر	Babur
جەرەنبۇلاق رايونى	Baijiantan
بايىنغولىن موڭغۇل ئاپتونوم ئوبلاستى	Prefectura autónoma mongol de Bayingolin
بونان مىللىتى	Bonan
قارا تەنلىكلەر	Negro (persona)
ئورخۇن ئۇيغۇر خانلىقى	Kanato uigur
بورىس ۋاسىلىيىۋ	Borís Vasíliev
كورلا شەھىرى	Korla
بازا ۋە ئىمپىرىيە	Fundación e Imperio
دەيزۇ مىللىتى	Dai
مېنبا مىللىتى	Monba
شەرقىي تۈركىستان	Turquestán Oriental
چياڭزۇ مىللىتى	Qiang
ۋازۇ مىللىتى	Va
5-ئىيۇل ۋەقەسى	Disturbios en Urumchi de julio de 2009
تاجىسىمان يۇرەك قان تومۇر كېسىلى	Cardiopatía isquémica
ISO 639-3	ISO 639-3
ئىلى قازاق ئاپتونوم ۋىلايىتى	Prefectura autónoma kazaja de Ilí
شىخەنزە شەھىرى	Shihezi
دوكتور ئاسپرانتى	Doctorado
ئاچاڭ مىللىتى	Achang
تۇزۇ مىللىتى	Tu (etnia)
ئېگىز تاغ بۆكىنى	Procapra picticaudata
ئىككىنچى بازا	Segunda Fundación
لوبا مىللىتى	Lhoba
لىسۇ مىللىتى	Lisu
QQ	QQ
تېڭشۈن شىركىتى	Tencent Holdings
قىزىلسۇ قىرغىز ئاپتونوم ئوبلاستى	Prefectura autónoma kirguís de Kizilsu
كۋېنسلاند ئۇنىۋېرستېتى	Universidad de Queensland
غۇلجا شەھىرى	Gulja
نۇزۇ مىللىتى	Nu (etnia)
مۇلاۋ مىللىتى	Mulao
بورتالا موڭغۇل ئاپتونوم ئوبلاستى	Prefectura autónoma mongol de Bortala
پۇمى مىللىتى	Pumi
قئارئاهوجئا	Ruinas de Gaochang
布朗族	Blang
تاشقۇرقان تاجىك ئاپتونوم ناھىيىسى	Condado autónomo de Tashkurgán
روبوت چاتما رومانى	Serie de los robots
قىزىل بۆكەن	Naemorhedus baileyi
ياردەم:ياردەم	Ayuda:Contenidos
خوتەن ناھىيىسى	Condado de Jotán
بازىنىڭ چېتى	Los límites de la Fundación
تاشقۇرغان	Tashkurgán
چوڭ تەخسە توخۇ قورۇمىسى	Dapanji
شەرقى تۈركىستان جۇمھۇرىيىتى	Primera República del Turkestán Oriental
تۇمشۇق شەھىرى	Tumshuke
بۈيۈك ئارال	Büyükada
خوتەن ۋىلايىتى	Prefectura de Jotán
قۇمۇل ۋىلايىتى	Kumul
سانجى خۇيزۇ ئاپتونوم ئوبلاستى	Prefectura autónoma hui de Changji
كۈيتۇن شەھىرى	Kuytun
سانجى شەھىرى	Changji
فارس ۋىلايىتى	Fars
بۇرگاز ئارىلى	Burgazada
تۇدۇڭخابا رايونى	Toutunhe
ئاشقازان	Estómago
ئېلىك	Capreolus
شىبە مىللىتى	Xibe
كىنو مىللىتى	Jino
ئورۇنچون مىللىتى	Oroqen
ئەنقەرە ئۇنىۋېرسىتېتى	Universidad de Ankara
پېشاۋار	Peshawar
دۇتار	Dutar
كونا تاڭنامە	Libro de Tang
تۇخۇم نەيچىسى	Trompa uterina
ئېسفەھان ۋىلايىتى	Provincia de Isfahán
تۈر:تۈركىيە	Categoría:Turquía
تۈر:ئۆسۈملۈك	Categoría:Plantae
تۈر:فىزىكا	Categoría:Física
تۈر:تەبىئىي پەن	Categoría:Ciencias naturales
تۈر:Geografia	Categoría:Geografía
قەشقەر دەرياسى	Río Kasgar
لەغمەن	Lamian
دوگانا	Dogana
ماخۇاتېڭ	Ma Huateng
سالانق تەشمەسى	Túnel de Salang
سىۋرى ئارىلى	Sivriada
ياسسى ئارىلى	Yassıada
تۈر:خرىستىئان دىنى	Categoría:Cristianismo
بارلاس قەبىلىسى	Barlas
ئەنقەرە ۋىلايىتى	Provincia de Ankara
قاراقاش دەرياسى	Río Karakash
يورۇڭقاش دەرياسى	Río Yurungkash
چەرچەن دەرياسى	Río Qiemo
قاراباغ	Karabaj
ئىراق ۋە شام ئىسلام دۆلىتى	Estado Islámico (organización terrorista)
ماجيەن	Muhammad Ma Jian
پوزىترونىك مىڭە	Cerebro positrónico
پۇشتۇ مىللىتى	Pastún
مۇقام	Muqam
گېئورگى بۇچنېر ئەدەبىيات مۇكاپاتى	Premio Georg Büchner
ئابدۇرېھىم ئۆتكۈر	Abdurehim Ötkür
كېسەل	Pantorrilla
ﺩﯨﻠﺒﻪﺭ ﻳﯘﻧﯘﺱ	Dilber
بىنەپشە رەڭ	Púrpura
سەيپىدىن ئەزىزى	Saifuddin Azizi
ئەركىن ئابدۇللا	Erkin Abdulla
Ördek	Pato
قېلىپ:Tl	Plantilla:Ep
قېلىپ:Userbox	Usuario:Userbox/Userbox
Wikipedia:Administrators	Wikipedia:Bibliotecarios
تۈر:جۇڭخۇا مىللەتلىرى	Categoría:Etnias de China
مىسىر	Egipto
قېلىپ:Bot	Plantilla:Bot
كانادا	Canadá
Wikipedia:ھەققىدە	Wikipedia:Acerca de
قېلىپ:Flagicon	Plantilla:Bandera
قېلىپ:Documentation	Plantilla:Documentación
Sung Jae-gi	Sung Jae-ki
