Áfríkà	África
Ẹ̀ka:Kẹ́nyà	Categoría:Kenia
Ẹ̀ka:Kòmórò	Categoría:Comoras
Ẹ̀ka:Làìbéríà	Categoría:Liberia
Ẹ̀ka:Líbyà	Categoría:Libia
Ẹ̀ka:Madagáskàr	Categoría:Madagascar
Ẹ̀ka:Màláwì	Categoría:Malaui
Ẹ̀ka:Málì	Categoría:Malí
Ẹ̀ka:Mòrókò	Categoría:Marruecos
Ẹ̀ka:Mauritáníà	Categoría:Mauritania
Ẹ̀ka:Mọ́rísì	Categoría:Mauricio
Ẹ̀ka:Mozambique	Categoría:Mozambique
Ẹ̀ka:Nàmíbíà	Categoría:Namibia
Ẹ̀ka:Orílẹ̀-èdè Olómìnira ilẹ̀ Kóngò	Categoría:República del Congo
Ẹ̀ka:Rùwándà	Categoría:Ruanda
Ẹ̀ka:Àwọn ilẹ̀ ọbalúayé tẹ́lẹ̀	Categoría:Antiguos imperios
Ẹ̀ka:Àwọn ẹlẹ́bùn Nobel ará Itálíà	Categoría:Premios Nobel de Italia
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 2011	Categoría:Fallecidos en 2011
Àdàkọ:8TeamBracket-Tennis5	Plantilla:Eliminatoria de 8-3 sets
Ẹ̀ka:Tennessee	Categoría:Tennessee
Ẹ̀ka:Àwọn ìlú ní Hesse	Categoría:Localidades de Hesse
Àdàkọ:Citation/core	Plantilla:Obra citada/núcleo
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1738	Categoría:Fallecidos en 1738
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1740	Categoría:Fallecidos en 1740
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1750	Categoría:Fallecidos en 1750
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1763	Categoría:Fallecidos en 1763
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1765	Categoría:Fallecidos en 1765
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1766	Categoría:Fallecidos en 1766
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1774	Categoría:Fallecidos en 1774
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1779	Categoría:Fallecidos en 1779
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1791	Categoría:Fallecidos en 1791
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1792	Categoría:Fallecidos en 1792
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1796	Categoría:Fallecidos en 1796
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1797	Categoría:Fallecidos en 1797
Ẹ̀ka:1800	Categoría:1800
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1800	Categoría:Fallecidos en 1800
Ẹ̀ka:1801	Categoría:1801
Ẹ̀ka:1802	Categoría:1802
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1802	Categoría:Nacidos en 1802
Ẹ̀ka:1803	Categoría:1803
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1803	Categoría:Fallecidos en 1803
Ẹ̀ka:1804	Categoría:1804
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1804	Categoría:Fallecidos en 1804
Ẹ̀ka:1805	Categoría:1805
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1805	Categoría:Fallecidos en 1805
Ẹ̀ka:1806	Categoría:1806
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1806	Categoría:Fallecidos en 1806
Ẹ̀ka:1807	Categoría:1807
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1807	Categoría:Fallecidos en 1807
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1808	Categoría:Fallecidos en 1808
Ẹ̀ka:1809	Categoría:1809
Ẹ̀ka:1810	Categoría:1810
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1810	Categoría:Fallecidos en 1810
Ẹ̀ka:1811	Categoría:1811
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1811	Categoría:Nacidos en 1811
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1811	Categoría:Fallecidos en 1811
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1812	Categoría:Fallecidos en 1812
Ẹ̀ka:1813	Categoría:1813
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1813	Categoría:Fallecidos en 1813
Ẹ̀ka:1814	Categoría:1814
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1814	Categoría:Fallecidos en 1814
Ẹ̀ka:1815	Categoría:1815
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1815	Categoría:Fallecidos en 1815
Ẹ̀ka:1816	Categoría:1816
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1816	Categoría:Fallecidos en 1816
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1817	Categoría:Fallecidos en 1817
Ẹ̀ka:1818	Categoría:1818
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1818	Categoría:Fallecidos en 1818
Ẹ̀ka:1819	Categoría:1819
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1819	Categoría:Fallecidos en 1819
Ẹ̀ka:1820	Categoría:1820
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1820	Categoría:Fallecidos en 1820
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1821	Categoría:Fallecidos en 1821
Ẹ̀ka:1823	Categoría:1823
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1824	Categoría:Fallecidos en 1824
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1825	Categoría:Fallecidos en 1825
Ẹ̀ka:1827	Categoría:1827
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1828	Categoría:Fallecidos en 1828
Ẹ̀ka:1830	Categoría:1830
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1831	Categoría:Fallecidos en 1831
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1832	Categoría:Fallecidos en 1832
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1833	Categoría:Fallecidos en 1833
Ẹ̀ka:1834	Categoría:1834
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1834	Categoría:Fallecidos en 1834
Ẹ̀ka:1835	Categoría:1835
Ẹ̀ka:1836	Categoría:1836
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1836	Categoría:Fallecidos en 1836
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1837	Categoría:Fallecidos en 1837
Ẹ̀ka:1838	Categoría:1838
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1838	Categoría:Fallecidos en 1838
Ẹ̀ka:1839	Categoría:1839
Ẹ̀ka:1840	Categoría:1840
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1840	Categoría:Fallecidos en 1840
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1841	Categoría:Fallecidos en 1841
Ẹ̀ka:1842	Categoría:1842
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1842	Categoría:Fallecidos en 1842
Ẹ̀ka:1843	Categoría:1843
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1843	Categoría:Fallecidos en 1843
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1844	Categoría:Fallecidos en 1844
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1845	Categoría:Fallecidos en 1845
Ẹ̀ka:1846	Categoría:1846
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1846	Categoría:Fallecidos en 1846
Ẹ̀ka:1847	Categoría:1847
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1847	Categoría:Fallecidos en 1847
Ẹ̀ka:1848	Categoría:1848
Ẹ̀ka:1849	Categoría:1849
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1849	Categoría:Fallecidos en 1849
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1850	Categoría:Fallecidos en 1850
Ẹ̀ka:1851	Categoría:1851
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1851	Categoría:Fallecidos en 1851
Ẹ̀ka:1852	Categoría:1852
Ẹ̀ka:1853	Categoría:1853
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1853	Categoría:Fallecidos en 1853
Ẹ̀ka:1854	Categoría:1854
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1854	Categoría:Fallecidos en 1854
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1855	Categoría:Fallecidos en 1855
Ẹ̀ka:1856	Categoría:1856
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1856	Categoría:Fallecidos en 1856
Ẹ̀ka:1857	Categoría:1857
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1857	Categoría:Fallecidos en 1857
Ẹ̀ka:1858	Categoría:1858
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1858	Categoría:Fallecidos en 1858
Ẹ̀ka:1859	Categoría:1859
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1859	Categoría:Fallecidos en 1859
Ẹ̀ka:1860	Categoría:1860
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1860	Categoría:Fallecidos en 1860
Ẹ̀ka:1861	Categoría:1861
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1861	Categoría:Fallecidos en 1861
Ẹ̀ka:1862	Categoría:1862
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1862	Categoría:Fallecidos en 1862
Ẹ̀ka:1863	Categoría:1863
Ẹ̀ka:1864	Categoría:1864
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1864	Categoría:Fallecidos en 1864
Ẹ̀ka:1865	Categoría:1865
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1865	Categoría:Fallecidos en 1865
Ẹ̀ka:1866	Categoría:1866
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1866	Categoría:Fallecidos en 1866
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1867	Categoría:Fallecidos en 1867
Ẹ̀ka:1868	Categoría:1868
Ẹ̀ka:1869	Categoría:1869
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1869	Categoría:Fallecidos en 1869
Ẹ̀ka:1870	Categoría:1870
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1870	Categoría:Fallecidos en 1870
Ẹ̀ka:1871	Categoría:1871
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1871	Categoría:Fallecidos en 1871
Ẹ̀ka:1872	Categoría:1872
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1872	Categoría:Fallecidos en 1872
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1873	Categoría:Fallecidos en 1873
Ẹ̀ka:1874	Categoría:1874
Ẹ̀ka:1875	Categoría:1875
Ẹ̀ka:1876	Categoría:1876
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1876	Categoría:Fallecidos en 1876
Ẹ̀ka:1877	Categoría:1877
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1877	Categoría:Fallecidos en 1877
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1878	Categoría:Fallecidos en 1878
Ẹ̀ka:1879	Categoría:1879
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1879	Categoría:Fallecidos en 1879
Ẹ̀ka:1880	Categoría:1880
Ẹ̀ka:1881	Categoría:1881
Ẹ̀ka:1882	Categoría:1882
Ẹ̀ka:1883	Categoría:1883
Ẹ̀ka:1884	Categoría:1884
Ẹ̀ka:1885	Categoría:1885
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1885	Categoría:Fallecidos en 1885
Ẹ̀ka:1886	Categoría:1886
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1886	Categoría:Fallecidos en 1886
Ẹ̀ka:1887	Categoría:1887
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1887	Categoría:Fallecidos en 1887
Ẹ̀ka:1889	Categoría:1889
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1889	Categoría:Fallecidos en 1889
Ẹ̀ka:1890	Categoría:1890
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1890	Categoría:Fallecidos en 1890
Ẹ̀ka:1891	Categoría:1891
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1891	Categoría:Fallecidos en 1891
Ẹ̀ka:1892	Categoría:1892
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1892	Categoría:Fallecidos en 1892
Ẹ̀ka:1893	Categoría:1893
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1893	Categoría:Fallecidos en 1893
Ẹ̀ka:1894	Categoría:1894
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1894	Categoría:Fallecidos en 1894
Ẹ̀ka:1895	Categoría:1895
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1895	Categoría:Fallecidos en 1895
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1896	Categoría:Fallecidos en 1896
Ẹ̀ka:1897	Categoría:1897
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1897	Categoría:Fallecidos en 1897
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1898	Categoría:Fallecidos en 1898
Ẹ̀ka:1899	Categoría:1899
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1899	Categoría:Fallecidos en 1899
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1900	Categoría:Fallecidos en 1900
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1901	Categoría:Fallecidos en 1901
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1905	Categoría:Fallecidos en 1905
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1906	Categoría:Fallecidos en 1906
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1908	Categoría:Fallecidos en 1908
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1909	Categoría:Fallecidos en 1909
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1910	Categoría:Fallecidos en 1910
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1912	Categoría:Fallecidos en 1912
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1913	Categoría:Fallecidos en 1913
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1914	Categoría:Fallecidos en 1914
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1915	Categoría:Fallecidos en 1915
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1916	Categoría:Fallecidos en 1916
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1917	Categoría:Fallecidos en 1917
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1918	Categoría:Fallecidos en 1918
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1919	Categoría:Fallecidos en 1919
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1920	Categoría:Fallecidos en 1920
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1921	Categoría:Fallecidos en 1921
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1923	Categoría:Fallecidos en 1923
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1925	Categoría:Fallecidos en 1925
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1926	Categoría:Fallecidos en 1926
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1927	Categoría:Fallecidos en 1927
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1932	Categoría:Fallecidos en 1932
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1935	Categoría:Fallecidos en 1935
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1936	Categoría:Fallecidos en 1936
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1939	Categoría:Fallecidos en 1939
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1940	Categoría:Fallecidos en 1940
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1941	Categoría:Fallecidos en 1941
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1944	Categoría:Fallecidos en 1944
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1948	Categoría:Fallecidos en 1948
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1951	Categoría:Fallecidos en 1951
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1952	Categoría:Fallecidos en 1952
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1953	Categoría:Fallecidos en 1953
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1954	Categoría:Fallecidos en 1954
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1955	Categoría:Fallecidos en 1955
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1956	Categoría:Fallecidos en 1956
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1957	Categoría:Fallecidos en 1957
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1958	Categoría:Fallecidos en 1958
Ẹ̀ka:1961	Categoría:1961
Ẹ̀ka:1964	Categoría:1964
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1964	Categoría:Fallecidos en 1964
Ẹ̀ka:1965	Categoría:1965
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1965	Categoría:Fallecidos en 1965
Ẹ̀ka:1966	Categoría:1966
Ẹ̀ka:1967	Categoría:1967
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1967	Categoría:Fallecidos en 1967
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1968	Categoría:Fallecidos en 1968
Ẹ̀ka:1969	Categoría:1969
Ẹ̀ka:1970	Categoría:1970
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1970	Categoría:Fallecidos en 1970
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1971	Categoría:Fallecidos en 1971
Ẹ̀ka:1972	Categoría:1972
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1972	Categoría:Fallecidos en 1972
Ẹ̀ka:1973	Categoría:1973
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1973	Categoría:Fallecidos en 1973
Ẹ̀ka:1974	Categoría:1974
Ẹ̀ka:1975	Categoría:1975
Ẹ̀ka:1976	Categoría:1976
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1977	Categoría:Fallecidos en 1977
Ẹ̀ka:1978	Categoría:1978
Ẹ̀ka:1979	Categoría:1979
Ẹ̀ka:1980	Categoría:1980
Ẹ̀ka:1981	Categoría:1981
Ẹ̀ka:1982	Categoría:1982
Ẹ̀ka:Atòlànà kọ̀mpútà gẹ́gẹ́ bíi ìwé àṣẹ	Categoría:Software por licencia
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1982	Categoría:Fallecidos en 1982
Ẹ̀ka:1983	Categoría:1983
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1983	Categoría:Fallecidos en 1983
Ẹ̀ka:1984	Categoría:1984
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1984	Categoría:Fallecidos en 1984
Ẹ̀ka:1985	Categoría:1985
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1985	Categoría:Fallecidos en 1985
Ẹ̀ka:1986	Categoría:1986
Ẹ̀ka:1987	Categoría:1987
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1987	Categoría:Fallecidos en 1987
Ẹ̀ka:1988	Categoría:1988
Ẹ̀ka:1989	Categoría:1989
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1989	Categoría:Fallecidos en 1989
Ẹ̀ka:1990	Categoría:1990
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1990	Categoría:Fallecidos en 1990
Ẹ̀ka:1991	Categoría:1991
Ẹ̀ka:1992	Categoría:1992
Ẹ̀ka:1993	Categoría:1993
Ẹ̀ka:1994	Categoría:1994
Ẹ̀ka:1995	Categoría:1995
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1995	Categoría:Fallecidos en 1995
Ẹ̀ka:1996	Categoría:1996
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1996	Categoría:Fallecidos en 1996
Ẹ̀ka:1997	Categoría:1997
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1997	Categoría:Fallecidos en 1997
Ẹ̀ka:1999	Categoría:1999
Ẹ̀ka:2000	Categoría:2000
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 2000	Categoría:Fallecidos en 2000
Ẹ̀ka:2001	Categoría:2001
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 2001	Categoría:Fallecidos en 2001
Ẹ̀ka:2002	Categoría:2002
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 2002	Categoría:Fallecidos en 2002
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 2003	Categoría:Fallecidos en 2003
Ẹ̀ka:2004	Categoría:2004
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 2004	Categoría:Fallecidos en 2004
Ẹ̀ka:2005	Categoría:2005
Ẹ̀ka:2006	Categoría:2006
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 2006	Categoría:Fallecidos en 2006
Ẹ̀ka:2007	Categoría:2007
Ẹ̀ka:2008	Categoría:2008
Ẹ̀ka:2009	Categoría:2009
Ẹ̀ka:2010	Categoría:2010
Ẹ̀ka:2011	Categoría:2011
Ẹ̀ka:Àwọn ọjọ́ìbí ní 2013	Categoría:Nacidos en 2013
Ẹ̀ka:Àwọn afárá ní orílẹ̀-èdè	Categoría:Puentes por país
Ẹ̀ka:Ìṣèlú ilẹ̀ Gàbọ̀n	Categoría:Política de Gabón
Ẹ̀ka:Ìṣèlú ilẹ̀ Gámbíà	Categoría:Política de Gambia
Ẹ̀ka:Ìṣèlú ilẹ̀ Guinea	Categoría:Política de Guinea
Ẹ̀ka:Ìṣèlú ilẹ̀ Nàmíbíà	Categoría:Política de Namibia
Ẹ̀ka:Ìṣèlú ilẹ̀ Nàìjíríà	Categoría:Política de Nigeria
Ẹ̀ka:Ìṣèlú ilẹ̀ Gúúsù Áfríkà	Categoría:Política de Sudáfrica
Ẹ̀ka:Ìṣèlú ilẹ̀ Líbyà	Categoría:Política de Libia
Ẹ̀ka:Ìṣèlú ilẹ̀ Màláwì	Categoría:Política de Malaui
Ẹ̀ka:Ìṣèlú ilẹ̀ Málì	Categoría:Política de Malí
Ẹ̀ka:Ìṣèlú ilẹ̀ Mòrókò	Categoría:Política de Marruecos
Ẹ̀ka:Ìṣèlú ilẹ̀ Mauritáníà	Categoría:Política de Mauritania
Ẹ̀ka:Ìṣèlú ilẹ̀ Mòsámbìk	Categoría:Política de Mozambique
Ẹ̀ka:Ìṣèlú ilẹ̀ Benin	Categoría:Política de Benín
Ẹ̀ka:Ìṣèlú ilẹ̀ Bòtswánà	Categoría:Política de Botsuana
Ẹ̀ka:Ìṣèlú ilẹ̀ Bùrúndì	Categoría:Política de Burundi
Ẹ̀ka:Ìṣèlú ilẹ̀ Sẹ̀nẹ̀gàl	Categoría:Política de Senegal
Ẹ̀ka:Ìṣèlú ilẹ̀ Ṣèíhẹ́lẹ́sì	Categoría:Política de Seychelles
Ẹ̀ka:Ìṣèlú ilẹ̀ Sudan	Categoría:Política de Sudán
Ẹ̀ka:Ìṣèlú ilẹ̀ Àlgéríà	Categoría:Política de Argelia
Ẹ̀ka:Ìṣèlú ilẹ̀ Àngólà	Categoría:Política de Angola
Ẹ̀ka:Ìṣèlú ilẹ̀ Guinea Alágedeméjì	Categoría:Política de Guinea Ecuatorial
Ẹ̀ka:Ìṣèlú ilẹ̀ Orílẹ̀-èdè Olómìnira Àrin Áfríkà	Categoría:Política de la República Centroafricana
Ẹ̀ka:Ìṣèlú ilẹ̀ Sìmbábúè	Categoría:Política de Zimbabue
Ẹ̀ka:Ìṣèlú ilẹ̀ Cape Verde	Categoría:Política de Cabo Verde
Ẹ̀ka:Ìṣèlú ilẹ̀ Tógò	Categoría:Política de Togo
Ẹ̀ka:Àwọn ẹlẹ́bùn Nobel ará Bangladẹ́shì	Categoría:Premios Nobel de Bangladés
Àdàkọ:Cretaceous Footer	Plantilla:Cretácico
Ẹ̀ka:Ìtàn ilẹ̀ Ghánà	Categoría:Historia de Ghana
Ẹ̀ka:Ìtàn ilẹ̀ Guinea-Bissau	Categoría:Historia de Guinea-Bisáu
Ẹ̀ka:Ìtàn ilẹ̀ Nìjẹ̀r	Categoría:Historia de Níger
Ẹ̀ka:Ìtàn ilẹ̀ Líbyà	Categoría:Historia de Libia
Ẹ̀ka:Ìtàn ilẹ̀ Màláwì	Categoría:Historia de Malaui
Ẹ̀ka:Ìtàn ilẹ̀ Sẹ̀nẹ̀gàl	Categoría:Historia de Senegal
Ẹ̀ka:Ìtàn ilẹ̀ Mauritáníà	Categoría:Historia de Mauritania
Ẹ̀ka:Ìtàn ilẹ̀ Bùrúndì	Categoría:Historia de Burundi
Ẹ̀ka:Ìtàn ilẹ̀ Sudan	Categoría:Historia de Sudán
Ẹ̀ka:Ìtàn ilẹ̀ Swásílándì	Categoría:Historia de Suazilandia
Ẹ̀ka:Ìtàn ilẹ̀ Àlgéríà	Categoría:Historia de Argelia
Ẹ̀ka:Ìtàn ilẹ̀ Àngólà	Categoría:Historia de Angola
Ẹ̀ka:Ìtàn ilẹ̀ Ethiópíà	Categoría:Historia de Etiopía
Ẹ̀ka:Ìtàn ilẹ̀ Ẹ́gíptì	Categoría:Historia de Egipto
Ẹ̀ka:Ìtàn ilẹ̀ Sámbíà	Categoría:Historia de Zambia
Ẹ̀ka:Ìtàn ilẹ̀ Djìbútì	Categoría:Historia de Yibuti
Ẹ̀ka:Ìtàn ilẹ̀ Cape Verde	Categoría:Historia de Cabo Verde
Ẹ̀ka:Ìtàn ilẹ̀ Côte d'Ivoire	Categoría:Historia de Costa de Marfil
Ẹ̀ka:Àwọn ẹgbẹ́ olóṣèlú bíi orílẹ̀-èdè	Categoría:Partidos políticos por país
Ẹ̀ka:Ìṣèlú ilẹ̀ Ghánà	Categoría:Política de Ghana
Ẹ̀ka:Ìṣèlú ilẹ̀ Sao Tome àti Principe	Categoría:Política de Santo Tomé y Príncipe
Ẹ̀ka:Ìṣèlú ilẹ̀ Siẹrra Léònè	Categoría:Política de Sierra Leona
Ẹ̀ka:Ìṣèlú ilẹ̀ Ẹritrẹ́à	Categoría:Política de Eritrea
Ẹ̀ka:Àwọn ìdásílẹ̀ gẹ́gẹ́bí àsìkò	Categoría:Fundaciones por tiempo
Ẹ̀ka:Ìṣèlú ilẹ̀ Tànsáníà	Categoría:Política de Tanzania
Ẹ̀ka:Ìṣèlú ilẹ̀ Pọ́rtúgàl	Categoría:Política de Portugal
Ẹ̀ka:Ìtàn ilẹ̀ Gámbíà	Categoría:Historia de Gambia
Ẹ̀ka:Ìtàn ilẹ̀ Nàmíbíà	Categoría:Historia de Namibia
Ẹ̀ka:Ìtàn ilẹ̀ Gúúsù Áfríkà	Categoría:Historia de Sudáfrica
Ẹ̀ka:Ìtàn ilẹ̀ Rùwándà	Categoría:Historia de Ruanda
Ẹ̀ka:Ìtàn ilẹ̀ Madagáskàr	Categoría:Historia de Madagascar
Ẹ̀ka:Ìtàn ilẹ̀ Málì	Categoría:Historia de Malí
Ẹ̀ka:Ìtàn ilẹ̀ Bùrkínà Fasò	Categoría:Historia de Burkina Faso
Ẹ̀ka:Ìtàn ilẹ̀ Sao Tome àti Principe	Categoría:Historia de Santo Tomé y Príncipe
Ẹ̀ka:Ìtàn ilẹ̀ Ṣèíhẹ́lẹ́sì	Categoría:Historia de Seychelles
Ẹ̀ka:Ìtàn ilẹ̀ Siẹrra Léònè	Categoría:Historia de Sierra Leona
Ẹ̀ka:Ìtàn ilẹ̀ Guinea Alágedeméjì	Categoría:Historia de Guinea Ecuatorial
Ẹ̀ka:Ìtàn ilẹ̀ Sìmbábúè	Categoría:Historia de Zimbabue
Ẹ̀ka:Àwọn ẹgbẹ́ olórin ará Málì	Categoría:Grupos de música de Malí
Ẹ̀ka:Owóníná	Categoría:Monedas
