Aprika	África
Kategorya:1126	Categoría:1126
Kategorya:Abstraktong alhebra	Categoría:Álgebra abstracta
Misako Watanabe	Misako Watanabe
Kategorya:Namatay noong 1950	Categoría:Fallecidos en 1950
Kategorya:Angola	Categoría:Angola
Kategorya:Benin	Categoría:Benín
Kategorya:Côte d'Ivoire	Categoría:Costa de Marfil
Kategorya:Gabon	Categoría:Gabón
Kategorya:Libya	Categoría:Libia
Kategorya:Madagascar	Categoría:Madagascar
Kategorya:Malawi	Categoría:Malaui
Kategorya:Morocco	Categoría:Marruecos
Kategorya:Mozambique	Categoría:Mozambique
Kategorya:Namibia	Categoría:Namibia
Kategorya:Ruwanda	Categoría:Ruanda
Kategorya:1480	Categoría:1480
Kategorya:Emilia-Romagna	Categoría:Emilia-Romaña
Kategorya:1486	Categoría:1486
Kategorya:Namatay noong 1516	Categoría:Fallecidos en 1516
Kategorya:Namatay noong 1575	Categoría:Fallecidos en 1575
Kategorya:Mga diperensiya ng utak	Categoría:Enfermedades del cerebro
Kategorya:1587	Categoría:1587
Kategorya:Namatay noong 1587	Categoría:Fallecidos en 1587
Kategorya:1589	Categoría:1589
Kategorya:1599	Categoría:1599
Kategorya:1602	Categoría:1602
Kategorya:Namatay noong 1602	Categoría:Fallecidos en 1602
Kategorya:1610	Categoría:1610
Kategorya:Namatay noong 1610	Categoría:Fallecidos en 1610
Kategorya:Ekonomiyang pambayan	Categoría:Hacienda pública
Kategorya:Namatay noong 1635	Categoría:Fallecidos en 1635
Kategorya:Kasaysayan ng Polonya	Categoría:Historia de Polonia
Kategorya:Islam sa Pilipinas	Categoría:Islam en Filipinas
Kategorya:Islam at ibang relihiyon	Categoría:Islam y otras religiones
Kategorya:Namatay noong 1672	Categoría:Fallecidos en 1672
Kategorya:Politika ng Polonya	Categoría:Política de Polonia
Kategorya:Bangkong Pandaigdig	Categoría:Banco Mundial
Kategorya:Reproduksiyon sa hayop	Categoría:Reproducción animal
Kategorya:Kapuluang Britaniko	Categoría:Islas británicas
Kategorya:Relihiyon sa Poland	Categoría:Religión en Polonia
Kategorya:Relihiyon at politika	Categoría:Religión y política
Kategorya:Relihiyon at karahasan	Categoría:Religión y violencia
Padron:ENG	Plantilla:ENG
Kategorya:Namatay noong 2011	Categoría:Fallecidos en 2011
Padron:HTI	Plantilla:HTI
Padron:TCA	Plantilla:TCA
Kategorya:Kasarian	Categoría:Género
Kategorya:Wikang Polako	Categoría:Idioma polaco
Kategorya:Mga mang-aawit mula sa Italya	Categoría:Cantantes de Italia
Kategorya:Ika-21 siglo sa agham	Categoría:Ciencia del siglo XXI
Padron:IRQ	Plantilla:IRQ
Kategorya:Dila	Categoría:Lengua (anatomía)
Kategorya:2010 sa Turkiya	Categoría:Turquía en 2010
Kategorya:Mga lungsod ng Hessen	Categoría:Localidades de Hesse
Padron:Citation	Plantilla:Obra citada
Padron:Citation/core	Plantilla:Obra citada/núcleo
Kategorya:Namatay noong 732	Categoría:Fallecidos en 732
Padron:Cite EB1911	Plantilla:Cita Enciclopedia Británica
Kategorya:Paniniwala at doktrinang panrelihiyon	Categoría:Creencias y doctrinas religiosas
Padron:Airport-dest-list	Plantilla:Airport-dest-list
Kategorya:Transportasyon sa Israel	Categoría:Transporte de Israel
Kategorya:Namatay noong 1291	Categoría:Fallecidos en 1291
Kategorya:Namatay noong 1546	Categoría:Fallecidos en 1546
Kategorya:1724	Categoría:1724
Kategorya:1728	Categoría:1728
Kategorya:1731	Categoría:1731
Kategorya:1732	Categoría:1732
Kategorya:1738	Categoría:1738
Kategorya:1740	Categoría:1740
Kategorya:1749	Categoría:1749
Kategorya:1750	Categoría:1750
Kategorya:Namatay noong 1750	Categoría:Fallecidos en 1750
Kategorya:1754	Categoría:1754
Kategorya:1756	Categoría:1756
Kategorya:1758	Categoría:1758
Kategorya:1759	Categoría:1759
Kategorya:1761	Categoría:1761
Kategorya:1762	Categoría:1762
Kategorya:1773	Categoría:1773
Kategorya:1776	Categoría:1776
Kategorya:1777	Categoría:1777
Kategorya:Namatay noong 1779	Categoría:Fallecidos en 1779
Kategorya:1782	Categoría:1782
Kategorya:1784	Categoría:1784
Kategorya:1786	Categoría:1786
Kategorya:1788	Categoría:1788
Kategorya:1790	Categoría:1790
Kategorya:1791	Categoría:1791
Kategorya:Namatay noong 1791	Categoría:Fallecidos en 1791
Kategorya:1792	Categoría:1792
Kategorya:1794	Categoría:1794
Kategorya:1795	Categoría:1795
Kategorya:Namatay noong 1797	Categoría:Fallecidos en 1797
Kategorya:1798	Categoría:1798
Kategorya:1799	Categoría:1799
Kategorya:1802	Categoría:1802
Kategorya:Ipinanganak noong 1802	Categoría:Nacidos en 1802
Kategorya:1804	Categoría:1804
Kategorya:Namatay noong 1804	Categoría:Fallecidos en 1804
Kategorya:1805	Categoría:1805
Kategorya:Namatay noong 1805	Categoría:Fallecidos en 1805
Kategorya:1806	Categoría:1806
Kategorya:Namatay noong 1806	Categoría:Fallecidos en 1806
Kategorya:1807	Categoría:1807
Kategorya:1809	Categoría:1809
Kategorya:1810	Categoría:1810
Kategorya:Namatay noong 1810	Categoría:Fallecidos en 1810
Kategorya:Ipinanganak noong 1811	Categoría:Nacidos en 1811
Kategorya:1813	Categoría:1813
Kategorya:1814	Categoría:1814
Kategorya:1815	Categoría:1815
Kategorya:Namatay noong 1815	Categoría:Fallecidos en 1815
Kategorya:Namatay noong 1817	Categoría:Fallecidos en 1817
Kategorya:1819	Categoría:1819
Kategorya:1820	Categoría:1820
Kategorya:Namatay noong 1820	Categoría:Fallecidos en 1820
Kategorya:1823	Categoría:1823
Kategorya:Namatay noong 1824	Categoría:Fallecidos en 1824
Kategorya:1827	Categoría:1827
Kategorya:Namatay noong 1832	Categoría:Fallecidos en 1832
Kategorya:1834	Categoría:1834
Kategorya:1835	Categoría:1835
Kategorya:1836	Categoría:1836
Kategorya:Namatay noong 1836	Categoría:Fallecidos en 1836
Kategorya:Namatay noong 1837	Categoría:Fallecidos en 1837
Kategorya:1838	Categoría:1838
Kategorya:Namatay noong 1838	Categoría:Fallecidos en 1838
Kategorya:1839	Categoría:1839
Kategorya:1840	Categoría:1840
Mula Sa Puso	Mula Sa Puso
Kategorya:1843	Categoría:1843
Kategorya:Namatay noong 1844	Categoría:Fallecidos en 1844
Kategorya:1846	Categoría:1846
Kategorya:Namatay noong 1846	Categoría:Fallecidos en 1846
Kategorya:1847	Categoría:1847
Uban	Canicie
Kategorya:1848	Categoría:1848
Kategorya:Namatay noong 1850	Categoría:Fallecidos en 1850
Kategorya:1851	Categoría:1851
Kategorya:Namatay noong 1851	Categoría:Fallecidos en 1851
Kategorya:1852	Categoría:1852
Kategorya:1853	Categoría:1853
Kategorya:Namatay noong 1853	Categoría:Fallecidos en 1853
Kategorya:1854	Categoría:1854
Kategorya:Namatay noong 1854	Categoría:Fallecidos en 1854
Kategorya:Namatay noong 1855	Categoría:Fallecidos en 1855
Kategorya:1856	Categoría:1856
Kategorya:Namatay noong 1856	Categoría:Fallecidos en 1856
Kategorya:1857	Categoría:1857
Kategorya:Namatay noong 1857	Categoría:Fallecidos en 1857
Kategorya:1858	Categoría:1858
Kategorya:Namatay noong 1858	Categoría:Fallecidos en 1858
Kategorya:1859	Categoría:1859
Kategorya:Namatay noong 1859	Categoría:Fallecidos en 1859
Kategorya:1861	Categoría:1861
Kategorya:Namatay noong 1861	Categoría:Fallecidos en 1861
Kategorya:1862	Categoría:1862
Kategorya:Namatay noong 1862	Categoría:Fallecidos en 1862
Kategorya:1863	Categoría:1863
Kategorya:1864	Categoría:1864
Kategorya:1865	Categoría:1865
Kategorya:Namatay noong 1865	Categoría:Fallecidos en 1865
Kategorya:1866	Categoría:1866
Kategorya:Namatay noong 1867	Categoría:Fallecidos en 1867
Kategorya:1868	Categoría:1868
Kategorya:1869	Categoría:1869
Kategorya:1870	Categoría:1870
Kategorya:Namatay noong 1870	Categoría:Fallecidos en 1870
Kategorya:1871	Categoría:1871
Kategorya:Namatay noong 1871	Categoría:Fallecidos en 1871
Kategorya:1872	Categoría:1872
Kategorya:Namatay noong 1872	Categoría:Fallecidos en 1872
Kategorya:Namatay noong 1873	Categoría:Fallecidos en 1873
Kategorya:1874	Categoría:1874
Kategorya:1876	Categoría:1876
Kategorya:Namatay noong 1878	Categoría:Fallecidos en 1878
Kategorya:1879	Categoría:1879
Kategorya:Namatay noong 1879	Categoría:Fallecidos en 1879
Kategorya:1880	Categoría:1880
Kategorya:1881	Categoría:1881
Kategorya:1882	Categoría:1882
Kategorya:1883	Categoría:1883
Kategorya:1884	Categoría:1884
Kategorya:1885	Categoría:1885
Kategorya:Namatay noong 1885	Categoría:Fallecidos en 1885
Kategorya:1886	Categoría:1886
Kategorya:Namatay noong 1886	Categoría:Fallecidos en 1886
Kategorya:1887	Categoría:1887
Kategorya:1889	Categoría:1889
Kategorya:1890	Categoría:1890
Mundo Mo'y Akin	Mundo Mo'y Akin
Kategorya:Namatay noong 1890	Categoría:Fallecidos en 1890
Kategorya:1891	Categoría:1891
Kategorya:Namatay noong 1891	Categoría:Fallecidos en 1891
Kategorya:1892	Categoría:1892
Kategorya:Namatay noong 1892	Categoría:Fallecidos en 1892
Kategorya:1893	Categoría:1893
Kategorya:Namatay noong 1893	Categoría:Fallecidos en 1893
Kategorya:1894	Categoría:1894
Kategorya:Namatay noong 1894	Categoría:Fallecidos en 1894
Kategorya:1895	Categoría:1895
Kategorya:Namatay noong 1895	Categoría:Fallecidos en 1895
Kategorya:Namatay noong 1896	Categoría:Fallecidos en 1896
Kategorya:1897	Categoría:1897
Kategorya:Namatay noong 1897	Categoría:Fallecidos en 1897
Kategorya:Namatay noong 1898	Categoría:Fallecidos en 1898
Kategorya:1899	Categoría:1899
Kategorya:Namatay noong 1900	Categoría:Fallecidos en 1900
Kategorya:Namatay noong 1901	Categoría:Fallecidos en 1901
Kategorya:Namatay noong 1905	Categoría:Fallecidos en 1905
Kategorya:Namatay noong 1906	Categoría:Fallecidos en 1906
Kategorya:Namatay noong 1908	Categoría:Fallecidos en 1908
Kategorya:Namatay noong 1909	Categoría:Fallecidos en 1909
Kategorya:Namatay noong 1910	Categoría:Fallecidos en 1910
Kategorya:Namatay noong 1912	Categoría:Fallecidos en 1912
Kategorya:Namatay noong 1913	Categoría:Fallecidos en 1913
Kategorya:Namatay noong 1914	Categoría:Fallecidos en 1914
Kategorya:Namatay noong 1915	Categoría:Fallecidos en 1915
Kategorya:Namatay noong 1916	Categoría:Fallecidos en 1916
Kategorya:Namatay noong 1917	Categoría:Fallecidos en 1917
Kategorya:Namatay noong 1918	Categoría:Fallecidos en 1918
Kategorya:Namatay noong 1919	Categoría:Fallecidos en 1919
Kategorya:Namatay noong 1920	Categoría:Fallecidos en 1920
Kategorya:Namatay noong 1921	Categoría:Fallecidos en 1921
Kategorya:Namatay noong 1923	Categoría:Fallecidos en 1923
Kategorya:Namatay noong 1925	Categoría:Fallecidos en 1925
Kategorya:Namatay noong 1926	Categoría:Fallecidos en 1926
Kategorya:Namatay noong 1927	Categoría:Fallecidos en 1927
Kategorya:Namatay noong 1932	Categoría:Fallecidos en 1932
Kategorya:Namatay noong 1935	Categoría:Fallecidos en 1935
Kategorya:Namatay noong 1936	Categoría:Fallecidos en 1936
Kategorya:Namatay noong 1939	Categoría:Fallecidos en 1939
Kategorya:Namatay noong 1940	Categoría:Fallecidos en 1940
Kategorya:Namatay noong 1941	Categoría:Fallecidos en 1941
Kategorya:Namatay noong 1944	Categoría:Fallecidos en 1944
Kategorya:Namatay noong 1948	Categoría:Fallecidos en 1948
Kategorya:Namatay noong 1951	Categoría:Fallecidos en 1951
Kategorya:Namatay noong 1952	Categoría:Fallecidos en 1952
Kategorya:Namatay noong 1953	Categoría:Fallecidos en 1953
Kategorya:Namatay noong 1954	Categoría:Fallecidos en 1954
Kategorya:Namatay noong 1955	Categoría:Fallecidos en 1955
Kategorya:Namatay noong 1956	Categoría:Fallecidos en 1956
Kategorya:Namatay noong 1957	Categoría:Fallecidos en 1957
Kategorya:Namatay noong 1958	Categoría:Fallecidos en 1958
Kategorya:1961	Categoría:1961
Kategorya:1964	Categoría:1964
Kategorya:Namatay noong 1964	Categoría:Fallecidos en 1964
Kategorya:1965	Categoría:1965
Kategorya:Namatay noong 1965	Categoría:Fallecidos en 1965
Kategorya:1966	Categoría:1966
Kategorya:1967	Categoría:1967
Kategorya:Namatay noong 1967	Categoría:Fallecidos en 1967
Kategorya:Namatay noong 1968	Categoría:Fallecidos en 1968
Kategorya:1969	Categoría:1969
Kategorya:1970	Categoría:1970
Kategorya:Namatay noong 1970	Categoría:Fallecidos en 1970
Kategorya:Namatay noong 1971	Categoría:Fallecidos en 1971
Kategorya:1972	Categoría:1972
Kategorya:Namatay noong 1972	Categoría:Fallecidos en 1972
Kategorya:1973	Categoría:1973
Kategorya:Namatay noong 1973	Categoría:Fallecidos en 1973
Kategorya:1974	Categoría:1974
Kategorya:1975	Categoría:1975
Kategorya:1976	Categoría:1976
Kategorya:Namatay noong 1977	Categoría:Fallecidos en 1977
Kategorya:1978	Categoría:1978
Kategorya:1979	Categoría:1979
Kategorya:1980	Categoría:1980
Kategorya:1981	Categoría:1981
Kategorya:1982	Categoría:1982
Kategorya:Namatay noong 1982	Categoría:Fallecidos en 1982
Kategorya:1983	Categoría:1983
Kategorya:Namatay noong 1983	Categoría:Fallecidos en 1983
Kategorya:1984	Categoría:1984
Kategorya:Namatay noong 1984	Categoría:Fallecidos en 1984
Kategorya:1985	Categoría:1985
Kategorya:Namatay noong 1985	Categoría:Fallecidos en 1985
Kategorya:1986	Categoría:1986
Kategorya:1987	Categoría:1987
Kategorya:Namatay noong 1987	Categoría:Fallecidos en 1987
Kategorya:1988	Categoría:1988
Kategorya:1989	Categoría:1989
Kategorya:Namatay noong 1989	Categoría:Fallecidos en 1989
Kategorya:1990	Categoría:1990
Kategorya:Namatay noong 1990	Categoría:Fallecidos en 1990
Kategorya:1991	Categoría:1991
Kategorya:1992	Categoría:1992
Kategorya:1993	Categoría:1993
Kategorya:1994	Categoría:1994
Kategorya:1995	Categoría:1995
Kategorya:Namatay noong 1995	Categoría:Fallecidos en 1995
Kategorya:1996	Categoría:1996
Kategorya:Namatay noong 1996	Categoría:Fallecidos en 1996
Kategorya:1997	Categoría:1997
Kategorya:Namatay noong 1997	Categoría:Fallecidos en 1997
Kategorya:1999	Categoría:1999
Kategorya:2000	Categoría:2000
Kategorya:Namatay noong 2000	Categoría:Fallecidos en 2000
Kategorya:2001	Categoría:2001
Kategorya:Namatay noong 2001	Categoría:Fallecidos en 2001
Kategorya:2002	Categoría:2002
Kategorya:Namatay noong 2002	Categoría:Fallecidos en 2002
Kategorya:Namatay noong 2003	Categoría:Fallecidos en 2003
Kategorya:2004	Categoría:2004
Kategorya:Namatay noong 2004	Categoría:Fallecidos en 2004
Kategorya:2005	Categoría:2005
Kategorya:2006	Categoría:2006
Kategorya:Namatay noong 2006	Categoría:Fallecidos en 2006
Kategorya:2007	Categoría:2007
Kategorya:2008	Categoría:2008
Kategorya:2009	Categoría:2009
Kategorya:2010	Categoría:2010
Kategorya:2011	Categoría:2011
Kategorya:Ekonomiya ayon sa bansa	Categoría:Economía por país
Kategorya:Mga paliparan ayon sa bansa	Categoría:Aeropuertos por país
Kategorya:Agham at teknolohiya ayon sa bansa	Categoría:Ciencia y tecnología por país
Kategorya:Kristiyanismo ayon sa bansa	Categoría:Cristianismo por país
Kategorya:Mga kompanya ayon sa bansa	Categoría:Empresas por país
Kategorya:Telebisyon ayon sa bansa	Categoría:Televisión por país
Kategorya:Agrikultura ayon sa bansa	Categoría:Agricultura por país
Kategorya:Batas ayon sa bansa	Categoría:Derecho por país
Kategorya:Mga bulubundukin ayon sa bansa	Categoría:Cordilleras por país
Kategorya:Mga mamalya sa dagat	Categoría:Mamíferos marinos
Kategorya:Alon	Categoría:Ondas
Kategorya:Mga bangko ayon sa bansa	Categoría:Bancos por país
Kategorya:Musika ayon sa bansa	Categoría:Música por país
Kategorya:Mga natural na kalamidad ayon sa bansa	Categoría:Desastres naturales por país
Kategorya:Mga lindol ayon sa bansa	Categoría:Terremotos por país
Kategorya:Mga anyong-lupa ayon sa bansa	Categoría:Accidentes geográficos por país
Kategorya:Kasaysayang pampolitika ayon sa bansa	Categoría:Historia política por país
Kategorya:Politika ng Nigeria	Categoría:Política de Nigeria
Kategorya:Politika ng Timog Aprika	Categoría:Política de Sudáfrica
Kategorya:Politika ng Noruwega	Categoría:Política de Noruega
Kategorya:Politika ng Timog Korea	Categoría:Política de Corea del Sur
Kategorya:Politika ng Libya	Categoría:Política de Libia
Kategorya:Politika ng Malaysia	Categoría:Política de Malasia
Kategorya:Politika ng Mehiko	Categoría:Política de México
Kategorya:Politika ng Myanmar	Categoría:Política de Birmania
Kategorya:Politika ng Sudan	Categoría:Política de Sudán
Kategorya:Politika ng Iceland	Categoría:Política de Islandia
Kategorya:Politika ng Afghanistan	Categoría:Política de Afganistán
Kategorya:Politika ng Algeria	Categoría:Política de Argelia
Kategorya:Politika ng Yemen	Categoría:Política de Yemen
Kategorya:Politika ng Australya	Categoría:Política de Australia
Kategorya:Politika ng Ukraine	Categoría:Política de Ucrania
Kategorya:Politika ng Iran	Categoría:Política de Irán
Kategorya:Politika ng Indiya	Categoría:Política de la India
Kategorya:Politika ng Indonesya	Categoría:Política de Indonesia
Kategorya:Politika ng Zimbabwe	Categoría:Política de Zimbabue
Kategorya:Politika ng Costa Rica	Categoría:Política de Costa Rica
Kategorya:Politika ng Kolombiya	Categoría:Política de Colombia
Kategorya:Politika ng Taylandiya	Categoría:Política de Tailandia
Kategorya:Politika ng Puerto Rico	Categoría:Política de Puerto Rico
Kategorya:Politika ng Fiji	Categoría:Política de Fiyi
My Binondo Girl	My Binondo Girl
Kategorya:Politika ng Pilipinas	Categoría:Política de Filipinas
Kategorya:Kasaysayan ng Gresya	Categoría:Historia de Grecia
Kategorya:Kasaysayan ng Timog Sudan	Categoría:Historia de Sudán del Sur
Kategorya:Kasaysayan ng Sudan	Categoría:Historia de Sudán
Kategorya:Kasaysayan ng Suwisa	Categoría:Historia de Suiza
Kategorya:Kasaysayan ng Slovakia	Categoría:Historia de Eslovaquia
Kategorya:Kasaysayan ng Syria	Categoría:Historia de Siria
Kategorya:Kasaysayan ng Armenya	Categoría:Historia de Armenia
Kategorya:Kasaysayan ng Haiti	Categoría:Historia de Haití
Kategorya:Kasaysayan ng Aserbayan	Categoría:Historia de Azerbaiyán
Kategorya:Mga taon ayon sa bansa	Categoría:Años por país
Kategorya:Kasaysayan ng Australia	Categoría:Historia de Australia
Kategorya:Kasaysayan ng Ukraine	Categoría:Historia de Ucrania
Kategorya:Kasaysayan ng Ehipto	Categoría:Historia de Egipto
Kategorya:Kasaysayan ng Republikang Tseko	Categoría:Historia de la República Checa
Kategorya:Kasaysayan ng Cuba	Categoría:Historia de Cuba
Kategorya:Kasaysayan ng Portugal	Categoría:Historia de Portugal
Kategorya:Kasaysayan ng Unggarya	Categoría:Historia de Hungría
Kategorya:Mga bundok ayon sa bansa	Categoría:Montañas por país
Kierrok	N'Garai
Kategorya:Mga kalamidad ayon sa bansa	Categoría:Desastres por país
Kategorya:Politika ng Ghana	Categoría:Política de Ghana
Kategorya:Politika ng Gresya	Categoría:Política de Grecia
Kategorya:Politika ng Netherlands	Categoría:Política de los Países Bajos
Kategorya:Politika ng Rusya	Categoría:Política de Rusia
Kategorya:Politika ng Bangladesh	Categoría:Política de Bangladés
Kategorya:Politika ng Belarus	Categoría:Política de Bielorrusia
Kategorya:Politika ng Bolivia	Categoría:Política de Bolivia
Kategorya:Politika ng Hayti	Categoría:Política de Haití
Kategorya:Politika ng United Kingdom	Categoría:Política de Reino Unido
Kategorya:Politika ng Yugoslavia	Categoría:Política de Yugoslavia
Kategorya:Politika ng Hilagang Korea	Categoría:Política de Corea del Norte
Kategorya:Politika ng Czech Republic	Categoría:Política de la República Checa
Kategorya:Politika ng Croatia	Categoría:Política de Croacia
Kategorya:Politika ng Pakistan	Categoría:Política de Pakistán
Kategorya:Kasaysayan ng Timog Aprika	Categoría:Historia de Sudáfrica
Kategorya:Kasaysayan ng Espanya	Categoría:Historia de España
Kategorya:Kasaysayan ng Israel	Categoría:Historia de Israel
Kategorya:Kasaysayan ng Czechoslovakia	Categoría:Historia de Checoslovaquia
Kategorya:Kasaysayan ng Canada	Categoría:Historia de Canadá
Kategorya:Kasaysayan ng Puerto Rico	Categoría:Historia de Puerto Rico
Kategorya:Mamalohiya	Categoría:Mastozoología
Kategorya:Kasaysayan ng mga dating bansa	Categoría:Historia por Estados y territorios desaparecidos
Kategorya:Relihiyon sa Espanya	Categoría:Religión en España
Kategorya:Relihiyon sa Iceland	Categoría:Religión en Islandia
Nadine Lustre	Nadine Lustre
Kategorya:Relihiyon sa United Kingdom	Categoría:Religión en Reino Unido
Kategorya:Relihiyon sa Italya	Categoría:Religión en Italia
Kategorya:Relihiyon sa Hapon	Categoría:Religión en Japón
Kategorya:Quraish	Categoría:Quraish
Kategorya:Relihiyon sa Pransiya	Categoría:Religión en Francia
Kategorya:Relihiyon sa Pilipinas	Categoría:Religión en Filipinas
Kategorya:Empirisismo	Categoría:Empirismo
Padron:Infobox Language/family-color	Plantilla:Ficha de idioma/colores
Kategorya:Palakasan sa Pilipinas	Categoría:Deporte en Filipinas
Nancy Castiglione	Nancy Castiglione
Kategorya:Heograpiya ng Ghana	Categoría:Geografía de Ghana
Kategorya:Kabansaan	Categoría:Nacionalidad
Kategorya:Heograpiya ng Norway	Categoría:Geografía de Noruega
Kategorya:Heograpiya ng Rwanda	Categoría:Geografía de Ruanda
Kategorya:Heograpiya ng Malaysia	Categoría:Geografía de Malasia
Kategorya:Heograpiya ng Lungsod ng Batikano	Categoría:Geografía de Ciudad del Vaticano
Kategorya:Heograpiya ng Espanya	Categoría:Geografía de España
Kategorya:Heograpiya ng Singgapura	Categoría:Geografía de Singapur
Kategorya:Heograpiya ng Armenya	Categoría:Geografía de Armenia
Kategorya:Mga ilog	Categoría:Ríos
Kategorya:Heograpiya ng Israel	Categoría:Geografía de Israel
Kategorya:Heograpiya ng Indonesya	Categoría:Geografía de Indonesia
Kategorya:Heograpiya ng Taiwan	Categoría:Geografía de la República de China
Kategorya:Heograpiya ng Turkiya	Categoría:Geografía de Turquía
Kategorya:Mga pelikula ng 1967	Categoría:Películas de 1967
Kategorya:Mga subdibisyon ng bansa sa Aprika	Categoría:Organización territorial de África
Kategorya:Mga biyokimiko mula sa Estados Unidos	Categoría:Bioquímicos de Estados Unidos
Kategorya:Teknolohiya ng sistema ng operasyon	Categoría:Tecnología de sistema operativo
Kategorya:Mga paraan at kagamitan sa biyolohiya	Categoría:Técnicas y herramientas biológicas
Kategorya:Mga ilog ng Espanya	Categoría:Ríos de España
Kategorya:Mga ilog ng Tsina	Categoría:Ríos de China
Kategorya:Mga ilog sa Zimbabwe	Categoría:Ríos de Zimbabue
Kategorya:Mga siyentipiko ayon sa bansa	Categoría:Científicos por país
Kategorya:Mga pisiko ayon sa bansa	Categoría:Médicos por país
Kategorya:Mga basketbolista ayon sa nasyonalidad	Categoría:Baloncestistas por país
Kategorya:Kasaysayan ng mga wika	Categoría:Historia de idiomas
Kategorya:Endemismo	Categoría:Endemismos
Kategorya:Mga musiko ayon sa bansa	Categoría:Músicos por país
Kategorya:Mga ministro ng pamahalaan ayon sa bansa	Categoría:Ministros y Secretarios de Estado por país
Kategorya:Kalinangan ng Tsekya	Categoría:Cultura de la República Checa
Kategorya:Dualismo	Categoría:Dualismo
Kategorya:Mga subdibisyon ng Ghana	Categoría:Organización territorial de Ghana
Kategorya:Mga Subdibisyon ng Rwanda	Categoría:Organización territorial de Ruanda
Kategorya:Zambia	Categoría:Zambia
Kategorya:Summary statistics	Categoría:Estadística descriptiva
Kategorya:Mga subdibisyon ng Indiya	Categoría:Organización territorial de la India
Kategorya:Mga halalan ayon sa bansa	Categoría:Elecciones por país
Kategorya:Relihiyon ayon sa bansa	Categoría:Religión por país
Kategorya:Mga politiko ayon sa bansa	Categoría:Políticos por país
Kategorya:Politika ng Timog Sudan	Categoría:Política de Sudán del Sur
Kategorya:Politika ng Madagascar	Categoría:Política de Madagascar
Kategorya:Politika ng Saudi Arabia	Categoría:Política de Arabia Saudita
Kategorya:Politika ng Serbia	Categoría:Política de Serbia
Kategorya:Politika ng Andorra	Categoría:Política de Andorra
Kategorya:Politika ng El Salvador	Categoría:Política de El Salvador
Kategorya:Politika ng Italya	Categoría:Política de Italia
Kategorya:Politika ng Côte d'Ivoire	Categoría:Política de Costa de Marfil
Kategorya:Politika ng Pransiya	Categoría:Política de Francia
Kategorya:Ekonomiya ng Indonesya	Categoría:Economía de Indonesia
Kategorya:Kasaysayan ng Rusya	Categoría:Historia de Rusia
Kategorya:Kasaysayan ng Mehiko	Categoría:Historia de México
Kategorya:Kasaysayan ng Peru	Categoría:Historia de Perú
Kategorya:Gnetophyta	Categoría:Gnetophyta
Kategorya:Gentianales	Categoría:Gentianales
Kategorya:Sierra Leone	Categoría:Sierra Leona
Kategorya:Zimbabwe	Categoría:Zimbabue
Padron:Country data Yugoslavia	Plantilla:Geodatos Yugoslavia
Kategorya:Mga gene ayon sa kromosomang pantao	Categoría:Genes por cromosoma
Wikipedia:Mga huling idinagdag	Wikipedia:Sabías que
Kategorya:Heograpiya ng Rusya	Categoría:Geografía de Rusia
Kategorya:Mga gene sa kromosomang 2	Categoría:Genes del cromosoma 2
Kategorya:Heograpiya ng Nagkakaisang Kaharian	Categoría:Geografía del Reino Unido
Kategorya:Heograpiya ng Ehipto	Categoría:Geografía de Egipto
Kategorya:Heograpiya ng Heorhiya	Categoría:Geografía de Georgia
Kategorya:Somalia	Categoría:Somalia
Kategorya:Timog Sudan	Categoría:Sudán del Sur
Kategorya:Antas sa lipunan	Categoría:Estatus social
Kategorya:Uganda	Categoría:Uganda
Kategorya:Mga astronota	Categoría:Astronautas
Kategorya:Mga bayan at lungsod sa Manitoba	Categoría:Localidades de Manitoba
Kategorya:Kapanahunang Amarna	Categoría:Amarna
Kategorya:Mga larangan ng kasaysayan	Categoría:Campos de la historia
Kategorya:Palakasan ayon sa bansa	Categoría:Deportes por país
Kategorya:Awtonomiya	Categoría:Autonomía
Kategorya:Mga emperador ng Imperyong Romano	Categoría:Emperadores romanos
Kategorya:Mga Timog Koreano	Categoría:Surcoreanos
Kategorya:Mga taong Monggol	Categoría:Mongoles
Kategorya:120 BK	Categoría:120 a. C.
Kategorya:Mga Brasilenyo	Categoría:Brasileños
Kategorya:Mga Arhentino	Categoría:Argentinos
Kategorya:Mga taga-Haiti	Categoría:Haitianos
Kategorya:Pamahalaan ng United Kingdom	Categoría:Gobierno de Reino Unido
Kategorya:Mga Indiano	Categoría:Indios
Kategorya:Mga Kanadyano	Categoría:Canadienses
Kategorya:Mga taga-Taiwan	Categoría:Taiwaneses
Kategorya:Aksidente at insidente sa abyasyon noong ika-21 siglo	Categoría:Accidentes e incidentes aéreos del siglo XXI
Kategorya:Aksidente at insidente sa abyasyon ayon sa taon	Categoría:Accidentes e incidentes aéreos por año
Kategorya:Tanghalan	Categoría:Teatro
Padron:Country data Kosovo	Plantilla:Geodatos Kosovo
Kategorya:Mga mang-aawit ayon sa bansa	Categoría:Cantantes por país
Kategorya:467 BK	Categoría:467 a. C.
Kategorya:496 BK	Categoría:496 a. C.
Kategorya:Mga teologo	Categoría:Teólogos
Kategorya:70 BK	Categoría:70 a. C.
Kategorya:Mga komedyante	Categoría:Comediantes
Kategorya:MMORPG	Categoría:MMORPG
Kategorya:Pilipinas	Categoría:Filipinas
Padron:Country data Abkhazia	Plantilla:Geodatos Abjasia
