Africa	África
Categoria:Historia Cambriae	Categoría:Historia de Gales
Categoria:Historia Unionis Europaeae	Categoría:Historia de la Unión Europea
Categoria:Lingua Hetthaea	Categoría:Idioma hitita
Categoria:Lichenes	Categoría:Líquenes
Categoria:Philologi Homerici	Categoría:Estudiosos de Homero
Categoria:Hormonta	Categoría:Hormonas
Categoria:Horsfieldia	Categoría:Horsfieldia
Categoria:Borgesii	Categoría:Familia Borghese
Categoria:Borgia	Categoría:Casa de Borja
Categoria:Gateluzi	Categoría:Casa de Gattilusio
Categoria:Gonzaga	Categoría:Familia Gonzaga
Categoria:Leziniacenses	Categoría:Casa de Lusignan
Categoria:Medices	Categoría:Casa de Médici
Categoria:Domus Saudiana	Categoría:Casa de Saud
Categoria:Vicecomes	Categoría:Familia Visconti
Categoria:Wittelsbach	Categoría:Casa de Wittelsbach
Categoria:Arpadici	Categoría:Casa de Árpád
Categoria:Evolutio humana	Categoría:Evolución humana
Categoria:Vox humana	Categoría:Voz humana
Categoria:Professores universitatum Berolinensium	Categoría:Profesores de la Universidad Humboldt de Berlín
Categoria:Episcopi Hungariae	Categoría:Obispos de Hungría
Categoria:Diurnarii Hungariae	Categoría:Periodistas de Hungría
Categoria:Cantores Hungariae	Categoría:Cantantes de Hungría
Categoria:Hydrangea	Categoría:Hydrangea
Categoria:Hydrangeaceae	Categoría:Hydrangeaceae
Categoria:Energia hydroelectrica	Categoría:Energía hidráulica
Categoria:Hyaenidae	Categoría:Hyaenidae
Categoria:Hymenoptera	Categoría:Hymenoptera
Categoria:Res opinabiles	Categoría:Objetos hipotéticos
Categoria:Alsulegia glacialis	Categoría:Hockey sobre hielo
Categoria:Utopiae	Categoría:Utopías
Categoria:Lingua Islandica	Categoría:Idioma islandés
Categoria:Comitatus Idahi	Categoría:Condados de Idaho
Categoria:Idealismus	Categoría:Idealismo
Categoria:Iguanodontia	Categoría:Iguanodontia
Categoria:Iena	Categoría:Jena
Categoria:Comitatus Illinoesiae	Categoría:Condados de Illinois
Categoria:Crateres Martiani	Categoría:Cráteres de Marte
Categoria:Crateres Mercuriani	Categoría:Cráteres de Mercurio
Categoria:Crateres lunares	Categoría:Cráteres de la Luna
Categoria:Imperium Incarum	Categoría:Imperio incaico
Categoria:Universitas Indianensis	Categoría:Sistema Universitario de Indiana
Categoria:Professores Universitatis Indianensis	Categoría:Profesores de la Universidad de Indiana
Categoria:Comitatus Indianae	Categoría:Condados de Indiana
Categoria:Species indicatores	Categoría:Especies indicadoras
Categoria:Australiani indigenae	Categoría:Aborígenes de Australia
Categoria:Linguae Indicae	Categoría:Lenguas indo-arias
Categoria:Indologi	Categoría:Indólogos
Categoria:Fauna Indomalaesiae	Categoría:Fauna indomalaya
Categoria:Flora Indomalaesiae	Categoría:Flora indomalaya
Categoria:Eruditi Indonesiae	Categoría:Científicos de Indonesia
Categoria:Indus	Categoría:Río Indo
Categoria:Industrial Workers of the World	Categoría:Industrial Workers of the World
Categoria:Anarchismus	Categoría:Anarquismo
Categoria:Secretarii generales Consociationis ex pacto Atlantico Septentrionali	Categoría:Secretarios Generales de la Organización del Tratado del Atlántico Norte
Categoria:Mongolia Citerior	Categoría:Mongolia Interior
Categoria:Chemia inorganica	Categoría:Química inorgánica
Categoria:Composita inorganica	Categoría:Compuestos inorgánicos
Categoria:Insecta Australiae	Categoría:Insectos de Australia
Categoria:Insecta Iaponiae	Categoría:Insectos de Japón
Categoria:Insecta Malaesiae	Categoría:Insectos de Malasia
Categoria:Insecta Mexici	Categoría:Insectos de México
Categoria:Insecta Novae Guineae	Categoría:Insectos de Nueva Guinea
Categoria:Insecta Maris Caribici	Categoría:Insectos del Caribe
Categoria:Insecta Philippinarum	Categoría:Insectos de Filipinas
Categoria:Instituta Unionis Europaeae	Categoría:Instituciones de la Unión Europea
Categoria:Ornatores domorum	Categoría:Diseñadores de interiores
Categoria:Linguae Escimaicae	Categoría:Lenguas inuit
Categoria:Mare Ionium	Categoría:Mar Jónico
Categoria:Comitatus Iovae	Categoría:Condados de Iowa
Categoria:Ipomoea	Categoría:Ipomoea
Categoria:Artifices Iraniae	Categoría:Artistas de Irán
Categoria:Episcopi Iraci	Categoría:Obispos de Irak
Categoria:Hibernia	Categoría:Isla de Irlanda
Categoria:Litterae Hibernicae	Categoría:Literatura en irlandés
Categoria:Historici Hiberniae	Categoría:Historiadores de Irlanda
Categoria:Diurnarii Hiberniae	Categoría:Periodistas de Irlanda
Categoria:Lingua Hibernica	Categoría:Idioma irlandés
Categoria:Medici Hiberniae	Categoría:Médicos de Irlanda
Categoria:Composita ferrea	Categoría:Compuestos de hierro
Categoria:Inrigatio	Categoría:Riego
Categoria:Isaac Asimov	Categoría:Isaac Asimov
Categoria:Isfahanum	Categoría:Isfahán
Categoria:Philosophia Islamica	Categoría:Filosofía islámica
Categoria:Insulae Angliae	Categoría:Archipiélagos e islas de Inglaterra
Categoria:Insulae Floridae	Categoría:Archipiélagos e islas de Florida
Categoria:Insulae Guineae Bissaviensis	Categoría:Archipiélagos e islas de Guinea-Bisáu
Categoria:Insulae Keniae	Categoría:Archipiélagos e islas de Kenia
Categoria:Insulae Novi Eboraci	Categoría:Archipiélagos e islas del estado de Nueva York
Categoria:Insulae Somaliae	Categoría:Archipiélagos e islas de Somalia
Categoria:Insulae Tusciae	Categoría:Archipiélagos e islas de Toscana
Categoria:Insulae Cambriae	Categoría:Archipiélagos e islas de Gales
Categoria:Vecta	Categoría:Isla de Wight
Categoria:Insulae Sillinae	Categoría:Islas Sorlingas
Categoria:Clerici Israelis	Categoría:Religiosos de Israel
Categoria:Historici Israelis	Categoría:Historiadores de Israel
Categoria:Constantinopolis	Categoría:Estambul
Categoria:Litterae Italianae	Categoría:Literatura en italiano
Categoria:Anarchistae Italiae	Categoría:Anarquistas de Italia
Categoria:Anthropologi Italiae	Categoría:Antropólogos de Italia
Categoria:Bibliothecarii Italiae	Categoría:Bibliotecarios de Italia
Categoria:Programmata televisifica Italiae	Categoría:Programas de televisión de Italia
Categoria:Vina Italica	Categoría:Vino de Italia
Categoria:Italia ficta	Categoría:Italia en la ficción
Categoria:Gens Iulia	Categoría:Gens Julia
Categoria:Athletae Litoris Eburnei	Categoría:Deportistas de Costa de Marfil
Categoria:Museum Getty	Categoría:Museo J. Paul Getty
Categoria:Iacobus Joyce	Categoría:James Joyce
Categoria:Christiani Iaponiae	Categoría:Cristianos de Japón
Categoria:Jasminum	Categoría:Jasminum
Categoria:Ctenophora	Categoría:Ctenophora
Categoria:Hieronymus	Categoría:Eusebio Jerónimo de Estridón
Categoria:Hierosolyma	Categoría:Jerusalén
Categoria:Linguae Iudaicae	Categoría:Lenguas judías
Categoria:Ioannes F. Kennedy	Categoría:John F. Kennedy
Categoria:Universitas Hopkinsiensis	Categoría:Universidad Johns Hopkins
Categoria:Alumni Universitatis Hopkinsiensis	Categoría:Alumnado de la Universidad Johns Hopkins
Categoria:Professores Universitatis Hopkinsiensis	Categoría:Profesores de la Universidad Johns Hopkins
Categoria:Insulae Ioannis Ferdinandi	Categoría:Archipiélago Juan Fernández
Categoria:Iudo	Categoría:Judo
Categoria:Gens Iunia	Categoría:Gens Junia
Categoria:Iuris consulti	Categoría:Juristas
Categoria:Isopoda	Categoría:Isopoda
Categoria:Lingua Cannadica	Categoría:Idioma canarés
Categoria:Alumni Universitatis Civicae Kansiensis	Categoría:Alumnado de la Universidad de Kansas
Categoria:Comitatus Kansiae	Categoría:Condados de Kansas
Categoria:Cassubia	Categoría:Casubia
Categoria:Cauna	Categoría:Kaunas
Categoria:Comitatus Kentukiae	Categoría:Condados de Kentucky
Categoria:Alumni Collegii Kenyonensis	Categoría:Alumnado de Kenyon College
Categoria:Charcovia	Categoría:Járkov
Categoria:Alumni Universitatis Charcoviensis	Categoría:Alumnado de la Universidad de Járkov
Categoria:Linguae Khoisan	Categoría:Lenguas joisanas
Categoria:Regnum Orientalium Anglorum	Categoría:Reino de Estanglia
Categoria:Regnum Sussaxonum	Categoría:Reino de Sussex
Categoria:Reges Saxoniae	Categoría:Reyes de Sajonia
Categoria:Reges Romani	Categoría:Reyes de la Antigua Roma
Categoria:Kinshasa	Categoría:Kinsasa
Categoria:Equites Crucis Grandis Ordinis Sancti Michael et Sancti Georgii	Categoría:Caballeros de la Gran Cruz de la Orden de San Miguel y San Jorge
Categoria:Ordo Fratrum Hospitalis Sancti Ioannis Hierosolymitani	Categoría:Orden de Malta
Categoria:Hospitalarii	Categoría:Caballeros de la Orden de Malta
Categoria:Equites Sancti Iacobi	Categoría:Caballeros de la Orden de Santiago
Categoria:Kokia	Categoría:Kokia
Caliphatus Omayadarum	Califato Omeya
Categoria:Iustinopolis	Categoría:Koper
Categoria:Provincia Interamnas	Categoría:Provincia de Terni
Categoria:Urgellum	Categoría:Seo de Urgel
Categoria:Operistitia	Categoría:Huelgas
Categoria:Lacunae	Categoría:Lagunas
Categoria:Lacus Aegypti	Categoría:Lagos de Egipto
Categoria:Lacus Graeciae	Categoría:Lagos de Grecia
Categoria:Lacus Illinoesiae	Categoría:Lagos de Illinois
Categoria:Lacus Hiberniae	Categoría:Lagos de Irlanda
Categoria:Lacus Michiganiae	Categoría:Lagos de Míchigan
Categoria:Lacus Novi Eboraci	Categoría:Lagos del estado de Nueva York
Categoria:Lacus Ontarionis	Categoría:Lagos de Ontario
Categoria:Lacus Pennsilvaniae	Categoría:Lagos de Pensilvania
Categoria:Lacus Visconsiniae	Categoría:Lagos de Wisconsin
Categoria:Lamiaceae	Categoría:Lamiaceae
Categoria:Lamnidae	Categoría:Lamnidae
Categoria:Larynx	Categoría:Laringe
Categoria:Pelliculae Latinae	Categoría:Películas en latín
Categoria:Auctores Latini	Categoría:Escritores en latín
Categoria:Grammatica Latina	Categoría:Gramática del latín
Categoria:Interpretes Latino-Hispanici	Categoría:Traductores del latín al español
Categoria:Latridae	Categoría:Latridae
Categoria:Lingua Lettonica	Categoría:Idioma letón
Categoria:Lavandula	Categoría:Lavandula
Categoria:Societates eruditae Britannicae	Categoría:Sociedades científicas de Reino Unido
Categoria:Lecythidaceae	Categoría:Lecythidaceae
Categoria:Legis latores	Categoría:Congresistas y parlamentarios
Categoria:Leicestriensis comitatus	Categoría:Leicestershire
Categoria:Alumni Academiae Lugduno-Batavae	Categoría:Alumnado de la Universidad de Leiden
Categoria:Lentibulariaceae	Categoría:Lentibulariaceae
Categoria:Leonardus Vincius	Categoría:Leonardo da Vinci
Categoria:Ludovicus Carroll	Categoría:Lewis Carroll
Categoria:Lexicographi	Categoría:Lexicógrafos
Categoria:Factiones liberales	Categoría:Partidos liberales
Categoria:Liberalismus	Categoría:Liberalismo
Categoria:Bibliothecae	Categoría:Bibliotecas
Categoria:Bibliothecae Sueciae	Categoría:Bibliotecas de Suecia
Categoria:Lux	Categoría:Luz
Categoria:Linaceae	Categoría:Linaceae
Categoria:Linum	Categoría:Linum
Categoria:Liotiidae	Categoría:Liotiidae
Categoria:Dynastia Macedonia	Categoría:Dinastía macedónica
Categoria:Macropodidae	Categoría:Macropodidae
Categoria:Mactridae	Categoría:Mactridae
Categoria:Insulae Materiae	Categoría:Madeira
Categoria:Scholae superiores Islamicae	Categoría:Madraza
Categoria:Comitatus Cenomannicae	Categoría:Condados de Maine
Categoria:Malacologi	Categoría:Malacólogos
Categoria:Alphabetismus	Categoría:Alfabetización
Categoria:Motus litterarii	Categoría:Movimientos literarios
Categoria:Litterae per linguas digestae	Categoría:Literatura por idioma
Categoria:Auctores Lituani	Categoría:Escritores en lituano
Categoria:Legati Lituaniae	Categoría:Diplomáticos de Lituania
Categoria:Pisces vivipari	Categoría:Peces vivíparos y ovovivíparos
Categoria:Gens Livia	Categoría:Gens Livia
Categoria:Leodium	Categoría:Lieja
Categoria:Lobelia	Categoría:Lobelia
Categoria:Lingua Malabarica	Categoría:Idioma malayalam
Categoria:Linguae Malayo-Polynesiae	Categoría:Lenguas malayo-polinesias
Categoria:Loganiaceae	Categoría:Loganiaceae
Categoria:Langobardia	Categoría:Lombardía
Categoria:Lambeth	Categoría:Lambeth
Categoria:Sutton (Londinium)	Categoría:Sutton
Categoria:Wandsworth	Categoría:Wandsworth
Categoria:Maleae	Categoría:Maleae
Categoria:Musici Malii	Categoría:Músicos de Malí
Categoria:Cantores Malii	Categoría:Cantantes de Malí
Categoria:Paroeciae Ludovicianae	Categoría:Parroquias de Luisiana
Categoria:Lingua Melitensis	Categoría:Idioma maltés
Categoria:Systema reproductionis muliebre	Categoría:Aparato reproductor femenino
Categoria:Systema reproductionis masculum	Categoría:Aparato reproductor masculino
Categoria:Mammalia Africae	Categoría:Mamíferos de África
Categoria:Mammalia Chiliae	Categoría:Mamíferos de Chile
Categoria:Mammalia Sinarum	Categoría:Mamíferos de China
Categoria:Mammalia Aequatoriae	Categoría:Mamíferos de Ecuador
Categoria:Mammalia Indonesiae	Categoría:Mamíferos de Indonesia
Categoria:Mammalia Peruviae	Categoría:Mamíferos de Perú
Categoria:Mammalia Thailandiae	Categoría:Mamíferos de Tailandia
Categoria:Mammalia Civitatum Foederatarum	Categoría:Mamíferos de Estados Unidos
Categoria:Mangifera	Categoría:Mangifera
Categoria:Manila	Categoría:Manila
Categoria:Gens Manlia	Categoría:Gens Manlia
Categoria:Astronaves	Categoría:Naves espaciales tripuladas
Categoria:Universitas Loyola Angelopolitana	Categoría:Universidad Loyola Marymount
Categoria:Lubumbashi	Categoría:Lubumbashi
Categoria:Mantidae	Categoría:Mantidae
Categoria:Mantodea	Categoría:Mantodea
Categoria:Universitas Monacensis	Categoría:Universidad de Múnich
Categoria:Luminescentia	Categoría:Luminiscencia
Categoria:Universitas Lundensis	Categoría:Universidad de Lund
Categoria:Officinae	Categoría:Fábricas
Categoria:Gens Lutatia	Categoría:Gens Lutacia
Categoria:Incolae Monapiae	Categoría:Maneses
Categoria:Lycaena	Categoría:Lycaena
Categoria:Marasmiaceae	Categoría:Marasmiaceae
Categoria:Lingua Marathica	Categoría:Idioma maratí
Categoria:Gens Marcia	Categoría:Gens Marcia
Categoria:Artifices maritimi	Categoría:Pintores marinistas
Categoria:Oecoregiones marinae	Categoría:Ecorregiones marinas
Categoria:Maringa	Categoría:Maringá
Categoria:Collegium Maristarum	Categoría:Marist College
Categoria:Respublicae maritimae	Categoría:Repúblicas marítimas
Categoria:Insulae Marchionis	Categoría:Islas Marquesas
Categoria:Universitas Marquettensis	Categoría:Universidad Marquette
Categoria:Alumni Universitatis Marquettensis	Categoría:Alumnado de la Universidad Marquette
Categoria:Paludes	Categoría:Marismas
Categoria:Technicae artum martialium	Categoría:Técnicas de las artes marciales
Categoria:Politici Martinicae	Categoría:Políticos de Martinica
Categoria:Comitatus Terrae Mariae	Categoría:Condados de Maryland
Categoria:Insulae Mascarenae	Categoría:Islas Mascareñas
Categoria:Praenomina masculina	Categoría:Nombres masculinos
Categoria:Fabulae personatae	Categoría:Masques
Categoria:Comitatus Massachusettae	Categoría:Condados de Massachusetts
Categoria:Porta Mathematicae	Categoría:Portal:Matemática
Categoria:Fabulae de rege Carolo	Categoría:Materia de Francia
Categoria:Maxillopoda	Categoría:Maxillopoda
Categoria:Linguae Mayenses	Categoría:Lenguas mayenses
Categoria:Praefecti urbibus	Categoría:Alcaldes
Categoria:Magistri civium superiores Urbis Hanseaticae Bremae	Categoría:Presidentes del Senado y Alcaldes de la Ciudad Libre Hanseática de Bremen
Categoria:Magistri civium superiores Hamburgi	Categoría:Primeros Alcaldes de la Ciudad Libre y Hanseática de Hamburgo
Categoria:Urbis praefecti Hierosolymae	Categoría:Alcaldes de Jerusalén
Categoria:Praefecti Urbis Massiliae	Categoría:Alcaldes de Marsella
Categoria:Praefecti Urbis Philadelphiae	Categoría:Alcaldes de Filadelfia
Categoria:Praefecti Urbis Franciscopolis	Categoría:Alcaldes de San Francisco
Categoria:Praefecti Urbis Paulistanae	Categoría:Alcaldes de São Paulo
Categoria:Praefecti communibus Francicis	Categoría:Alcaldes de Francia
Categoria:Demarchi urbium Graeciae	Categoría:Alcaldes de Grecia
Categoria:Linguistica quantitativa	Categoría:Lingüística cuantitativa
Categoria:Universitas McGill	Categoría:Universidad McGill
Categoria:Musica Quebecensis	Categoría:Música de Quebec
Categoria:Linguae Quechuae	Categoría:Lenguas quechuas
Categoria:Quercus	Categoría:Quercus
Categoria:Gens Quinctia	Categoría:Gens Quincia
Categoria:Gens Quinctilia	Categoría:Gens Quintilia
Categoria:Medicago	Categoría:Medicago
Categoria:Titanic	Categoría:RMS Titanic
Categoria:Philosophia mediaevalis	Categoría:Filosofía medieval
Categoria:Melanargia	Categoría:Melanargia
Categoria:Socii Academiae Bellarum Artium (Francia)	Categoría:Academia de Bellas Artes de Francia
Categoria:Sodales Societatis Lunaris	Categoría:Sociedad Lunar
Categoria:Ars rhetorica	Categoría:Retórica
Categoria:Socii Academiae Regiae Disciplinarum Nederlandicae	Categoría:Miembros de la Academia Real de las Artes y Ciencias de los Países Bajos
Categoria:Camerae Repraesentantium Civitatum Foederatarum legati Virginiae	Categoría:Miembros de la Cámara de Representantes de Estados Unidos por Virginia
Categoria:Gens Menenia	Categoría:Gens Menenia
Categoria:Radiologi	Categoría:Radiólogos
Categoria:Metaphysici	Categoría:Metafísicos
Categoria:Athletae Mexici	Categoría:Atletas de México
Categoria:Physici Mexici	Categoría:Físicos de México
Categoria:Michael Angelus Bonarotius	Categoría:Miguel Ángel
Categoria:Duces gentium in Terra Media	Categoría:Reyes de Arda
Categoria:Musea militaria	Categoría:Museos militares
Categoria:Res militares Unionis Europaeae	Categoría:Fuerzas armadas de la Unión Europea
Categoria:Rallus	Categoría:Rallus
Categoria:Mimus	Categoría:Pantomima
Categoria:Mindelo	Categoría:Mindelo
Categoria:Rana	Categoría:Rana
Categoria:Ranellidae	Categoría:Ranellidae
Categoria:Praesides ministrorum terrarum foederalium Germaniae	Categoría:Ministros presidentes de Alemania
Categoria:Praesides ministrorum Brandenburgii	Categoría:Ministros presidentes de Brandeburgo
Categoria:Praesides ministrorum Rhenaniae Septentrionalis-Vestfaliae	Categoría:Ministros presidentes de Renania del Norte-Westfalia
Categoria:Saeculum 27 a.C.n.	Categoría:Siglo XXVII a. C.
Categoria:Rastafarianismus	Categoría:Movimiento rastafari
Categoria:Rationalismus	Categoría:Racionalismo
Categoria:Ravenna	Categoría:Rávena
Categoria:Comitatus Mississippiae	Categoría:Condados de Misisipi
Categoria:Realismus (motus)	Categoría:Realismo
Categoria:Auctores Neograeci	Categoría:Escritores en griego moderno
Categoria:Moleculae	Categoría:Moléculas
Categoria:Monarchidae	Categoría:Monarchidae
Categoria:Monasteria Athonis	Categoría:Monasterios de Monte Athos
Categoria:Monolithi	Categoría:Monolitos
Categoria:Monotremata	Categoría:Monotremata
Categoria:Urbs Montis Videi	Categoría:Montevideo
Categoria:Monumenta Angliae	Categoría:Monumentos de Inglaterra
Categoria:Monumenta Portugalliae	Categoría:Monumentos de Portugal
Categoria:Monumenta Russiae	Categoría:Monumentos de Rusia
Categoria:Monumenta Syriae	Categoría:Monumentos de Siria
Categoria:Satellites Neptuni	Categoría:Satélites de Neptuno
Categoria:Musica 1824	Categoría:Música en 1824
Categoria:Musica 1847	Categoría:Música en 1847
Categoria:Musica 1849	Categoría:Música en 1849
Categoria:Musica 1855	Categoría:Música en 1855
Categoria:Mare Rubrum	Categoría:Mar Rojo
Categoria:Morpho	Categoría:Morpho
Categoria:Morphologia (biologia)	Categoría:Morfología (biología)
Categoria:Musica 1881	Categoría:Música en 1881
Categoria:Musica 1912	Categoría:Música en 1912
Categoria:Montes Angliae	Categoría:Montañas y sierras de Inglaterra
Categoria:Montes Aprutii	Categoría:Montañas de Abruzos
Categoria:Montes Vallis Augustanae	Categoría:Montañas del Valle de Aosta
Categoria:Montes Colorati	Categoría:Montañas de Colorado
Categoria:Montes Croatiae	Categoría:Montañas de Croacia
Categoria:Montes Latii	Categoría:Montañas de Lacio
Categoria:Montes Marchiae Anconitanae	Categoría:Montañas de Marcas
Categoria:Montes Carolinae Septentrionalis	Categoría:Montañas de Carolina del Norte
Categoria:Montes Tennesiae	Categoría:Montañas de Tennessee
Categoria:Montes Tusciae	Categoría:Montañas de Toscana
Categoria:Montes Vasingtoniae civitatis	Categoría:Montañas de Washington
Categoria:Montes insularum Caribicarum	Categoría:Montañas del Caribe
Categoria:Montes Martiani	Categoría:Montañas de Marte
Categoria:Athletae Mozambici	Categoría:Deportistas de Mozambique
Categoria:Mugilidae	Categoría:Mugilidae
Categoria:Mugiliformes	Categoría:Mugiliformes
Categoria:Ratisbona	Categoría:Ratisbona
Categoria:Reggae	Categoría:Reggae
Categoria:Municipia in provincia Lucentina	Categoría:Municipios de la provincia de Alicante
Categoria:Regiones Argentinae	Categoría:Regiones de Argentina
Categoria:Urbes et municipia Finniae Propriae	Categoría:Municipios de Finlandia Propia
Categoria:Demi Graeciae	Categoría:Municipios de Grecia
Categoria:Regiones Finniae	Categoría:Regiones de Finlandia
Categoria:Regiones Hungariae	Categoría:Regiones de Hungría
Categoria:Provinciae Islandiae	Categoría:Regiones de Islandia
Categoria:Municipia Sloveniae	Categoría:Municipios de Eslovenia
Categoria:Regiones statisticae Sloveniae	Categoría:Regiones estadísticas de Eslovenia
Categoria:Regiones Helvetiae	Categoría:Regiones de Suiza
Categoria:Regiones Venetiolae	Categoría:Regiones Político-Administrativas de Venezuela
Categoria:Durocortorum	Categoría:Reims
Categoria:Museologi	Categoría:Museólogos
Categoria:Res religiosae figuratae	Categoría:Arte religioso
Categoria:Musica religiosa	Categoría:Música y religión
Categoria:Rembrandus	Categoría:Rembrandt
Categoria:Renascentia	Categoría:Renacimiento
Categoria:Condate Redonum	Categoría:Rennes
Categoria:Renatus Cartesius	Categoría:René Descartes
Categoria:Reptilia Argentiniae	Categoría:Reptiles de Argentina
Categoria:Reptilia Australiae	Categoría:Reptiles de Australia
Categoria:Reptilia Sinarum	Categoría:Reptiles de China
Categoria:Reptilia Aequatoriae	Categoría:Reptiles de Ecuador
Categoria:Reptilia Honduriae	Categoría:Reptiles de Honduras
Categoria:Reptilia Indiae	Categoría:Reptiles de la India
Categoria:Reptilia Mexici	Categoría:Reptiles de México
Categoria:Reptilia Novae Guineae	Categoría:Reptiles de Nueva Guinea
Categoria:Reptilia Americae Meridionalis	Categoría:Reptiles de América del Sur
Categoria:Reptilia Taprobanes	Categoría:Reptiles de Sri Lanka
Categoria:Reptilia Thailandiae	Categoría:Reptiles de Tailandia
Categoria:Reptilia Philippinarum	Categoría:Reptiles de Filipinas
Categoria:Textura musica	Categoría:Textura musical
Categoria:Pontifices Maximi	Categoría:Pontifex Maximus
Categoria:Myiagra	Categoría:Myiagra
Categoria:Mygalomorphae	Categoría:Mygalomorphae
Categoria:Myrtaceae	Categoría:Myrtaceae
Categoria:Traditio re digesta	Categoría:Ciclo mitológico
Categoria:Montes mythologici	Categoría:Montañas mitológicas
Categoria:Flumina mythologica	Categoría:Ríos mitológicos
Formula:Audire	Plantilla:Multimedia
Categoria:Rhamphorhynchoidea	Categoría:Rhamphorhynchoidea
Categoria:Rhinocerotidae	Categoría:Rhinocerotidae
Categoria:Rhipidurinae	Categoría:Rhipiduridae
Categoria:Rhodus	Categoría:Rodas
Categoria:Lingua Navatlaca	Categoría:Idioma náhuatl
Categoria:Ricardus Nixon	Categoría:Richard Nixon
Categoria:Nanotechnologia	Categoría:Nanotecnología
Categoria:Riga	Categoría:Riga
Categoria:Iusti inter gentes	Categoría:Justos entre las Naciones
Categoria:Regium Museum Amstelodamense	Categoría:Rijksmuseum
Categoria:Anuli	Categoría:Anillos
Categoria:Flumen Magnum Septentrionale	Categoría:Estado de Río Grande del Norte
Categoria:Fluvius Magnus Meridionalis	Categoría:Estado de Río Grande del Sur
Categoria:Universitas Nationalis Autonoma Mexici	Categoría:Universidad Nacional Autónoma de México
Categoria:Urbs Fluminensis	Categoría:Río de Janeiro
Categoria:Flumen Ianuarii	Categoría:Estado de Río de Janeiro
Categoria:Riodinidae	Categoría:Riodinidae
Categoria:Ritus	Categoría:Rituales
Categoria:Pinacothecae Nationales Scoticae	Categoría:National Gallery of Scotland
Categoria:Flumina Aprutii	Categoría:Ríos de Abruzos
Categoria:Flumina Vallis Augustanae	Categoría:Ríos del Valle de Aosta
Categoria:Flumina Arcansiae	Categoría:Ríos de Arkansas
Categoria:Flumina Asiae	Categoría:Ríos de Asia
Categoria:Flumina Lucaniae	Categoría:Ríos de Basilicata
Categoria:Flumina Columbiae Britannicae	Categoría:Ríos de Columbia Británica
Categoria:Flumina Bruttii	Categoría:Ríos de Calabria
Categoria:Flumina Campaniae	Categoría:Ríos de Campania
Categoria:Flumina Aemiliae et Romaniae	Categoría:Ríos de Emilia-Romaña
Categoria:Flumina Fori Iulii et Venetiae Iuliae	Categoría:Ríos de Friuli-Venecia Julia
Categoria:Flumina Illinoesiae	Categoría:Ríos de Illinois
Categoria:Flumina Kansiae	Categoría:Ríos de Kansas
Categoria:Flumina Latii	Categoría:Ríos de Lacio
Categoria:Flumina Liguriae	Categoría:Ríos de Liguria
Categoria:Flumina Langobardiae	Categoría:Ríos de Lombardía
Categoria:Flumina Terrae Mariae	Categoría:Ríos de Maryland
Categoria:Flumina Molisina	Categoría:Ríos de Molise
Categoria:Flumina Novae Caesareae	Categoría:Ríos de Nueva Jersey
Categoria:Flumina Novi Eboraci	Categoría:Ríos del estado de Nueva York
Categoria:Flumina Oclahomae	Categoría:Ríos de Oklahoma
Categoria:Flumina Oregoniae	Categoría:Ríos de Oregón
Categoria:Flumina Pennsilvaniae	Categoría:Ríos de Pensilvania
Categoria:Alumni Universitatis Nationalis Boreae Orientalis	Categoría:Alumnado de la Universidad Nacional del Nordeste
Categoria:Flumina Pedemontii	Categoría:Ríos de Piamonte
Musa (genus)	Musa (planta)
Categoria:Flumina Siciliae	Categoría:Ríos de Sicilia
Categoria:Flumina Thibeti	Categoría:Ríos de la región autónoma del Tíbet
Categoria:Flumina Tridentini Altae Athesiae / Tirolis Meridionalis	Categoría:Ríos de Trentino-Alto Adigio
Categoria:Flumina Tusciae	Categoría:Ríos de Toscana
Categoria:Flumina Umbriae	Categoría:Ríos de Umbría
Categoria:Flumina Venetiae	Categoría:Ríos de Véneto
Categoria:Flumina Virginiae	Categoría:Ríos de Virginia
Categoria:Flumina Cambriae	Categoría:Ríos de Gales
Categoria:Flumina Vasingtoniae civitatis	Categoría:Ríos de Washington
Categoria:Flumina Virginiae Occidentalis	Categoría:Ríos de Virginia Occidental
Categoria:Flumina Marchiae Anconitanae	Categoría:Ríos de Marcas
Categoria:Riad	Categoría:Riad
Categoria:Historia naturalis Indonesiae	Categoría:Naturaleza de Indonesia
Categoria:Philosophia naturalis	Categoría:Filosofía natural
Categoria:Viae Graeciae	Categoría:Carreteras de Grecia
Categoria:Gens Nautia	Categoría:Gens Naucia
Categoria:Flora Nearctica	Categoría:Flora del Neártico
Categoria:Comitatus Nebrascae	Categoría:Condados de Nebraska
Categoria:Regiones Urbis Fluminensis	Categoría:Barrios de Río de Janeiro
Categoria:Neogastropoda	Categoría:Neogastropoda
Categoria:Flora neotropica	Categoría:Flora del Neotrópico
Categoria:Britannia Romana	Categoría:Britania romana
Categoria:Archiepiscopi Bononienses	Categoría:Obispos y arzobispos de Bolonia
Categoria:Archiepiscopi Florentini	Categoría:Arzobispos de Florencia
Categoria:Presbyteri catholici	Categoría:Sacerdotes católicos
Categoria:Novum Castellum super Tinam	Categoría:Newcastle upon Tyne
Categoria:Augures	Categoría:Augures
Categoria:Censores	Categoría:Censores romanos
Categoria:Ars coquinaria Romana	Categoría:Gastronomía del Imperio romano
Categoria:Uxores imperatorum Romanorum	Categoría:Emperatrices romanas
Categoria:Gladiatores	Categoría:Gladiadores
