Afraga	África
N.W.A.	N.W.A.
Oliver & Company	Oliver y su pandilla
240an	Años 240
Yr Wyddfa	Snowdon
Richard Trevithick	Richard Trevithick
Ùrlar	Piso
David Letterman	David Letterman
Ithaca, Eabhraig Nuadh	Ithaca (Nueva York)
Florence and the Machine	Florence and the Machine
Walter Gilbert	Walter Gilbert
Kenichi Fukui	Ken'ichi Fukui
Fir-thàileisg Leòdhais	Ajedrez de la isla de Lewis
Ceredigion	Ceredigion
Grianaig	Greenock
Comhairle Shruighlea	Stirling (concejo)
Sir Gaerfyrddin	Carmarthenshire
250an	Años 250
Halifax	Halifax (desambiguación)
C.B. na h-Eaglaise Brice	Falkirk Football Club
Pietrasanta	Pietrasanta
260an	Años 260
Fayetteville, Arkansas	Fayetteville (Arkansas)
Inbhir Aora	Inveraray
Oilthigh Washington	Universidad de Washington
Na Deuchainnean na Buidseachd Salem	Juicios de Salem
Robert Mundell	Robert Mundell
George Canning	George Canning
Richard Stone	Richard Stone
270an	Años 270
Hunter S. Thompson	Hunter S. Thompson
Fiodh-fillte	Contrachapado
Daviess County, Indiana	Condado de Daviess (Indiana)
Sgoil Eòlas an Oirthir agus Afraga	Escuela de Estudios Orientales y Africanos
Bàirneach	Cirripedia
Roquebrune-Cap-Martin	Roquebrune-Cap-Martin
Charles Rennie Mackintosh	Charles Rennie Mackintosh
The Killers	The Killers
280an	Años 280
Pío Baroja	Pío Baroja
Coinneach III na h-Alba	Kenneth III de Escocia
Anggun	Anggun
290an	Años 290
Blàr Allt a' Bhonnaich	Batalla de Bannockburn
George Akerlof	George Akerlof
Itapúa	Departamento de Itapúa
Tè-bhuairidh	Mujer fatal
Arm na Breatainne	Ejército Británico
Seumas III Alba	Jacobo III de Escocia
Ibagué	Ibagué
Muir-seilche	Testudines
Cogadh Chaco	Guerra del Chaco
Casper, Wyoming	Casper (Wyoming)
Barraigh	Barra (Escocia)
300an	Años 300
Robert Bruce Merrifield	Robert Bruce Merrifield
30an RC	Años 30 a. C.
Sin	Sin (desambiguación)
310an	Años 310
Nelson	Nelson
Fe	Fe (desambiguación)
320an	Años 320
Henrik Pontoppidan	Henrik Pontoppidan
Riverside	Riverside (desambiguación)
Aodh Mór Ó Néill	Hugo O'Neill
330an	Años 330
340an	Años 340
Carl Friedrich Georg Spitteler	Carl Spitteler
Lùdag	Meñique de la mano
Dùthchannan san Roinn Eòrpa	Anexo:División política de Europa
Dùthchannan ann an Afraga	Anexo:Países de África
Creithleag-nan-each	Tabanidae
Rub' al Khali	Desierto de Rub al-Jali
Cuthag-bhogaidh	Motacilla
Nariño (Roinn)	Nariño (Colombia)
Arauca (Roinn)	Arauca (Colombia)
Chocó (Roinn)	Chocó
Bolívar (Roinn)	Bolívar (Colombia)
Cauca (Roinn)	Cauca (Colombia)
Caldas (Roinn)	Caldas
Edward Doisy	Edward Doisy
Irwin Rose	Irwin Rose
Atlántico (Roinn)	Atlántico (Colombia)
Ball-lìn	Netball
Jacques Monod	Jacques L. Monod
400an	Años 400
Michael Smith	Michael Smith (químico)
John Cowdery Kendrew	John Kendrew
Avram Hershko	Avram Hershko
40an RC	Años 40 a. C.
Robert Burns Woodward	Robert Burns Woodward
Rem Koolhaas	Rem Koolhaas
Carice van Houten	Carice van Houten
410an	Años 410
Cundinamarca (Roinn)	Cundinamarca
Roger Myerson	Roger B. Myerson
Putumayo (Roinn)	Putumayo (Colombia)
Arne Wilhelm Kaurin Tiselius	Arne Wilhelm Kaurin Tiselius
Eric Maskin	Eric Maskin
Norte de Santander (Roinn)	Norte de Santander
Peoria, Illinois	Peoria (Illinois)
420an	Años 420
Aaron Ciechanover	Aarón Ciechanover
Robert Sanderson Mulliken	Robert S. Mulliken
Laoidh Nàiseanta Choloimbia	Himno nacional de Colombia
Gisborne, Sealainn Nuadh	Gisborne (ciudad)
Offa	Offa de Mercia
Ferney-Voltaire	Ferney-Voltaire
430an	Años 430
Rockford, Illinois	Rockford (Illinois)
Theodore W. Schultz	Theodore Schultz
Daniel Kahneman	Daniel Kahneman
John A. Pople	John Pople
Luis F. Leloir	Luis Federico Leloir
Spencer Perceval	Spencer Perceval
Erie, Pennsylvania	Erie (Pensilvania)
Biadh Seapanach	Gastronomía de Japón
Giulio Natta	Giulio Natta
Adhaltranas	Adulterio
440an	Años 440
Tolima (Roinn)	Tolima
Vaupés (Roinn)	Vaupés
Cecilia Payne-Gaposchkin	Cecilia Helena Payne-Gaposchkin
Córdoba (Roinn)	Córdoba (Colombia)
Cesar (Roinn)	Cesar
Huila (Roinn)	Huila
450an	Años 450
Aingeal	Ángel
Santander (Roinn)	Santander (Colombia)
Miso	Miso
John E. Walker	John E. Walker
Sucre (Roinn)	Sucre (Colombia)
Manizales (baile)	Manizales
Clash of Civilizations	Choque de civilizaciones
Seumas I, Rìgh Alba	Jacobo I de Escocia
460an	Años 460
Bòrd-dubh	Pizarrón
Fisting	Fisting
Ronald George Wreyford Norrish	Ronald George Wreyford Norrish
James Meade	James Meade
Henry Taube	Henry Taube
470an	Años 470
Calum Cille	Columba de Iona
Ubhal-ghort	Huerto frutal
Dùthchannan Ceilteach	Naciones celtas
Tunja	Tunja
480an	Años 480
Lucía Etxebarría	Lucía Etxebarria
Feamainn	Macroalga
Dubravka Ugrešić	Dubravka Ugrešić
490an	Años 490
Robert Fogel	Robert Fogel
John C. Polanyi	John C. Polanyi
Edward Smith-Stanley, 14th Earl of Derby	Edward Smith-Stanley
Seòras Santayana	George Santayana
Alasdair II na h-Alba	Alejandro II de Escocia
Meta (Roinn)	Meta (Colombia)
William Cavendish, 4th Duke of Devonshire	William Cavendish (1720-1764)
Guainía (Roinn)	Guainía
Moya Brennan	Moya Brennan
Mary Mallon	María Tifoidea
Dolores Ibárruri	Dolores Ibárruri
Sacagawea	Sacajawea
Rudolph A. Marcus	Rudolph Marcus
Daibhidh II, Rìgh Alba	David II de Escocia
Nólsoy	Nólsoy
Dixie Carter	Dixie Carter
Page County, Iowa	Condado de Page (Iowa)
500an	Años 500
Dessau-Roßlau	Natalie Dessay
Provençal	Provenzal (occitano)
Orhan Pamuk	Orhan Pamuk
50an RC	Años 50 a. C.
510an	Años 510
Carpineto Romano	Carpineto Romano
Cinn Tìre	Kintyre
Castel Gandolfo	Castel Gandolfo
520an	Años 520
530an	Años 530
Naperville, Illinois	Naperville
Poli	Poli (Italia)
Yuan T. Lee	Yuan T. Lee
Douglass North	Douglass North
Dudley R. Herschbach	Dudley Robert Herschbach
540an	Años 540
George J. Stigler	George Stigler
Robert Gascoyne-Cecil, 3rd Marquess of Salisbury	Robert Gascoyne-Cecil
550an	Años 550
Bucaramanga	Bucaramanga
Bàrd Spàinnteach Antonio Machado	Antonio Machado
560an	Años 560
Banntach	Bisagra
Ken Kesey	Ken Kesey
MacBheatha na h-Alba	Macbeth de Escocia
570an	Años 570
Bolgan	Bulbo
George Grenville	George Grenville
Archibald Primrose, 5th Earl of Rosebery	Archibald Primrose
580an	Años 580
Henry Pelham	Henry Pelham
Bòdhran	Bodhrán
Charles J. Pedersen	Charles J. Pedersen
590an	Años 590
William Styron	William Styron
Teth	Tet
Creuse	Creuse
600an	Años 600
Fine Gael	Fine Gael
Meade County, Kansas	Condado de Meade (Kansas)
60an RC	Años 60 a. C.
610an	Años 610
Sherman County, Kansas	Condado de Sherman (Kansas)
Ball-coise Canaidianach	Fútbol canadiense
620an	Años 620
Companaidh Obrachaidh Trèanaichean	Empresa ferroviaria
Liosta nam fàsaichean a rèir farsaingeachd	Anexo:Desiertos más grandes del mundo
Winnebago County, Iowa	Condado de Winnebago (Iowa)
Étienne Mourrut	Étienne Mourrut
Àine	Áine
800an	Años 800
Stafa	Staffa
Sgioba nàiseanta rugbaidh na Portagail	Selección de rugby de Portugal
Sgioba nàiseanta rugbaidh na Spàinne	Selección de rugby de España
630an	Años 630
Nòs	Costumbre
Hawke's Bay Region	Hawke's Bay
640an	Años 640
Jefferson County, Oregon	Condado de Jefferson (Oregón)
650an	Años 650
Perry County, Alabama	Condado de Perry (Alabama)
660an	Años 660
Achadh an Iúir	Virginia (Irlanda)
Brìghde	Brigid
670an	Años 670
Liberty County, Florida	Condado de Liberty (Florida)
Hamilton County, Florida	Condado de Hamilton (Florida)
Jefferson County, Kansas	Condado de Jefferson (Kansas)
Caergybi	Holyhead
690an	Años 690
Bainsiò	Banyo
Ralls County, Missouri	Condado de Ralls
Buidseachd	Brujería
Grundy County, Illinois	Condado de Grundy (Illinois)
700an	Años 700
Lauderdale County, Alabama	Condado de Lauderdale (Alabama)
70an	Años 70
An Tìr Glan	Tierra Pura
70an RC	Años 70 a. C.
710an	Años 710
Manatee County, Florida	Condado de Manatee
720an	Años 720
Washington County, Florida	Condado de Washington (Florida)
Monroe County, Florida	Condado de Monroe (Florida)
730an	Años 730
Diùcachd Anhalt-Köthen	Anhalt-Köthen
Hancock County, Illinois	Condado de Hancock (Illinois)
740an	Años 740
Cnàmh	Hueso
750an	Años 750
760an	Años 760
Kingfisher County, Oklahoma	Condado de Kingfisher
Bataraidh	Batería eléctrica
Andes (baile)	Andes (Antioquia)
770an	Años 770
Patrick Moore	Patrick Moore
Vichada (Roinn)	Vichada
780an	Años 780
Montgomery County, Kentucky	Condado de Montgomery (Kentucky)
Seòras V	Jorge V del Reino Unido
790an	Años 790
Iúr Cinn Trá	Newry (Irlanda del Norte)
Spencer Compton, 1st Earl of Wilmington	Spencer Compton
Oilthigh Obar Dheathain	Universidad de Aberdeen
80an	Años 80
80an RC	Años 80 a. C.
810an	Años 810
Glenn County, Calafòrnia	Condado de Glenn
Colusa County, Calafòrnia	Condado de Colusa
Calaveras County, Calafòrnia	Condado de Calaveras
820an	Años 820
Fresno County, Calafòrnia	Condado de Fresno
Eddie van Halen	Eddie Van Halen
830an	Años 830
Craobhlann	Arboreto
840an	Años 840
Marcus Garvey	Marcus Garvey
Taibhse an Opra	El fantasma de la ópera
Harry Markowitz	Harry Markowitz
John Harsanyi	John Harsanyi
Joseph Black	Joseph Black
Dasht-e Kavir	Desierto de Kavir
Kasabian	Kasabian
Sir Arthur Lewis	Arthur Lewis
Ténéré	Teneré
Mu (tìr)	Mu (continente perdido)
Fàsach Ghibson	Desierto de Gibson
850an	Años 850
La Guajira (Roinn)	La Guajira
Seumas II Alba	Jacobo II de Escocia
Guaviare (Roinn)	Guaviare
Ceàrn dearg	Zona roja
Ionmhas	Tesoro
Cuiteag	Merlangius merlangus
Bean-shìdh	Banshee
Leopoldo Calvo-Sotelo y Bustelo	Leopoldo Calvo-Sotelo
Roald Hoffmann	Roald Hoffmann
Partan tuathal	Paguroidea
Rapunsail	Rapunzel
Urk	Urk
Thomas Pelham-Holles, 1st Duke of Newcastle-upon-Tyne	Thomas Pelham-Holles
Aparan	Delantal
William Sharpe	William Sharpe
Geoffrey Wilkinson	Geoffrey Wilkinson
Loreena McKennitt	Loreena McKennitt
900an	Años 900
90an	Años 90
910an	Años 910
Uilebheist	Monstruo
Sgioba nàiseanta rugbaidh na h-Uruguaidh	Selección de rugby de Uruguay
Seumas Mac an Deòir	James Dewar
Loona	Loona
Rùm	Isla de Rum
Diùcachd Anhalt-Dessau	Anhalt-Dessau
San José de David	David (ciudad)
Jim Hogg County, Texas	Condado de Jim Hogg
Seminole County, Florida	Condado de Seminole (Florida)
Seòras VI	Jorge VI del Reino Unido
Òrgan	Órgano (instrumento musical)
Grant County, Washington	Condado de Grant (Washington)
Uyea, Unst	Uyea
IJmuiden	IJmuiden
Truro, Alba Nuadh	Truro (Nueva Escocia)
Nicholas County, Virginia an Iar	Condado de Nicholas (Virginia Occidental)
Lafayette, Calafòrnia	Lafayette (California)
Wright County, Missouri	Condado de Wright (Misuri)
Latah County, Idaho	Condado de Latah
Augusta County, Virginia	Condado de Augusta
Copacabana	Copacabana (Antioquia)
Robert Merton	Robert C. Merton
Villarrica	Villarrica (Paraguay)
Adhbharachas	Agnosticismo
Marjorie Estiano	Marjorie Estiano
Béatrice Martin	Cœur de Pirate
Emily Carr	Emily Carr
Maries County, Missouri	Condado de Maries
Étretat	Étretat
Gaidhealtachd Innis Tìle	Tierras Altas de Islandia
Martin Landau	Martin Landau
Iain Stiubhart, 3mh Iarla Bhoid	John Stuart (conde de Bute)
Charles Grey, 2nd Earl Grey	Charles Grey
Raibeart III, Rìgh Alba	Roberto III de Escocia
Myron Scholes	Myron Scholes
Robert F. Engle	Robert F. Engle
William Vickrey	William Vickrey
Vernon Smith	Vernon Smith
Lawrence Klein	Lawrence Klein
Dare County, Carolina a Tuath	Condado de Dare
Sgiath	Wing
Alistair Darling	Alistair Darling
Hendrik Verwoerd	Hendrik Verwoerd
Coinneach I na h-Alba	Kenneth I de Escocia
Beulah	Beulah
Dà-Spioraideach	Dos espíritus
Lincoln County, Oregon	Condado de Lincoln (Oregón)
Talladega County, Alabama	Condado de Talladega
Sherman County, Oregon	Condado de Sherman (Oregón)
Lee County, Carolina a Deas	Condado de Lee (Carolina del Sur)
Riaghladaireachd	Administración (desambiguación)
Miami County, Indiana	Condado de Miami (Indiana)
Skamania County, Washington	Condado de Skamania
Aedh na h-Alba	Aedh de Escocia
Quidditch	Quidditch
James Gandolfini	James Gandolfini
Cupa na h-Alba (Ball-coise)	Copa de Escocia
Jean-Claude Van Damme	Jean-Claude Van Damme
Oilthigh Shalamanca	Universidad de Salamanca
C.B. Cluaran Cailleannach Inbhir Nis	Inverness Caledonian Thistle Football Club
Crogall	Crocodylus
Prionnsalachd Schaumburg-Lippe	Schaumburg-Lippe
Henri Victor Regnault	Henri Victor Regnault
Lüneburger Heide	Brezal de Luneburgo
Mariana na h-Ostaire	Mariana de Austria
Murag	Murex
Fachach	Fratercula
Costilla County, Colorado	Condado de Costilla
Cheyenne County, Colorado	Condado de Cheyenne (Colorado)
Sedgwick County, Colorado	Condado de Sedgwick (Colorado)
Delta County, Colorado	Condado de Delta (Colorado)
Custer County, Colorado	Condado de Custer (Colorado)
Andy Griffith	Andy Griffith
Crowley County, Colorado	Condado de Crowley
Dolores County, Colorado	Condado de Dolores
Phillips County, Colorado	Condado de Phillips (Colorado)
Summit County, Colorado	Condado de Summit (Colorado)
Conejos County, Colorado	Condado de Conejos
Logan County, Colorado	Condado de Logan (Colorado)
Mineral County, Colorado	Condado de Mineral (Colorado)
Pitkin County, Colorado	Condado de Pitkin
Washington County, Colorado	Condado de Washington (Colorado)
Montezuma County, Colorado	Condado de Montezuma
Otero County, Colorado	Condado de Otero (Colorado)
Bill Wyman	Bill Wyman
Daniel McFadden	Daniel McFadden
James Heckman	James Heckman
Seumas Mac a' Phearsain	James Macpherson
Saguache County, Colorado	Condado de Saguache
Douglas Haig	Douglas Haig
William Lamb, 2na Biocas Melbourne	William Lamb
Robert Jenkinson, 2na Iarla de Pholl a' Ghrùthain	Robert Jenkinson
Johan Gadolin	Johan Gadolin
William Petty, 2nd Earl of Shelburne	William Petty Landsdowne
Clive W. J. Granger	Clive W. J. Granger
Henry Addington, 1d Biocas Sidmouth	Henry Addington
Iain Banks	Iain Banks
Prionnsa Teàrlach Stiùbhart	Carlos Eduardo Estuardo
Augustus FitzRoy, 3rd Duke of Grafton	Augustus FitzRoy
Edward C. Prescott	Edward C. Prescott
Lincoln County, Colorado	Condado de Lincoln (Colorado)
Claude Louis Berthollet	Claude Louis Berthollet
Dòmhnall I na h-Alba	Donald I de Escocia
Frederick John Robinson, 1d Biocas Goderich	Frederick John Robinson
Raibeart II, Rìgh na h-Alba	Roberto II de Escocia
Frederick North, Lord North	Frederick North, II conde de Guilford
Uilleam I na h-Alba	Guillermo I de Escocia
Ian Wright	Ian Wright (futbolista)
William Grenville, 1d Baran Grenville	William Wyndham Grenville
Pueblo County, Colorado	Condado de Pueblo
Routt County, Colorado	Condado de Routt
Rio Grande County, Colorado	Condado de Río Grande
Montrose County, Colorado	Condado de Montrose
Park County, Colorado	Condado de Park (Colorado)
Teller County, Colorado	Condado de Teller
Morgan County, Colorado	Condado de Morgan (Colorado)
San Miguel County, Colorado	Condado de San Miguel (Colorado)
Daniel Rutherford	Daniel Rutherford
Diùcachd Shagsainn-Lauenburg	Ducado de Lauenburgo
Johan August Arfwedson	Johann Arfvedson
Quintus Caecilius Metellus Pius	Quinto Cecilio Metelo Pío
Paul Tergat	Paul Tergat
Balthazar Johannes Vorster	B. J. Vorster
Hal Holbrook	Hal Holbrook
Richard Griffiths	Richard Griffiths
Donald Pleasence	Donald Pleasence
Bodach na Nollaige	Papá Noel
Michiel de Ruyter	Michiel de Ruyter
Owain Glyndŵr	Owain Glyndŵr
Ally McCoist	Ally McCoist
Donovan	Donovan
Còiseam I na h-Alba	Constantino I de Escocia
Toirt am bruid	Secuestro
Johan de Witt	Johan de Witt
C.B. Naomh Mearain	Saint Mirren Football Club
Baralachas	Conjetura
Prìomh Mhinistear Astràilianach	Primer ministro de Australia
Aberdâr	Aberdare
Obar Pheallaidh	Aberfeldy
Aberffraw	Aberffraw
Alasdair MacCoinnich	Alexander MacKenzie
Kawagoe	Kawagoe (Saitama)
Pasto	San Juan de Pasto
Colombey-les-Deux-Églises	Colombey-les-Deux-Églises
Tulach Mhór	Tullamore
Gòbhlan-monaidh	Tachymarptis melba
Blianadh	Bronceado
Fo-sgrìobhadh	Suscripción
Fairfield, Calafòrnia	Fairfield (California)
Bàta-iasgaich	Arrastrero
Fàsach Mhòr na Gainmhich	Gran Desierto Arenoso
Binid	Cuajo
Cruinneadaireachd	Geometría esférica
Bangor, Maine	Bangor (Maine)
Cleburne County, Alabama	Condado de Cleburne (Alabama)
Laramie, Wyoming	Laramie (Wyoming)
Damanhùr	Damanhur
Armenia (baile)	Armenia (Quindío)
Connochaetes taurinus	Connochaetes taurinus
Clarksville, Tennessee	Clarksville (Tennessee)
Creideamh	Teísmos
Raidió Teilifís Éireann	RTÉ
Feòladair	Carnicero
Abraham Darby	Abraham Darby I
Adhlaic	Inhumación
Oak Park, Illinois	Oak Park (Illinois)
Naomh Daibhidh	David (patrón de Gales)
Maol Chaluim II na h-Alba	Malcolm II de Escocia
Tighearna	Lord
The Two Towers (leabhar)	Las dos torres
Deportivo Independiente Medellín	Deportivo Independiente Medellín
Atlético Nacional	Club Atlético Nacional S. A.
Envigado F.C.	Envigado Fútbol Club
Dòmhnall Mac an Deòir	Donald Dewar
John Bruton	John Bruton
Donaidh Rothach	Donnie Munro
Alistair MacLean	Alistair MacLean
Lee Child	Lee Child
Wallace Carothers	Wallace Carothers
Maol Chaluim I na h-Alba	Malcolm I de Escocia
Charles Haughey	Charles Haughey
Josef Škvorecký	Josef Škvorecký
Còiseam II na h-Alba	Constantino II de Escocia
Tom Bosley	Tom Bosley
Thomas Graham	Thomas Graham
Eanraig MacGillÌosa	Henry McLeish
Newport News, Virginia	Newport News
Gloucester County, Virginia	Condado de Gloucester (Virginia)
Aspergillus	Aspergillus
Popayán	Popayán
Kappa (Creutair Miotas-eolasach)	Kappa (mitología)
Wizz Air	Wizz Air
Pointe-à-Pitre	Pointe-à-Pitre
C.B. Dhùn Dèagh	Dundee Football Club
Toirdhealbhach Ó Cearbhalláin	Turlough Carolan
An Observer	The Observer
Raymond Burr	Raymond Burr
Mathews County, Virginia	Condado de Mathews
New Kent County, Virginia	Condado de New Kent
Charles City County, Virginia	Condado de Charles City
Prince George County, Virginia	Condado de Prince George (Virginia)
Southampton County, Virginia	Condado de Southampton
Isle of Wight County, Virginia	Condado de Isle of Wight
Goshen County, Wyoming	Condado de Goshen
Miner County, Dakota a Deas	Condado de Miner (Dakota del Sur)
Fàsach Shirianach	Desierto sirio
Grant County, Nebraska	Condado de Grant (Nebraska)
Sussex County, Virginia	Condado de Sussex (Virginia)
Dinwiddie County, Virginia	Condado de Dinwiddie
Chesterfield County, Virginia	Condado de Chesterfield (Virginia)
Henrico County, Virginia	Condado de Henrico
Hanover County, Virginia	Condado de Hanover
Caroline County, Virginia	Condado de Caroline (Virginia)
Stafford County, Virginia	Condado de Stafford (Virginia)
Middlesex County, Virginia	Condado de Middlesex (Virginia)
Fairfax County, Virginia	Condado de Fairfax
Hampton, Virginia	Hampton (Virginia)
Burgess Meredith	Burgess Meredith
İstiklâl Marşı	İstiklâl Marşı
Gerard ter Borch	Gerard ter Borch
Adair County, Oklahoma	Condado de Adair (Oklahoma)
Anton Corbijn	Anton Corbijn
Adams County, Indiana	Condado de Adams (Indiana)
Adams County, Pennsylvania	Condado de Adams (Pensilvania)
Adams County, Wisconsin	Condado de Adams (Wisconsin)
Picseal	Píxel
Richard Schiff	Richard Schiff
Johannes Gerhardus Strijdom	Johannes Gerhardus Strijdom
Ganzhou	Ganzhou
Leòdhas agus na Hearadh	Lewis y Harris
Scott County, Indiana	Condado de Scott (Indiana)
Jackson County, Alabama	Condado de Jackson (Alabama)
Newton County, Indiana	Condado de Newton (Indiana)
McPherson County, Dakota a Deas	Condado de McPherson (Dakota del Sur)
Oilthigh Coimbra	Universidad de Coímbra
Cauchy-à-la-Tour	Cauchy-à-la-Tour
Morrill County, Nebraska	Condado de Morrill
Baile Átha Luain	Athlone
Hardy County, Virginia an Iar	Condado de Hardy
Mineral County, Montana	Condado de Mineral (Montana)
Waukesha County, Wisconsin	Condado de Waukesha
San Juan County, Colorado	Condado de San Juan (Colorado)
Alison Krauss	Alison Krauss
Stàitire	Estadista
Escondido, Calafòrnia	Escondido (California)
Dodge County, Wisconsin	Condado de Dodge (Wisconsin)
Cliabhair	Cestería
Russell County, Kentucky	Condado de Russell (Kentucky)
Connochaetes gnou	Connochaetes gnou
Washington County, Kansas	Condado de Washington (Kansas)
Shelby County, Illinois	Condado de Shelby (Illinois)
Lebor Gabála Érenn	Lebor Gabála Érenn
Wichita County, Kansas	Condado de Wichita (Kansas)
Wilson County, Kansas	Condado de Wilson (Kansas)
Osborne County, Kansas	Condado de Osborne
Morris County, Kansas	Condado de Morris (Kansas)
Miami County, Kansas	Condado de Miami (Kansas)
Jeddah	Yeda
Sheridan County, Kansas	Condado de Sheridan (Kansas)
Phillips County, Kansas	Condado de Phillips (Kansas)
Shawnee County, Kansas	Condado de Shawnee
Ford County, Kansas	Condado de Ford (Kansas)
Lyon County, Kansas	Condado de Lyon (Kansas)
Thomas County, Kansas	Condado de Thomas (Kansas)
Ness County, Kansas	Condado de Ness
Wallace County, Kansas	Condado de Wallace
Kingman County, Kansas	Condado de Kingman
Graham County, Kansas	Condado de Graham (Kansas)
Jewell County, Kansas	Condado de Jewell
Montgomery County, Kansas	Condado de Montgomery (Kansas)
Pawnee County, Kansas	Condado de Pawnee (Kansas)
Pratt County, Kansas	Condado de Pratt
Trego County, Kansas	Condado de Trego
Rawlins County, Kansas	Condado de Rawlins
Haskell County, Kansas	Condado de Haskell (Kansas)
Marion County, Kansas	Condado de Marion (Kansas)
Riley County, Kansas	Condado de Riley
Stafford County, Kansas	Condado de Stafford (Kansas)
Ottawa County, Kansas	Condado de Ottawa (Kansas)
Graham County, Carolina a Tuath	Condado de Graham (Carolina del Norte)
Hodgeman County, Kansas	Condado de Hodgeman
Johnson County, Kansas	Condado de Johnson (Kansas)
Osage County, Kansas	Condado de Osage (Kansas)
